pitc_reduction_year,pitc_reduction_percentage,future_variability,future_value,elimination_year,mean_incidence_2100,lower_ci,upper_ci,art_int_rate,art_ret_rate
2025,0,art_improvement,0,2055,1.381065e-4,1.27308325e-4,1.48904675e-4,0.22,0.78
2025,0,art_improvement,0.005,2054,1.25464e-4,1.1469765e-4,1.3623035e-4,0.2092442287024698,0.7907557712975302
2025,0,art_improvement,0.01,2053,1.138795e-4,1.03237125e-4,1.24521875e-4,0.19896405650193696,0.8010359434980631
2025,0,art_improvement,0.015,2052,1.033269e-4,9.2884405e-5,1.13769395e-4,0.18914069729701147,0.8108593027029886
2025,0,art_improvement,0.02,2052,9.371465e-5,8.35331675e-5,1.038961325e-4,0.17975601751526027,0.8202439824847397
2025,0,art_improvement,0.025,2051,8.497385e-5,7.51019725e-5,9.48457275e-5,0.1707925165884163,0.8292074834115837
2025,0,art_improvement,0.03,2050,7.7038e-5,6.7512635e-5,8.656336500000001e-5,0.16223330791688417,0.8377666920831158
2025,0,art_improvement,0.035,2050,6.98433e-5,6.0691095e-5,7.8995505e-5,0.15406210031368517,0.8459378996863148
2025,0,art_improvement,0.04,2049,6.33115e-5,5.455117e-5,7.207183e-5,0.14626317991813018,0.8537368200818698
2025,0,art_improvement,0.045,2048,5.741785e-5,4.9058562500000006e-5,6.57771375e-5,0.13882139256966078,0.8611786074303392
2025,0,art_improvement,0.05,2048,5.208905e-5,4.41346525e-5,6.00434475e-5,0.13172212663244331,0.8682778733675567
2025,0,art_improvement,0.055,2047,4.727365e-5,3.97227175e-5,5.4824582500000006e-5,0.12495129626144652,0.8750487037385535
2025,0,art_improvement,0.06,2046,4.29359e-5,3.578164e-5,5.009016e-5,0.11849532510087786,0.8815046748991221
2025,0,art_improvement,0.065,2046,3.90156e-5,3.2249415e-5,4.5781785e-5,0.11234113040599426,0.8876588695940058
2025,0,art_improvement,0.07,2045,3.549555e-5,2.91036175e-5,4.18874825e-5,0.10647610757944442,0.8935238924205555
2025,0,art_improvement,0.075,2045,3.23216e-5,2.628986e-5,3.835334e-5,0.10088811511344216,0.8991118848865578
2025,0,art_improvement,0.08,2044,2.94571e-5,2.377059e-5,3.514361e-5,0.09556545992919911,0.9044345400708009
2025,0,art_improvement,0.085,2044,2.6889e-5,2.1529384999999996e-5,3.2248615e-5,0.09049688310519478,0.9095031168948052
2025,0,art_improvement,0.09,2043,2.45742e-5,1.952457e-5,2.962383e-5,0.08567154598598367,0.9143284540140163
2025,0,art_improvement,0.095,2043,2.248335e-5,1.77272225e-5,2.7239477499999997e-5,0.08107901666338142,0.9189209833366185
2025,0,art_improvement,0.1,2042,2.06084e-5,1.6127155e-5,2.5089645e-5,0.07670925682200003,0.923290743178
2025,0,art_improvement,0.105,2042,1.892315e-5,1.46991175e-5,2.31471825e-5,0.07255260894123362,0.9274473910587664
2025,0,art_improvement,0.11,2042,1.739615e-5,1.34141775e-5,2.1378122500000003e-5,0.06859978384592562,0.9314002161540744
2025,0,art_improvement,0.115,2041,1.6023e-5,1.226651e-5,1.977949e-5,0.06484184859807526,0.9351581514019247
2025,0,art_improvement,0.12,2041,1.47914e-5,1.1243814999999998e-5,1.8338985e-5,0.06127021472206848,0.9387297852779315
2025,0,art_improvement,0.125,2040,1.36757e-5,1.032334e-5,1.702806e-5,0.05787662675604224,0.9421233732439578
2025,0,art_improvement,0.13,2040,1.266688e-5,9.496236e-6,1.5837524e-5,0.05465315112211585,0.9453468488778841
2025,0,art_improvement,0.135,2040,1.1763105e-5,8.75968475e-6,1.476652525e-5,0.05159216530834383,0.9484078346916561
2025,0,art_improvement,0.14,2039,1.0937555e-5,8.090837249999999e-6,1.378427275e-5,0.04868634735536675,0.9513136526446333
2025,0,art_deterioration,0,2055,1.381065e-4,1.27308325e-4,1.48904675e-4,0.22,0.78
2025,0,art_deterioration,0.005,2055,1.519235e-4,1.4120132499999998e-4,1.62645675e-4,0.2312508290489737,0.7687491709510264
2025,0,art_deterioration,0.01,2056,1.669865e-4,1.5646667500000003e-4,1.77506325e-4,0.243016867590465,0.756983132409535
2025,0,art_deterioration,0.015,2057,1.833415e-4,1.73168425e-4,1.93514575e-4,0.2553189815055328,0.7446810184944672
2025,0,art_deterioration,0.02,2058,2.011345e-4,1.9147347499999997e-4,2.1079552500000002e-4,0.26817877239884663,0.7318212276011533
2025,0,art_deterioration,0.025,2059,2.2038100000000002e-4,2.1141680000000003e-4,2.2934519999999998e-4,0.28161859972319847,0.7183814002768015
2025,0,art_deterioration,0.03,2060,2.41172e-4,2.3310935e-4,2.4923465e-4,0.2956616034557069,0.7043383965442931
2025,0,art_deterioration,0.035,2061,2.63626e-4,2.5669195e-4,2.7056004999999995e-4,0.3103317273366466,0.6896682726633534
2025,0,art_deterioration,0.04,2062,2.8777049999999997e-4,2.8221062499999997e-4,2.9333037500000003e-4,0.3256537426820358,0.6743462573179642
2025,0,art_deterioration,0.045,2063,3.13689e-4,3.097693e-4,3.1760869999999995e-4,0.34165327278123714,0.6583467272187629
2025,0,art_deterioration,0.05,2064,3.4142549999999997e-4,3.39429075e-4,3.43421925e-4,0.35835681789103724,0.6416431821089628
2025,0,art_deterioration,0.055,2066,3.71113e-4,3.7088025e-4,3.7134575e-4,0.37579178083779036,0.6242082191622096
2025,0,art_deterioration,0.06,2067,4.02755e-4,3.999734e-4,4.055366e-4,0.393986493239428,0.606013506760572
2025,0,art_deterioration,0.065,2069,4.36439e-4,4.307713e-4,4.421067e-4,0.412970242359259,0.5870297576407411
2025,0,art_deterioration,0.07,2070,4.721825e-4,4.6327957499999996e-4,4.81085425e-4,0.4327732986037046,0.5672267013962954
2025,0,art_deterioration,0.075,2072,5.100235e-4,4.97525775e-4,5.22521225e-4,0.4534269436762364,0.5465730563237636
2025,0,art_deterioration,0.08,2074,5.50026e-4,5.335606e-4,5.664914e-4,0.4749634994000134,0.5250365005999866
2025,0,art_deterioration,0.085,2076,5.922435000000001e-4,5.71426625e-4,6.13060375e-4,0.49741635722183525,0.5025836427781647
2025,0,art_deterioration,0.09,2079,6.366169999999999e-4,6.110676999999999e-4,6.621663e-4,0.5208200084102662,0.4791799915897338
2025,0,art_deterioration,0.095,2081,6.832445e-4,6.525694750000001e-4,7.13919525e-4,0.545210074960902,0.454789925039098
2025,0,art_deterioration,0.1,2084,7.320445e-4,6.95858525e-4,7.68230475e-4,0.5706233412220005,0.42937665877799946
2025,0,art_deterioration,0.105,2087,7.830885000000001e-4,7.409992250000001e-4,8.25177775e-4,0.5970977862538093,0.40290221374619073
2025,0,art_deterioration,0.11,2090,8.363044999999999e-4,7.87930025e-4,8.84678975e-4,0.6246726169351839,0.37532738306481606
2025,0,art_deterioration,0.115,2093,8.916695e-4,8.36634575e-4,9.46704425e-4,0.6533883018311998,0.3466116981688002
2025,0,art_deterioration,0.12,2097,9.49151e-4,8.8708845e-4,0.00101121355,0.6832866058357266,0.31671339416427335
2025,0,art_deterioration,0.125,NA,0.001008735,9.3928525e-4,0.0010781847499999999,0.71441062560305,0.28558937439695
2025,0,art_deterioration,0.13,NA,0.0010703575,9.931771250000002e-4,0.001147537875,0.7468048257828883,0.2531951742171117
2025,0,art_deterioration,0.135,NA,0.001133875,0.00104864575,0.00121910425,0.7805150760732846,0.21948492392671537
2025,0,art_deterioration,0.14,NA,0.0011993099999999999,0.0011057159999999999,0.001292904,0.8155886891060855,0.1844113108939145
2025,5,art_improvement,0,2055,1.60512e-4,1.4847835e-4,1.7254565e-4,0.22,0.78
2025,5,art_improvement,0.005,2055,1.4642300000000002e-4,1.342649e-4,1.585811e-4,0.2092442287024698,0.7907557712975302
2025,5,art_improvement,0.01,2054,1.334635e-4,1.21295425e-4,1.45631575e-4,0.19896405650193696,0.8010359434980631
2025,5,art_improvement,0.015,2053,1.216115e-4,1.09531775e-4,1.33691225e-4,0.18914069729701147,0.8108593027029886
2025,5,art_improvement,0.02,2052,1.1077145e-4,9.88626775e-5,1.226802225e-4,0.17975601751526027,0.8202439824847397
2025,5,art_improvement,0.025,2052,1.008737e-4,8.9204565e-5,1.12542835e-4,0.1707925165884163,0.8292074834115837
2025,5,art_improvement,0.03,2051,9.18506e-5,8.047586999999998e-5,1.0322533e-4,0.16223330791688417,0.8377666920831158
2025,5,art_improvement,0.035,2050,8.363625e-5,7.25988175e-5,9.46736825e-5,0.15406210031368517,0.8459378996863148
2025,5,art_improvement,0.04,2050,7.614730000000001e-5,6.548089e-5,8.681371e-5,0.14626317991813018,0.8537368200818698
2025,5,art_improvement,0.045,2049,6.936145e-5,5.90884825e-5,7.96344175e-5,0.13882139256966078,0.8611786074303392
2025,5,art_improvement,0.05,2048,6.32002e-5,5.3336065e-5,7.306433500000001e-5,0.13172212663244331,0.8682778733675567
2025,5,art_improvement,0.055,2048,5.76091e-5,4.8162395e-5,6.7055805e-5,0.12495129626144652,0.8750487037385535
2025,5,art_improvement,0.06,2047,5.2551400000000006e-5,4.3523834999999994e-5,6.1578965e-5,0.11849532510087786,0.8815046748991221
2025,5,art_improvement,0.065,2046,4.79614e-5,3.9351454999999994e-5,5.657134500000001e-5,0.11234113040599426,0.8876588695940058
2025,5,art_improvement,0.07,2046,4.382305e-5,3.56226975e-5,5.20234025e-5,0.10647610757944442,0.8935238924205555
2025,5,art_improvement,0.075,2045,4.007635e-5,3.22761375e-5,4.78765625e-5,0.10088811511344216,0.8991118848865578
2025,5,art_improvement,0.08,2045,3.668125e-5,2.92697775e-5,4.40927225e-5,0.09556545992919911,0.9044345400708009
2025,5,art_improvement,0.085,2044,3.36254e-5,2.658685e-5,4.066395e-5,0.09049688310519478,0.9095031168948052
2025,5,art_improvement,0.09,2044,3.086e-5,2.4179315e-5,3.754068500000001e-5,0.08567154598598367,0.9143284540140163
2025,5,art_improvement,0.095,2043,2.8352600000000004e-5,2.2014485e-5,3.4690715000000004e-5,0.08107901666338142,0.9189209833366185
2025,5,art_improvement,0.1,2043,2.60955e-5,2.008162e-5,3.210938e-5,0.07670925682200003,0.923290743178
2025,5,art_improvement,0.105,2042,2.405915e-5,1.83515975e-5,2.97667025e-5,0.07255260894123362,0.9274473910587664
2025,5,art_improvement,0.11,2042,2.22074e-5,1.6790879999999997e-5,2.7623920000000003e-5,0.06859978384592562,0.9314002161540744
2025,5,art_improvement,0.115,2042,2.053615e-5,1.53930875e-5,2.56792125e-5,0.06484184859807526,0.9351581514019247
2025,5,art_improvement,0.12,2041,1.903195e-5,1.41444375e-5,2.39194625e-5,0.06127021472206848,0.9387297852779315
2025,5,art_improvement,0.125,2041,1.766465e-5,1.30177725e-5,2.23115275e-5,0.05787662675604224,0.9421233732439578
2025,5,art_improvement,0.13,2040,1.642425e-5,1.20029975e-5,2.08455025e-5,0.05465315112211585,0.9453468488778841
2025,5,art_improvement,0.135,2040,1.530935e-5,1.10972875e-5,1.95214125e-5,0.05159216530834383,0.9484078346916561
2025,5,art_improvement,0.14,2040,1.42877e-5,1.0273e-5,1.83024e-5,0.04868634735536675,0.9513136526446333
2025,5,art_deterioration,0,2055,1.60512e-4,1.4847835e-4,1.7254565e-4,0.22,0.78
2025,5,art_deterioration,0.005,2056,1.758515e-4,1.6407577499999998e-4,1.8762722500000002e-4,0.2312508290489737,0.7687491709510264
2025,5,art_deterioration,0.01,2057,1.925125e-4,1.81146225e-4,2.03878775e-4,0.243016867590465,0.756983132409535
2025,5,art_deterioration,0.015,2058,2.1053849999999998e-4,1.99750775e-4,2.2132622499999998e-4,0.2553189815055328,0.7446810184944672
2025,5,art_deterioration,0.02,2059,2.300815e-4,2.20064225e-4,2.40098775e-4,0.26817877239884663,0.7318212276011533
2025,5,art_deterioration,0.025,2060,2.51151e-4,2.4211364999999997e-4,2.6018835e-4,0.28161859972319847,0.7183814002768015
2025,5,art_deterioration,0.03,2061,2.738385e-4,2.66010975e-4,2.81666025e-4,0.2956616034557069,0.7043383965442931
2025,5,art_deterioration,0.035,2062,2.98265e-4,2.9189999999999994e-4,3.0463e-4,0.3103317273366466,0.6896682726633534
2025,5,art_deterioration,0.04,2063,3.2445499999999997e-4,3.198209e-4,3.290891e-4,0.3256537426820358,0.6743462573179642
2025,5,art_deterioration,0.045,2064,3.5249e-4,3.498756e-4,3.551044e-4,0.34165327278123714,0.6583467272187629
