indicator,pitc_reduction_year,test_reduction,scenario,mean,upper_CI,lower_CI
TotalAIDSdeathsadult,2025,0,baseline,1745765.175,1759064.63825,1732465.71175
TotalAIDSdeathsadult,2025,0,intervention,1245134.655,1250439.05125,1239830.25875
TotalAIDSdeathsadult,2025,0,percent_change,-28.66970167315567,-27.822454673736406,-29.51694867257494
TotalART15,2025,0,absolute_dif,-12345529.5,-10361751.375,-14329307.625
TotalART15,2025,0,baseline,261519693,261942017.4,261097368.6
TotalART15,2025,0,intervention,249174163.5,250735617.22500002,247612709.77499998
TotalART15,2025,0,percent_change,-4.71934459481451,-3.9684079602812092,-5.470281229347809
TotalART15F,2025,0,absolute_dif,-16821510,-15458716,-18184304
TotalART15F,2025,0,baseline,192106420,192554734.5,191658105.5
TotalART15F,2025,0,intervention,175284910,176199389.5,174370430.5
TotalART15F,2025,0,percent_change,-8.754568215097098,-8.065603212636834,-9.443533217557365
TotalART15M,2025,0,absolute_dif,4475980.5,5096964.625,3854996.375
TotalART15M,2025,0,baseline,69413273,69439263.10000001,69387282.89999999
TotalART15M,2025,0,intervention,73889253.5,74536227.725,73242279.275
TotalART15M,2025,0,percent_change,6.447936209413546,7.340140644048457,5.555731774778635
TotalDiagnosedHIV,2025,0,absolute_dif,-76206700.5,-74191762.375,-78221638.625
TotalDiagnosedHIV,2025,0,baseline,327642827.5,327962079.27500004,327323575.72499996
TotalDiagnosedHIV,2025,0,intervention,251436127,253131813.35,249740440.65
TotalDiagnosedHIV,2025,0,percent_change,-23.258438406509203,-22.666121107101837,-23.85075570591657
TotalHIVtests,2025,0,absolute_dif,30928750,33407442.5,28450057.5
TotalHIVtests,2025,0,baseline,1189103300,1303503345,1074703255
TotalHIVtests,2025,0,intervention,1220032050,1336910787.5000002,1103153312.5
TotalHIVtests,2025,0,percent_change,2.605515044566217,2.647733233975457,2.5632968551569775
TotProtSexActs,2025,0,absolute_dif,47137500,54478625.00000001,39796374.99999999
TotProtSexActs,2025,0,baseline,12027640500,12281238725,11774042275
TotProtSexActs,2025,0,intervention,12074778000,12321035100,11828520900
TotProtSexActs,2025,0,percent_change,0.3935295712889851,0.46286244674064975,0.3241966958373204
TotSexActs,2025,0,absolute_dif,81264500,97296225.00000001,65232775
TotSexActs,2025,0,baseline,34495561000,35168158150,33822963850
TotSexActs,2025,0,intervention,34576825500,35233390925,33920260075
TotSexActs,2025,0,percent_change,0.2366833532299176,0.2877729716545864,0.1855937348052488
