indicator,pitc_reduction_year,test_reduction,scenario,mean,upper_CI,lower_CI,future_variability,future_value
AIDS_Mortality,2025,100,absolute_dif,0.13163877109108882,0.14446238729963812,0.11881515488253952,condom_reduction,28
AIDS_Mortality,2025,100,baseline,0.2637574659793118,0.2659839416986802,0.26153099025994336,condom_reduction,28
AIDS_Mortality,2025,100,intervention,0.3953962370704006,0.41044632899831834,0.3803461451424829,condom_reduction,28
AIDS_Mortality,2025,100,percent_change,49.867484145093854,54.308430959133105,45.42653733105461,condom_reduction,28
ARTcoverageDiagF,2025,100,absolute_dif,-0.9944430000000004,-0.9818440999999994,-1.0070419000000013,condom_reduction,28
ARTcoverageDiagF,2025,100,baseline,42.337169,42.3402641,42.3340739,condom_reduction,28
ARTcoverageDiagF,2025,100,intervention,41.342726,41.35842,41.327031999999996,condom_reduction,28
ARTcoverageDiagF,2025,100,percent_change,-2.348867555240571,-2.3189373541926384,-2.3787977562885043,condom_reduction,28
ARTcoverageDiagM,2025,100,absolute_dif,-1.7217884999999988,-1.6627388749999974,-1.7808381250000003,condom_reduction,28
ARTcoverageDiagM,2025,100,baseline,36.955966000000004,37.02331435000001,36.88861764999999,condom_reduction,28
ARTcoverageDiagM,2025,100,intervention,35.2341775,35.242476225000004,35.225878775,condom_reduction,28
ARTcoverageDiagM,2025,100,percent_change,-4.658721675038163,-4.507427962892279,-4.810015387184047,condom_reduction,28
FemalesOver15,2025,100,absolute_dif,-14484400,-14463595,-14505205,condom_reduction,28
FemalesOver15,2025,100,baseline,1476365350,1477374107.5,1475356592.5,condom_reduction,28
FemalesOver15,2025,100,intervention,1461880950,1462910512.5,1460851387.5,condom_reduction,28
FemalesOver15,2025,100,percent_change,-0.9810866425386371,-0.9790070905437257,-0.9831661945335485,condom_reduction,28
MalesOver15,2025,100,absolute_dif,-18460950,-17925577.5,-18996322.5,condom_reduction,28
MalesOver15,2025,100,baseline,1380969700,1381213850,1380725550,condom_reduction,28
MalesOver15,2025,100,intervention,1362508750,1363288272.5,1361729227.5,condom_reduction,28
MalesOver15,2025,100,percent_change,-1.3368182891091847,-1.2978140776588638,-1.3758225005595053,condom_reduction,28
NewAdultHIV,2025,100,absolute_dif,15197825.600000001,15605231.39,14790419.81,condom_reduction,28
NewAdultHIV,2025,100,baseline,3788054.4000000004,3881135.2100000004,3694973.59,condom_reduction,28
NewAdultHIV,2025,100,intervention,18985880,19486366.599999998,18485393.400000002,condom_reduction,28
NewAdultHIV,2025,100,percent_change,401.17956880093936,402.0767205896143,400.2824170122645,condom_reduction,28
Prev15to49,2025,100,absolute_dif,5.2488459999999995,5.360258484999998,5.137433515000001,condom_reduction,28
Prev15to49,2025,100,baseline,3.4189065000000003,3.42189121,3.41592179,condom_reduction,28
Prev15to49,2025,100,intervention,8.667752499999999,8.776180275,8.559324725,condom_reduction,28
Prev15to49,2025,100,percent_change,153.52739840898408,156.9201449673662,150.13465185060195,condom_reduction,28
SWsexActs,2025,100,absolute_dif,-635318000,-601160750,-669475250.0000001,condom_reduction,28
SWsexActs,2025,100,baseline,8487000000,8487682100,8486317900,condom_reduction,28
SWsexActs,2025,100,intervention,7851682000,7885157150,7818206850,condom_reduction,28
SWsexActs,2025,100,percent_change,-7.485742462058392,-7.083878555487561,-7.887606368629221,condom_reduction,28
SWsexActsProt,2025,100,absolute_dif,-5650479250,-5636932107.5,-5664026392.5,condom_reduction,28
SWsexActsProt,2025,100,baseline,6864318750,6891822532.5,6836814967.5,condom_reduction,28
SWsexActsProt,2025,100,intervention,1213839500,1227796140,1199882860,condom_reduction,28
SWsexActsProt,2025,100,percent_change,-82.31726739996438,-82.18479657486422,-82.44973822506454,condom_reduction,28
TestsPerAdult,2025,100,absolute_dif,-17.316042163882212,-15.347229417733802,-19.28485491003062,condom_reduction,28
TestsPerAdult,2025,100,baseline,21.2102681804801,23.257792157754015,19.162744203206184,condom_reduction,28
TestsPerAdult,2025,100,intervention,3.894226016597889,3.972937247723392,3.8155147854723857,condom_reduction,28
TestsPerAdult,2025,100,percent_change,-81.48845192027028,-80.07254736019529,-82.90435648034526,condom_reduction,28
TotalAIDSdeathsadult,2025,100,absolute_dif,2846742.475,3050961.89925,2642523.0507500004,condom_reduction,28
TotalAIDSdeathsadult,2025,100,baseline,1745765.175,1759064.63825,1732465.71175,condom_reduction,28
TotalAIDSdeathsadult,2025,100,intervention,4592507.65,4810026.537500001,4374988.7625,condom_reduction,28
TotalAIDSdeathsadult,2025,100,percent_change,162.97733702862598,173.43374409987194,152.52092995738002,condom_reduction,28
TotalHIVtests,2025,100,absolute_dif,-976468710,-866062588.5,-1086874831.5,condom_reduction,28
TotalHIVtests,2025,100,baseline,1189103300,1303503345,1074703255,condom_reduction,28
TotalHIVtests,2025,100,intervention,212634590,216628513.5,208640666.5,condom_reduction,28
TotalHIVtests,2025,100,percent_change,-81.96895588239744,-80.57012038303358,-83.36779138176131,condom_reduction,28
TotHIV15,2025,100,absolute_dif,246874115,251743629.75,242004600.25,condom_reduction,28
TotHIV15,2025,100,baseline,336235775,336239636.75,336231913.25,condom_reduction,28
TotHIV15,2025,100,intervention,583109890,587975543,578244237,condom_reduction,28
TotHIV15,2025,100,percent_change,73.42293573778281,74.8720231111359,71.97384836442973,condom_reduction,28
TotProtSexActs,2025,100,absolute_dif,-10389653350,-10168469362.5,-10610837337.5,condom_reduction,28
TotProtSexActs,2025,100,baseline,12027640500,12281238725,11774042275,condom_reduction,28
TotProtSexActs,2025,100,intervention,1637987150,1670401387.5,1605572912.5,condom_reduction,28
TotProtSexActs,2025,100,percent_change,-86.38106325281471,-86.36341104285104,-86.39871546277838,condom_reduction,28
TotSexActs,2025,100,absolute_dif,-885254000,-848765450,-921742550,condom_reduction,28
TotSexActs,2025,100,baseline,34495561000,35168158150,33822963850,condom_reduction,28
TotSexActs,2025,100,intervention,33610307000,34246415600,32974198400,condom_reduction,28
TotSexActs,2025,100,percent_change,-2.565079076719429,-2.509315666364285,-2.6208424870745723,condom_reduction,28
VLsuppressed15,2025,100,absolute_dif,-0.14437749999999738,-0.1363466749999958,-0.15240832499999896,condom_reduction,28
VLsuppressed15,2025,100,baseline,47.3358625,47.376458375,47.295266624999996,condom_reduction,28
VLsuppressed15,2025,100,intervention,47.191485,47.2401117,47.1428583,condom_reduction,28
VLsuppressed15,2025,100,percent_change,-0.3050229602855578,-0.2877957433109429,-0.32225017726017274,condom_reduction,28
VLunsuppressed15,2025,100,absolute_dif,0.14437699999999976,0.15240687499999975,0.13634712499999976,condom_reduction,28
VLunsuppressed15,2025,100,baseline,3.6641356500000004,3.7047310025000004,3.6235402975,condom_reduction,28
VLunsuppressed15,2025,100,intervention,3.80851265,3.8571378774999996,3.7598874225000003,condom_reduction,28
VLunsuppressed15,2025,100,percent_change,3.9381197771158574,4.113636788736526,3.762602765495188,condom_reduction,28
