indicator,pitc_reduction_year,test_reduction,scenario,mean,upper_CI,lower_CI,future_variability,future_value
AIDS_Mortality,2025,0,absolute_dif,0.0034757342441370243,0.0037145762455627718,0.0032368922427112768,art_deterioration,0.03
AIDS_Mortality,2025,0,baseline,0.2637574659793118,0.2659839416986802,0.26153099025994336,art_deterioration,0.03
AIDS_Mortality,2025,0,intervention,0.2672332002234488,0.269698517944243,0.26476788250265465,art_deterioration,0.03
AIDS_Mortality,2025,0,percent_change,1.3170336377548295,1.3964697084978108,1.2375975670118482,art_deterioration,0.03
AIDS_Mortality,2025,5,absolute_dif,0.006207597267306408,0.006652555409347835,0.0057626391252649815,art_deterioration,0.03
AIDS_Mortality,2025,5,baseline,0.2637574659793118,0.2659839416986802,0.26153099025994336,art_deterioration,0.03
AIDS_Mortality,2025,5,intervention,0.2699650632466182,0.27263649710802806,0.26729362938520834,art_deterioration,0.03
AIDS_Mortality,2025,5,percent_change,2.3521325687977663,2.5009770688205943,2.203288068774938,art_deterioration,0.03
AIDS_Mortality,2025,10,absolute_dif,0.009120693133669117,0.009795899944784579,0.008445486322553654,art_deterioration,0.03
AIDS_Mortality,2025,10,baseline,0.2637574659793118,0.2659839416986802,0.26153099025994336,art_deterioration,0.03
AIDS_Mortality,2025,10,intervention,0.2728781591129809,0.2757798416434648,0.269976476582497,art_deterioration,0.03
AIDS_Mortality,2025,10,percent_change,3.4558632694432845,3.682686367058903,3.2290401718276653,art_deterioration,0.03
AIDS_Mortality,2025,15,absolute_dif,0.012227803261322084,0.013160294164351171,0.011295312358292998,art_deterioration,0.03
AIDS_Mortality,2025,15,baseline,0.2637574659793118,0.2659839416986802,0.26153099025994336,art_deterioration,0.03
AIDS_Mortality,2025,15,intervention,0.2759852692406339,0.2791442358630314,0.27282630261823637,art_deterioration,0.03
AIDS_Mortality,2025,15,percent_change,4.633061725443939,4.947493358902905,4.318630091984974,art_deterioration,0.03
AIDS_Mortality,2025,20,absolute_dif,0.015519166168899923,0.016737235869812593,0.01430109646798725,art_deterioration,0.03
AIDS_Mortality,2025,20,baseline,0.2637574659793118,0.2659839416986802,0.26153099025994336,art_deterioration,0.03
AIDS_Mortality,2025,20,intervention,0.27927663214821175,0.2827211775684928,0.27583208672793064,art_deterioration,0.03
AIDS_Mortality,2025,20,percent_change,5.880022247741628,6.292201076210702,5.467843419272555,art_deterioration,0.03
AIDS_Mortality,2025,25,absolute_dif,0.01905363791439965,0.020593184864866543,0.01751409096393276,art_deterioration,0.03
AIDS_Mortality,2025,25,baseline,0.2637574659793118,0.2659839416986802,0.26153099025994336,art_deterioration,0.03
AIDS_Mortality,2025,25,intervention,0.28281110389371145,0.2865771265635467,0.27904508122387617,art_deterioration,0.03
AIDS_Mortality,2025,25,percent_change,7.219034093327063,7.741793479146376,6.69627470750775,art_deterioration,0.03
AIDS_Mortality,2025,30,absolute_dif,0.02282382239083905,0.024722964197229087,0.02092468058444901,art_deterioration,0.03
AIDS_Mortality,2025,30,baseline,0.2637574659793118,0.2659839416986802,0.26153099025994336,art_deterioration,0.03
AIDS_Mortality,2025,30,intervention,0.28658128837015084,0.2907069058959093,0.2824556708443924,art_deterioration,0.03
AIDS_Mortality,2025,30,percent_change,8.647285038829708,9.294323445223018,8.000246632436397,art_deterioration,0.03
AIDS_Mortality,2025,35,absolute_dif,0.026843816788886643,0.029145369050259627,0.02454226452751366,art_deterioration,0.03
AIDS_Mortality,2025,35,baseline,0.2637574659793118,0.2659839416986802,0.26153099025994336,art_deterioration,0.03
AIDS_Mortality,2025,35,intervention,0.2906012827681984,0.29512931074893983,0.28607325478745704,art_deterioration,0.03
AIDS_Mortality,2025,35,percent_change,10.170103600137452,10.956855689363271,9.383351510911634,art_deterioration,0.03
AIDS_Mortality,2025,40,absolute_dif,0.0311294446270258,0.03388127054051781,0.028377618713533784,art_deterioration,0.03
AIDS_Mortality,2025,40,baseline,0.2637574659793118,0.2659839416986802,0.26153099025994336,art_deterioration,0.03
AIDS_Mortality,2025,40,intervention,0.2948869106063376,0.29986521223919804,0.28990860897347714,art_deterioration,0.03
