year,indicator,mean,upper_CI,lower_CI
2015,NewHIV25to49M,71159.4455,74822.62,65221.8
2015,NewHIV50,23788.5734,26762.81,20853.2
2015,NewHIV50F,14354.2788,16244.605000000001,12567.9
2015,NewHIV50M,9434.2963,10374.725,8282.82
2015,NewHIVclients,16918.1461,18134.579999999998,15507.3
2015,NewHIVinFSW,3048.35956,3734.95,2480.157
2015,NewHIVinMSM,9159.06948,9866.646,8256.4475
2015,NewHIVU15,17509.3411,18591.7725,16375.1425
2016,HIVinc0to14,9.89787637e-4,0.00105558125,9.180326249999999e-4
2016,HIVinc15to24,0.01151653219,0.0123723,0.0104062575
2016,HIVinc15to24F,0.0179679539,0.0191693,0.0162597
2016,HIVinc15to24M,0.00560804786,0.00619728,0.0049684557500000006
2016,HIVinc15to49,0.01010443224,0.0106685125,0.00914430225
2016,HIVinc15to49F,0.0135852196,0.0143757,0.012330955
2016,HIVinc15to49M,0.00704721477,0.0074818377499999995,0.00632712
2016,HIVinc25to49,0.00928637536,0.00989453,0.00838397
2016,HIVinc25to49F,0.01095511807,0.01174586,0.00992704
2016,HIVinc25to49M,0.00785614406,0.008325089999999999,0.00706093
2016,HIVinc50,0.00285531926,0.0032138724999999997,0.00246829575
2016,HIVinc50F,0.00304841817,0.00347808575,0.00263241
2016,HIVinc50M,0.00259641491,0.002868854,0.00224774
2016,HIVincClients,0.00544117895,0.005903925499999999,0.0048422330000000005
2016,HIVincFSW,0.0690363315,0.090499365,0.0526586625
2016,HIVincMSM,0.0323510408,0.036497345,0.027712882500000004
2016,NewHIV15to24,103059.4693,110269,93410.1
2016,NewHIV15to24F,76865.1544,81517.82499999998,69974.7
2016,NewHIV15to24M,26194.2982,28865.68,23284.8
2016,NewHIV15to49,246405.881,259719.80000000002,224252.82499999998
2016,NewHIV15to49F,154918.866,163573.32499999998,141267
2016,NewHIV15to49M,91487.0336,96656.125,82539.6
2016,NewHIV25to49,143346.427,152156.3,130395.84999999999
2016,NewHIV25to49F,78053.7084,83330.97499999999,71284.3
2016,NewHIV25to49M,65292.7376,69025.7,59212.412500000006
2016,NewHIV50,23853.7819,26729.229999999996,20856.4
2016,NewHIV50F,14589.9767,16514.725,12752.4
2016,NewHIV50M,9263.80739,10197.3,8100.55
2016,NewHIVclients,15767.3126,16945.58,14322.2975
2016,NewHIVinFSW,2923.29752,3593.74,2366.59
2016,NewHIVinMSM,8603.39179,9310.86925,7682.3
2016,NewHIVU15,15251.0405,16267.5,14156.5825
2017,HIVinc0to14,8.68686845e-4,9.3104135e-4,7.9736725e-4
2017,HIVinc15to24,0.01015968033,0.0110173,0.009011659500000001
2017,HIVinc15to24F,0.0160440532,0.017291294999999998,0.014275142499999999
2017,HIVinc15to24M,0.00475598103,0.005293445250000001,0.00414708
2017,HIVinc15to49,0.00895479625,0.009522045750000001,0.00796532625
2017,HIVinc15to49F,0.01226484467,0.0130517375,0.0109641225
2017,HIVinc15to49M,0.00606437383,0.00649094075,0.00531278
2017,HIVinc25to49,0.00827617817,0.0088767,0.00733452
2017,HIVinc25to49F,0.01004492564,0.0108121525,0.00897891
2017,HIVinc25to49M,0.00677516881,0.00725046,0.00595513025
2017,HIVinc50,0.00274042903,0.00309822,0.00234701
2017,HIVinc50F,0.00298462799,0.00341023,0.00256136
2017,HIVinc50M,0.00241447388,0.0026738085,0.00205846
2017,HIVincClients,0.00479517299,0.005250352,0.00416466
2017,HIVincFSW,0.0614672858,0.080666425,0.046571917500000004
2017,HIVincMSM,0.0285568653,0.032452930000000005,0.0241893375
2017,NewHIV15to24,89992.3323,97148.06749999999,80075.1175
2017,NewHIV15to24F,68032.1807,72815.9525,60873.3725
2017,NewHIV15to24M,21960.153299999998,24382.485,19171.7
2017,NewHIV15to49,220056.76,233325.425,196803.42500000002
2017,NewHIV15to49F,140504.952,149207.875,126206
2017,NewHIV15to49M,79551.7957,84726.12,70313.67749999999
2017,NewHIV25to49,130064.422,138978.75,116226
2017,NewHIV25to49F,72472.7694,77625.11249999999,65349.469999999994
2017,NewHIV25to49M,57591.6409,61390.6,51046.5425
2017,NewHIV50,23284.5989,26195.067499999994,20177.2
2017,NewHIV50F,14499.9119,16468.48,12609.6
2017,NewHIV50M,8784.68615,9700.6955,7569.91
2017,NewHIVclients,14142.6493,15329.8375,12659.577500000001
2017,NewHIVinFSW,2756.90086,3415.53,2212.18
2017,NewHIVinMSM,7739.00965,8425.99,6820.70025
2017,NewHIVU15,13564.8579,14530.88,12446.894999999999
2018,HIVinc0to14,7.85200494e-4,8.474858e-4,7.08269e-4
2018,HIVinc15to24,0.00914083334,0.0100134125,0.007932493
2018,HIVinc15to24F,0.0146008491,0.0158927,0.01272597
2018,HIVinc15to24M,0.00411070798,0.004605298250000001,0.00349361
2018,HIVinc15to49,0.00813961614,0.00873578525,0.00708221
2018,HIVinc15to49F,0.01133193699,0.01214044,0.0099450305
2018,HIVinc15to49M,0.0053659052799999996,0.005813853,0.0045735745
2018,HIVinc25to49,0.00759055598,0.00821211,0.00658453575
2018,HIVinc25to49F,0.00945017863,0.01023442,0.00830684
2018,HIVinc25to49M,0.00602618213,0.00652349,0.005130552500000001
2018,HIVinc50,0.0027218547,0.00309307,0.00229897
2018,HIVinc50F,0.00301200369,0.00344968025,0.0025637537500000003
2018,HIVinc50M,0.00233664589,0.002603002,0.00194445
2018,HIVincClients,0.00436822168,0.00482313,0.00366105
2018,HIVincFSW,0.0555123391,0.07326248750000001,0.041511769999999996
2018,HIVincMSM,0.0248752835,0.02846624,0.0206241475
2018,NewHIV15to24,80299.5271,87540.46250000001,69896.8525
2018,NewHIV15to24F,61504.3065,66538.3,53914.024999999994
2018,NewHIV15to24M,18795.2214,21003.8175,15982.8
2018,NewHIV15to49,201797.302,215905.44999999998,176787
2018,NewHIV15to49F,130617.956,139638.15,115286
2018,NewHIV15to49M,71179.3617,76710.50249999999,61016.3
2018,NewHIV25to49,121497.783,130791.25,106268.25
2018,NewHIV25to49F,69113.6429,74468.1425,61332.8
2018,NewHIV25to49M,52384.1417,56474.11,44971.337499999994
2018,NewHIV50,23491.9031,26551.9,20098
2018,NewHIV50F,14829.2843,16895.365,12800.6
2018,NewHIV50M,8662.62078,9618.922999999999,7289.54
2018,NewHIVclients,13139.1179,14400.32,11384.3
2018,NewHIVinFSW,2653.09119,3311.58,2105.185
2018,NewHIVinMSM,6879.52136,7555.90925,5949.89
2018,NewHIVU15,12427.1455,13415,11197.0625
2019,HIVinc0to14,7.23464125e-4,7.88508e-4,6.371509500000001e-4
2019,HIVinc15to24,0.00821815579,0.009097977,0.00693410625
2019,HIVinc15to24F,0.01325957584,0.0146146,0.01126142
2019,HIVinc15to24M,0.00355851467,0.00404247675,0.00291215
2019,HIVinc15to49,0.00735640154,0.007995628,0.00621354
2019,HIVinc15to49F,0.01041509748,0.0112660375,0.00890393
2019,HIVinc15to49M,0.00471062929,0.005180274,0.00383658
2019,HIVinc25to49,0.00689366389,0.007540170749999999,0.0057955725
2019,HIVinc25to49F,0.00880204079,0.00960144,0.00756863
2019,HIVinc25to49M,0.00530098005,0.00582362,0.004300680499999999
2019,HIVinc50,0.00266505792,0.0030427229999999998,0.00220381
2019,HIVinc50F,0.0030040735700000002,0.0034600142500000003,0.00252951
2019,HIVinc50M,0.00221771858,0.00249154625,0.001784042
2019,HIVincClients,0.00392057456,0.004389193,0.0031190939999999998
2019,HIVincFSW,0.0492839403,0.06527607499999999,0.036191205
2019,HIVincMSM,0.0214697432,0.0247965125,0.017353434999999997
2019,NewHIV15to24,72032.946,79431.5475,60968.380000000005
2019,NewHIV15to24F,55824.1035,61063.3125,47697.612499999996
2019,NewHIV15to24M,16208.8394,18383.1675,13270.6
2019,NewHIV15to49,184470.153,199689.125,157263.72499999998
2019,NewHIV15to49F,121135.4476,130605.97499999999,104520
2019,NewHIV15to49M,63334.6925,69316.2025,51903
2019,NewHIV25to49,112437.2085,122281,95465.59999999999
2019,NewHIV25to49F,65311.3511,70866.20749999999,56786.9
2019,NewHIV25to49M,47125.8545,51589.575,38580.45
2019,NewHIV50,23348.3888,26501.915,19569.9
2019,NewHIV50F,14973.3515,17133.142499999998,12781.6
2019,NewHIV50M,8375.03809,9376.730499999998,6807.48
2019,NewHIVclients,12049.90101,13406.36,9913.195000000002
2019,NewHIVinFSW,2520.4841,3168.94,1969.1447500000002
2019,NewHIVinMSM,6076.30946,6772.02325,5113.034750000001
2019,NewHIVU15,11584.71815,12624.3,10186.7
2020,HIVinc0to14,6.82309761e-4,7.50789e-4,5.84075e-4
2020,HIVinc15to24,0.00757647631,0.0084599745,0.00622613
2020,HIVinc15to24F,0.01224859984,0.013606045,0.010159845
2020,HIVinc15to24M,0.00324095835,0.0037307177499999998,0.00255853
2020,HIVinc15to49,0.00689828418,0.00758154,0.00568320825
2020,HIVinc15to49F,0.00982725618,0.01073373,0.0082215
2020,HIVinc15to49M,0.00437341743,0.0048698,0.00339458
2020,HIVinc25to49,0.00653870571,0.00720871,0.00533400975
2020,HIVinc25to49F,0.00846337232,0.009284762249999998,0.00712884
2020,HIVinc25to49M,0.00494353518,0.005503992499999999,0.00380848575
2020,HIVinc50,0.00270945577,0.0031047529999999996,0.0021988944999999996
2020,HIVinc50F,0.00309268946,0.0035690112500000003,0.00258173
2020,HIVinc50M,0.00220798386,0.0025042709999999998,0.00170208475
2020,HIVincClients,0.00373615732,0.004232883,0.0028311232500000004
2020,HIVincFSW,0.0458932577,0.060892234999999996,0.033127455
2020,HIVincMSM,0.019904568,0.0231783525,0.015657932500000003
2020,NewHIV15to24,66767.3057,74320.8375,55041.6
2020,NewHIV15to24F,51953.4566,57297.9,43363.9
2020,NewHIV15to24M,14813.84704,17028.4175,11697.8
2020,NewHIV15to49,175350.185,191844.125,145634.65
2020,NewHIV15to49F,115649.6068,125662.3,97738.2
2020,NewHIV15to49M,59700.5878,66196.93,46651.2
2020,NewHIV25to49,108582.8627,119005,89544.26999999999
2020,NewHIV25to49F,63696.1551,69521.63249999999,54322.6
2020,NewHIV25to49M,44886.7414,49819.657499999994,34934.814999999995
2020,NewHIV50,23998.7528,27335.9675,19707.6
2020,NewHIV50F,15528.4737,17776.5325,13155.1
2020,NewHIV50M,8470.28041,9568.50725,6609.152250000001
2020,NewHIVclients,11715.93733,13183.512499999999,9184.075
2020,NewHIVinFSW,2515.48166,3177.07,1936.807
2020,NewHIVinMSM,5772.02664,6526.657,4736.262750000001
2020,NewHIVU15,11011.74407,12117.5,9413.1
2021,HIVinc0to14,6.39725626e-4,7.061426749999999e-4,5.433669250000001e-4
2021,HIVinc15to24,0.00707518039,0.00792197,0.0057905
2021,HIVinc15to24F,0.01142824928,0.012705662499999998,0.00943775
2021,HIVinc15to24M,0.00301567804,0.003485342,0.00236812
2021,HIVinc15to49,0.00640212677,0.0070314392499999994,0.00527571375
2021,HIVinc15to49F,0.00917773492,0.010035325,0.00768722
2021,HIVinc15to49M,0.00401432885,0.00446617,0.00312792
2021,HIVinc25to49,0.00604845716,0.00666461125,0.00494134675
2021,HIVinc25to49F,0.00791461088,0.00868284875,0.00664691
2021,HIVinc25to49M,0.00451008997,0.0050104615,0.00349775075
2021,HIVinc50,0.00268714524,0.0030685845000000002,0.00220387
2021,HIVinc50F,0.00312316061,0.00359255,0.00262942275
2021,HIVinc50M,0.002124274018,0.0023954485000000003,0.0016703529999999999
2021,HIVincClients,0.00346877586,0.00392679275,0.00265184825
2021,HIVincFSW,0.0415404534,0.055007549999999995,0.0298671775
2021,HIVincMSM,0.018797859,0.022118169999999996,0.01456864
2021,NewHIV15to24,62605.0603,69831.2,51403.3
2021,NewHIV15to24F,48797.4139,53899.3,40558.3
2021,NewHIV15to24M,13807.64636,15934.7425,10845
2021,NewHIV15to49,164386.991,179645.45,136661.125
2021,NewHIV15to49F,108981.4553,118432.225,91994.8375
2021,NewHIV15to49M,55405.502,61378.9,43488.6
2021,NewHIV25to49,101781.9061,111531.15000000001,84149.92
2021,NewHIV25to49F,60184.0495,65622.27500000001,51248.3
2021,NewHIV25to49M,41597.8579,45981.7075,32609.460000000003
2021,NewHIV50,23467.1214,26636.02,19536.8
2021,NewHIV50F,15370.883,17540.4525,13146.8
2021,NewHIV50M,8096.23757,9110.08275,6447.23825
2021,NewHIVclients,10971.82116,12297.6275,8645.78775
2021,NewHIVinFSW,2424.59364,3055.21125,1863.86275
2021,NewHIVinMSM,5559.78874,6351.395,4494.87975
2021,NewHIVU15,10383.23828,11458.675,8807.72
2022,HIVinc0to14,6.01581857e-4,6.62731e-4,5.18915e-4
2022,HIVinc15to24,0.00665177129,0.00741259875,0.0055706815
2022,HIVinc15to24F,0.01075894685,0.0119085125,0.009051985749999998
2022,HIVinc15to24M,0.00280234299,0.0032191327499999996,0.00226792175
2022,HIVinc15to49,0.00593904778,0.0064750910000000005,0.0050061215
2022,HIVinc15to49F,0.00857879478,0.00931837625,0.0073266
2022,HIVinc15to49M,0.00366923436,0.00404779,0.0029913344999999997
2022,HIVinc25to49,0.0055661849,0.0060872,0.0046801279999999995
2022,HIVinc25to49F,0.00735545137,0.008027357999999998,0.00629605
2022,HIVinc25to49M,0.00409591431,0.004495680500000001,0.0033377277499999996
2022,HIVinc50,0.00264715824,0.0029990707500000004,0.00224639
2022,HIVinc50F,0.00311655002,0.0035660892500000005,0.002678
2022,HIVinc50M,0.002046911551,0.0022871345,0.00169371
2022,HIVincClients,0.00318177751,0.00356768375,0.0025514
2022,HIVincFSW,0.0370776519,0.04918928,0.02692044
2022,HIVincMSM,0.0175957881,0.020885634999999996,0.013581534999999999
2022,NewHIV15to24,59485.9282,65994.98999999999,49976
2022,NewHIV15to24F,46549.6212,51194.725,39476.895000000004
2022,NewHIV15to24M,12936.30502,14815.835,10464.127499999999
2022,NewHIV15to49,154593.7966,168074.725,131443.7
2022,NewHIV15to49F,103243.7688,111371.27500000001,88955.2
2022,NewHIV15to49M,51350.0191,56217.2775,42192.2
2022,NewHIV25to49,95107.873,103453.67499999999,80852.3
2022,NewHIV25to49F,56694.1537,61509.37,49089.7
2022,NewHIV25to49M,38413.7151,41975.424999999996,31663.1725
2022,NewHIV50,23008.1584,25888.54,19832.1
2022,NewHIV50F,15202.6484,17218.965,13294.952500000001
2022,NewHIV50M,7805.51357,8695.084250000002,6543.9
2022,NewHIVclients,10225.05409,11313.6725,8535.39
2022,NewHIVinFSW,2318.96951,2906.93125,1801.0392499999998
2022,NewHIVinMSM,5326.81298,6118.4195,4295.963
2022,NewHIVU15,9784.80676,10766.1325,8431.45
2023,HIVinc0to14,5.6283095e-4,6.15771375e-4,4.953187500000001e-4
2023,HIVinc15to24,0.0062343406799999996,0.00690545,0.0053957205
2023,HIVinc15to24F,0.01009230448,0.011123945,0.00875294575
2023,HIVinc15to24M,0.00260386092,0.0029735789999999996,0.0021609
2023,HIVinc15to49,0.00549152778,0.005938448,0.004794072999999999
2023,HIVinc15to49F,0.00798535618,0.00862780175,0.00699872325
2023,HIVinc15to49M,0.00334722203,0.0036465845,0.00288924
2023,HIVinc25to49,0.00510070179,0.00552121475,0.00445340425
2023,HIVinc25to49F,0.0067924083,0.00738227625,0.0059355795000000005
2023,HIVinc25to49M,0.00371397784,0.004032,0.00321423
2023,HIVinc50,0.00258140903,0.0028996544999999995,0.0022447115
2023,HIVinc50F,0.00307378166,0.0034848585,0.00267047225
2023,HIVinc50M,0.00195834246,0.0021649497500000003,0.0017132115
2023,HIVincClients,0.00289577113,0.0031936524999999997,0.0025136
2023,HIVincFSW,0.0329303581,0.0434472125,0.024291355
2023,HIVincMSM,0.01634761561,0.0195834375,0.01275263
2023,NewHIV15to24,56854.7641,62755.8,49409.0475
2023,NewHIV15to24F,44621.0767,48794.015,38955.2525
2023,NewHIV15to24M,12233.69049,13959.935,10157.8
2023,NewHIV15to49,145244.369,156393,127970
2023,NewHIV15to49F,97647.2484,104831.22499999999,86414.6
2023,NewHIV15to49M,47597.1395,51573.877499999995,41422.3
2023,NewHIV25to49,88389.6139,95121.23749999999,78039.6
2023,NewHIV25to49F,53026.1677,57198.1725,47056
2023,NewHIV25to49M,35363.4492,38159.737499999996,30983.6
2023,NewHIV50,22484.5228,25080.010000000002,19786.842500000002
2023,NewHIV50F,14957.0415,16802.782499999998,13079.8075
2023,NewHIV50M,7527.48281,8273.42025,6627.246
2023,NewHIVclients,9500.70074,10351.692500000001,8492.0725
2023,NewHIVinFSW,2203.2779,2765.37475,1736.9
2023,NewHIVinMSM,5081.30409,5882.686750000001,4138.034000000001
2023,NewHIVU15,9156.4374,10021.705,8065.71875
2024,HIVinc0to14,5.30649659e-4,5.80442e-4,4.73919e-4
2024,HIVinc15to24,0.00596208537,0.00659399475,0.00523887
2024,HIVinc15to24F,0.00966285505,0.010662147499999998,0.00849126
2024,HIVinc15to24M,0.00246806268,0.0028176295,0.00207829
2024,HIVinc15to49,0.00520404298,0.00561393925,0.004601470999999999
2024,HIVinc15to49F,0.00760699423,0.00820463,0.0067322585
2024,HIVinc15to49M,0.00313655196,0.0034125702499999996,0.0027552
2024,HIVinc25to49,0.00480151993,0.00518517,0.0042202415
2024,HIVinc25to49F,0.00642944338,0.00697737725,0.00564979
2024,HIVinc25to49M,0.0034686857,0.00375205325,0.00304266
2024,HIVinc50,0.0025829589,0.0028954575,0.002249272
2024,HIVinc50F,0.00310016815,0.0035126562499999997,0.0026981055000000003
2024,HIVinc50M,0.00193607895,0.00213811325,0.001695945
2024,HIVincClients,0.00270423375,0.0029834594999999997,0.0023685645000000003
2024,HIVincFSW,0.0299693845,0.0394895875,0.02215799
2024,HIVincMSM,0.01541646067,0.0186757125,0.01204205
2024,NewHIV15to24,55606.6432,61367.8425,49017.8
2024,NewHIV15to24F,43766.5386,47966.1625,38705.7
2024,NewHIV15to24M,11840.10051,13509.635,9971.85
2024,NewHIV15to49,139927.403,150094.69999999998,124972.925
2024,NewHIV15to49F,94598.5111,101184.47499999999,84651.84499999999
2024,NewHIV15to49M,45328.8793,49076.15,40127.4
2024,NewHIV25to49,84320.7475,90422.4675,75189.5
2024,NewHIV25to49F,50831.969900000004,54701.535,45445.3
2024,NewHIV25to49M,33488.7805,35955.1925,29744.2
2024,NewHIV50,22674.8028,25237.5,19978.4675
2024,NewHIV50F,15125.41,16954.030000000002,13252.575
2024,NewHIV50M,7549.39191,8283.521249999998,6675.82775
2024,NewHIVclients,9084.78864,9912.751749999998,8170.676
2024,NewHIVinFSW,2142.00375,2698.40125,1690.54
2024,NewHIVinMSM,4928.60779,5785.276250000001,4012.255
2024,NewHIVU15,8629.38348,9439.29,7702.81
2025,HIVinc0to14,5.0226961e-4,5.49529275e-4,4.51818e-4
2025,HIVinc15to24,0.00573064035,0.00634452075,0.00507274775
2025,HIVinc15to24F,0.0092921179,0.0102742,0.0082605
2025,HIVinc15to24M,0.00235986675,0.00268888475,0.00200057
2025,HIVinc15to49,0.00495350466,0.0053357525,0.00440269
2025,HIVinc15to49F,0.00727337078,0.0078490515,0.00646177
2025,HIVinc15to49M,0.00295529966,0.0032044702499999995,0.0026170027500000003
2025,HIVinc25to49,0.00453794917,0.0048911795,0.00400435
2025,HIVinc25to49F,0.0061075196,0.0066202155,0.00537889
2025,HIVinc25to49M,0.00325283917,0.00351023,0.00287248
2025,HIVinc50,0.00257100119,0.0028792024999999997,0.00224116875
2025,HIVinc50F,0.00310915881,0.0035119687499999995,0.00269661175
2025,HIVinc50M,0.00190652673,0.0021045557499999997,0.0016736375
2025,HIVincClients,0.00252339374,0.0027891052500000004,0.002211024
2025,HIVincFSW,0.027370524,0.036131435,0.020214575000000002
2025,HIVincMSM,0.01459054093,0.01794864,0.0112869
2025,NewHIV15to24,54569.5262,60308.965,48417.44
2025,NewHIV15to24F,43024.6987,47208.6925,38463
2025,NewHIV15to24M,11544.83161,13169.130000000001,9785.67
2025,NewHIV15to49,135372.136,144949,121571
2025,NewHIV15to49F,91985.3518,98408.8525,82795.4
2025,NewHIV15to49M,43386.7998,46833.695,38665.9
2025,NewHIV25to49,80802.6233,86544.79000000001,72377.8
2025,NewHIV25to49F,48960.6518,52633.842500000006,43906.7
2025,NewHIV25to49M,31841.9723,34146.155,28471.2
2025,NewHIV50,22857.5821,25405.1,20153.9825
2025,NewHIV50F,15274.7784,17087.412500000002,13380.7
2025,NewHIV50M,7582.8077,8353.006749999999,6726.09775
2025,NewHIVclients,8700.80071,9514.77975,7836.496250000001
2025,NewHIVinFSW,2083.64497,2633.3075000000003,1641.2485
2025,NewHIVinMSM,4802.77631,5714.23,3878.6549999999997
2025,NewHIVU15,8169.10141,8934.72,7344.96
2026,HIVinc0to14,4.76932295e-4,5.22567e-4,4.2809200000000003e-4
2026,HIVinc15to24,0.00549263689,0.00607985425,0.00483876925
2026,HIVinc15to24F,0.00891219222,0.009873380749999999,0.007934845
2026,HIVinc15to24M,0.00225043858,0.00257119,0.00191238
2026,HIVinc15to49,0.00472079308,0.00508400625,0.00421533
2026,HIVinc15to49F,0.00695613547,0.0075079925,0.00620715
2026,HIVinc15to49M,0.00279226077,0.00303855825,0.00247516
2026,HIVinc25to49,0.00430431701,0.00464576,0.00380576
2026,HIVinc25to49F,0.00581586488,0.006303154,0.00512668
2026,HIVinc25to49M,0.00306535233,0.00331622375,0.00271603
2026,HIVinc50,0.00254539952,0.0028479297500000004,0.002217977
2026,HIVinc50F,0.0030998260499999998,0.003495022,0.0026831410000000004
2026,HIVinc50M,0.00187028091,0.0020663632499999997,0.0016449522500000002
2026,HIVincClients,0.00235264972,0.0026038985,0.0020600939999999997
2026,HIVincFSW,0.0251852893,0.0332580425,0.0185668675
2026,HIVincMSM,0.01393169069,0.0173328,0.0106619
2026,NewHIV15to24,53494.2262,59093.5075,47312.344999999994
2026,NewHIV15to24F,42243.739,46525.5825,37794.39000000001
2026,NewHIV15to24M,11250.48304,12840.5,9556.7
2026,NewHIV15to49,131180.215,140588.275,118358
2026,NewHIV15to49F,89529.5559,96036.4375,80954.9
2026,NewHIV15to49M,41650.678,45135.8325,37219.77250000001
2026,NewHIV25to49,77686.0077,83199.205,69741.5
2026,NewHIV25to49F,47285.8136,50765.127499999995,42473.3
2026,NewHIV25to49M,30400.1968,32634.405,27272.3925
2026,NewHIV50,23017.7837,25537.3075,20257.785
2026,NewHIV50F,15393.5408,17203.8375,13479.1175
2026,NewHIV50M,7624.24557,8400.017249999999,6764.6595
2026,NewHIVclients,8341.1486,9129.329,7503.134249999999
2026,NewHIVinFSW,2036.22957,2580.844,1599.46
2026,NewHIVinMSM,4724.77308,5645.59625,3784.95
2026,NewHIVU15,7754.47333,8497.67,6957.589500000001
2027,HIVinc0to14,4.53838045e-4,4.989893749999999e-4,4.0586964999999995e-4
2027,HIVinc15to24,0.00522955246,0.0058259,0.00459909525
2027,HIVinc15to24F,0.00848869122,0.00942985325,0.007540262250000001
2027,HIVinc15to24M,0.00213470499,0.0024424355,0.00181324
2027,HIVinc15to49,0.00449625144,0.00485277375,0.00402422275
2027,HIVinc15to49F,0.0066393141900000004,0.0071818395,0.00594115
2027,HIVinc15to49M,0.00264301915,0.002884633,0.0023427847499999997
2027,HIVinc25to49,0.00409686346,0.0044206305,0.00362557
2027,HIVinc25to49F,0.0055516369,0.0060164615,0.00489543
2027,HIVinc25to49M,0.00290168464,0.00314813,0.00257478
2027,HIVinc50,0.00251821156,0.0028143315,0.0021913182499999997
2027,HIVinc50F,0.003087828,0.0034780095,0.0026647385
2027,HIVinc50M,0.00183478792,0.00202648375,0.00161540725
2027,HIVincClients,0.00219105964,0.0024304212499999998,0.0019145425
2027,HIVincFSW,0.0232634632,0.030739825,0.0171173625
2027,HIVincMSM,0.01341120735,0.0167334,0.010172
2027,NewHIV15to24,52110.6866,57750.2575,46094.695
2027,NewHIV15to24F,41199.9633,45551.9,36780.095
2027,NewHIV15to24M,10910.72326,12466.82,9262.39
2027,NewHIV15to49,127064.5951,136467.475,114679.3
2027,NewHIV15to49F,87013.1443,93603.68000000001,78821.7825
2027,NewHIV15to49M,40051.4328,43510.5,35790.7725
2027,NewHIV25to49,74953.8905,80414.89749999999,67368.5
2027,NewHIV25to49F,45813.179,49236.10999999999,41190.3
2027,NewHIV25to49M,29140.7128,31339.9,26168.4
2027,NewHIV50,23143.409200000002,25649.09,20349.375
2027,NewHIV50F,15479.9745,17286.75,13555.234999999999
2027,NewHIV50M,7663.435,8422.3785,6802.82125
2027,NewHIVclients,8000.5683,8775.989499999998,7178.58575
2027,NewHIVinFSW,1991.03328,2526.2,1559.23
2027,NewHIVinMSM,4684.91408,5650.40725,3714.41
2027,NewHIVU15,7369.80428,8101.77,6588.2565
2028,HIVinc0to14,4.31510222e-4,4.760353249999999e-4,3.84606475e-4
2028,HIVinc15to24,0.00493476588,0.005510781250000001,0.0043393137500000005
2028,HIVinc15to24F,0.00801445739,0.008923073249999998,0.007100309
2028,HIVinc15to24M,0.00200707746,0.00230597175,0.00170319925
2028,HIVinc15to49,0.00427354676,0.00462835,0.00381945475
2028,HIVinc15to49F,0.00631667411,0.00684462625,0.005660829250000001
2028,HIVinc15to49M,0.00250149518,0.00273461275,0.0022205707500000003
2028,HIVinc25to49,0.00390984245,0.00422768,0.00346086
2028,HIVinc25to49F,0.00530959432,0.00575650275,0.00468218
2028,HIVinc25to49M,0.00275583762,0.002998464,0.00244443525
2028,HIVinc50,0.00248943449,0.0027757395000000003,0.00216642275
2028,HIVinc50F,0.00307362007,0.003456089,0.0026525732499999995
2028,HIVinc50M,0.00179944738,0.001987696,0.0015819972500000002
2028,HIVincClients,0.00203877723,0.0022700375,0.0017761809999999997
2028,HIVincFSW,0.0215194025,0.028443794999999997,0.015802465
2028,HIVincMSM,0.0129331965,0.0162302325,0.009748821500000001
2028,NewHIV15to24,50324.508,55991.0175,44505.945
2028,NewHIV15to24F,39831.5978,44177.259999999995,35493.560000000005
2028,NewHIV15to24M,10492.9116,12031.669999999998,8913.282500000001
2028,NewHIV15to49,122815.1755,132025.32499999998,110832.95
2028,NewHIV15to49F,84319.6259,90908.39250000002,76202.9
2028,NewHIV15to49M,38495.5434,41871.025,34405.5625
2028,NewHIV25to49,72490.6592,77883.99250000001,65184.1
2028,NewHIV25to49F,44488.0288,47814.4275,40022.9
2028,NewHIV25to49M,28002.6331,30166.8625,25141.6
2028,NewHIV50,23243.2237,25735.0775,20437.197500000002
2028,NewHIV50F,15542.2533,17359.1,13610.6
2028,NewHIV50M,7700.9709,8446.088999999998,6835.60175
2028,NewHIVclients,7670.63446,8438.296750000001,6859.97725
2028,NewHIVinFSW,1942.9279999999999,2467.72925,1516.55875
2028,NewHIVinMSM,4650.7599,5666.46525,3656.77425
2028,NewHIVU15,6993.73956,7713.224249999999,6227.374
2029,HIVinc0to14,4.09435979e-4,4.53088575e-4,3.636439e-4
2029,HIVinc15to24,0.00462391611,0.005189159,0.004061312
2029,HIVinc15to24F,0.00751297153,0.00842509,0.00663450725
2029,HIVinc15to24M,0.00187439141,0.002165422,0.00158019
2029,HIVinc15to49,0.00405405421,0.004404643,0.00361471625
2029,HIVinc15to49F,0.00599322062,0.006515132,0.0053723517500000005
2029,HIVinc15to49M,0.00236625435,0.0025986902499999997,0.00209008
2029,HIVinc25to49,0.00373846175,0.004054451,0.0033113662500000004
2029,HIVinc25to49F,0.00508731733,0.00552509025,0.00448545
2029,HIVinc25to49M,0.00262137874,0.002856377,0.00232238
2029,HIVinc50,0.0024593288,0.0027364639999999997,0.00213920975
2029,HIVinc50F,0.00305801802,0.00343983775,0.0026387745
2029,HIVinc50M,0.00176386538,0.001944836,0.00155183925
2029,HIVincClients,0.00189622403,0.002118612,0.0016462095
2029,HIVincFSW,0.0199329942,0.026357442499999998,0.0146045575
2029,HIVincMSM,0.01247628967,0.015788037499999998,0.00932034
