year,scenario,indicator,pitc_reduction_year,test_reduction,mean,upper_CI,lower_CI,future_variability,future_value
1985,baseline,AIDS_Mortality,2025,100,7.982535020273616e-4,8.501648780791864e-4,7.463421259755369e-4,condom_reduction,28
1985,baseline,AIDSdeathsAdultF,2025,100,1.367995,1.3805397499999998,1.35545025,condom_reduction,28
1985,baseline,AIDSdeathsAdultM,2025,100,1.324185,1.33599825,1.3123717499999998,condom_reduction,28
1985,baseline,ARTcoverageAdult,2025,100,0,0,0,condom_reduction,28
1985,baseline,ARTcoverageDiagF,2025,100,NA,NA,NA,condom_reduction,28
1985,baseline,ARTcoverageDiagM,2025,100,NA,NA,NA,condom_reduction,28
1985,baseline,CondomUsage,2025,100,2.9852666637566703,2.9952182007554655,2.9753151267578755,condom_reduction,28
1985,baseline,FemalesOver15,2025,100,9986110,9986110,9986110,condom_reduction,28
1985,baseline,FSWCondomUsage,2025,100,14.407277871462451,14.575709590020095,14.238846152904808,condom_reduction,28
1985,baseline,HIVinc15to49,2025,100,1.550485e-4,1.6760892500000002e-4,1.42488075e-4,condom_reduction,28
1985,baseline,MalesOver15,2025,100,9540720,9540720,9540720,condom_reduction,28
1985,baseline,NewAdultHIV,2025,100,2517.43,2724.017,2310.843,condom_reduction,28
1985,baseline,Prev15to49,2025,100,2.166035e-4,2.32639025e-4,2.00567975e-4,condom_reduction,28
1985,baseline,SWsexActs,2025,100,40858100,40858100,40858100,condom_reduction,28
1985,baseline,SWsexActsProt,2025,100,5886540,5955358,5817722,condom_reduction,28
1985,baseline,TestsPerAdult,2025,100,6.350211478258377e-7,6.799333276317764e-7,5.901089680198988e-7,condom_reduction,28
1985,baseline,TotalAIDSdeathsadult,2025,100,2.6921799999999996,2.716538,2.6678219999999997,condom_reduction,28
1985,baseline,TotalHIVtests,2025,100,12.39995,13.2769425,11.5229575,condom_reduction,28
1985,baseline,TotHIV15,2025,100,3390.675,3641.6887500000003,3139.6612499999997,condom_reduction,28
1985,baseline,TotProtSexActs,2025,100,8626600,8772624.5,8480575.5,condom_reduction,28
1985,baseline,TotSexActs,2025,100,288958000,292886250,285029750,condom_reduction,28
1985,baseline,VLsuppressed15,2025,100,NA,NA,NA,condom_reduction,28
1985,baseline,VLunsuppressed15,2025,100,NA,NA,NA,condom_reduction,28
1985,intervention,AIDS_Mortality,2025,100,7.982535020273616e-4,8.501648780791864e-4,7.463421259755369e-4,condom_reduction,28
1985,intervention,AIDSdeathsAdultF,2025,100,1.367995,1.3805397499999998,1.35545025,condom_reduction,28
1985,intervention,AIDSdeathsAdultM,2025,100,1.324185,1.33599825,1.3123717499999998,condom_reduction,28
1985,intervention,ARTcoverageAdult,2025,100,0,0,0,condom_reduction,28
1985,intervention,ARTcoverageDiagF,2025,100,NA,NA,NA,condom_reduction,28
1985,intervention,ARTcoverageDiagM,2025,100,NA,NA,NA,condom_reduction,28
1985,intervention,CondomUsage,2025,100,2.9852666637566703,2.9952182007554655,2.9753151267578755,condom_reduction,28
1985,intervention,FemalesOver15,2025,100,9986110,9986110,9986110,condom_reduction,28
1985,intervention,FSWCondomUsage,2025,100,14.407277871462451,14.575709590020095,14.238846152904808,condom_reduction,28
1985,intervention,HIVinc15to49,2025,100,1.550485e-4,1.6760892500000002e-4,1.42488075e-4,condom_reduction,28
1985,intervention,MalesOver15,2025,100,9540720,9540720,9540720,condom_reduction,28
1985,intervention,NewAdultHIV,2025,100,2517.43,2724.017,2310.843,condom_reduction,28
1985,intervention,Prev15to49,2025,100,2.166035e-4,2.32639025e-4,2.00567975e-4,condom_reduction,28
1985,intervention,SWsexActs,2025,100,40858100,40858100,40858100,condom_reduction,28
1985,intervention,SWsexActsProt,2025,100,5886540,5955358,5817722,condom_reduction,28
1985,intervention,TestsPerAdult,2025,100,6.350211478258377e-7,6.799333276317764e-7,5.901089680198988e-7,condom_reduction,28
1985,intervention,TotalAIDSdeathsadult,2025,100,2.6921799999999996,2.716538,2.6678219999999997,condom_reduction,28
1985,intervention,TotalHIVtests,2025,100,12.39995,13.2769425,11.5229575,condom_reduction,28
1985,intervention,TotHIV15,2025,100,3390.675,3641.6887500000003,3139.6612499999997,condom_reduction,28
1985,intervention,TotProtSexActs,2025,100,8626600,8772624.5,8480575.5,condom_reduction,28
1985,intervention,TotSexActs,2025,100,288958000,292886250,285029750,condom_reduction,28
1985,intervention,VLsuppressed15,2025,100,NA,NA,NA,condom_reduction,28
1985,intervention,VLunsuppressed15,2025,100,NA,NA,NA,condom_reduction,28
1986,baseline,AIDS_Mortality,2025,100,0.004132778432909495,0.0044155931214069875,0.003849963744412002,condom_reduction,28
1986,baseline,AIDSdeathsAdultF,2025,100,11.7818,11.88611,11.67749,condom_reduction,28
1986,baseline,AIDSdeathsAdultM,2025,100,12.337900000000001,12.451234999999999,12.224565000000002,condom_reduction,28
1986,baseline,ARTcoverageAdult,2025,100,0,0,0,condom_reduction,28
1986,baseline,ARTcoverageDiagF,2025,100,0,0,0,condom_reduction,28
1986,baseline,ARTcoverageDiagM,2025,100,0,0,0,condom_reduction,28
1986,baseline,CondomUsage,2025,100,2.9544097059058627,2.9655675969889543,2.9432518148227707,condom_reduction,28
1986,baseline,FemalesOver15,2025,100,10275400,10275400,10275400,condom_reduction,28
1986,baseline,FSWCondomUsage,2025,100,14.407294801899592,14.575732079358104,14.238857524441078,condom_reduction,28
1986,baseline,HIVinc15to49,2025,100,5.64919e-4,6.223293999999999e-4,5.075086e-4,condom_reduction,28
1986,baseline,MalesOver15,2025,100,9765300,9765300,9765300,condom_reduction,28
1986,baseline,NewAdultHIV,2025,100,9418.755000000001,10385.99275,8451.51725,condom_reduction,28
1986,baseline,Prev15to49,2025,100,3.59593e-4,3.8729595e-4,3.3189005e-4,condom_reduction,28
1986,baseline,SWsexActs,2025,100,40945750,40945797.5,40945702.5,condom_reduction,28
1986,baseline,SWsexActsProt,2025,100,5899175,5968149.75,5830200.25,condom_reduction,28
1986,baseline,TestsPerAdult,2025,100,1.901213530465503e-6,2.045042962571168e-6,1.7573840983598378e-6,condom_reduction,28
1986,baseline,TotalAIDSdeathsadult,2025,100,24.1197,24.337345,23.902055,condom_reduction,28
1986,baseline,TotalHIVtests,2025,100,38.10165000000001,40.9840925,35.2192075,condom_reduction,28
1986,baseline,TotHIV15,2025,100,5870.65,6325.054,5416.246,condom_reduction,28
1986,baseline,TotProtSexActs,2025,100,8713750,8862966.5,8564533.5,condom_reduction,28
1986,baseline,TotSexActs,2025,100,294924000,298860800,290987200,condom_reduction,28
1986,baseline,VLsuppressed15,2025,100,NA,NA,NA,condom_reduction,28
1986,baseline,VLunsuppressed15,2025,100,NA,NA,NA,condom_reduction,28
1986,intervention,AIDS_Mortality,2025,100,0.004132778432909495,0.0044155931214069875,0.003849963744412002,condom_reduction,28
1986,intervention,AIDSdeathsAdultF,2025,100,11.7818,11.88611,11.67749,condom_reduction,28
1986,intervention,AIDSdeathsAdultM,2025,100,12.337900000000001,12.451234999999999,12.224565000000002,condom_reduction,28
1986,intervention,ARTcoverageAdult,2025,100,0,0,0,condom_reduction,28
1986,intervention,ARTcoverageDiagF,2025,100,0,0,0,condom_reduction,28
1986,intervention,ARTcoverageDiagM,2025,100,0,0,0,condom_reduction,28
1986,intervention,CondomUsage,2025,100,2.9544097059058627,2.9655675969889543,2.9432518148227707,condom_reduction,28
1986,intervention,FemalesOver15,2025,100,10275400,10275400,10275400,condom_reduction,28
1986,intervention,FSWCondomUsage,2025,100,14.407294801899592,14.575732079358104,14.238857524441078,condom_reduction,28
1986,intervention,HIVinc15to49,2025,100,5.64919e-4,6.223293999999999e-4,5.075086e-4,condom_reduction,28
1986,intervention,MalesOver15,2025,100,9765300,9765300,9765300,condom_reduction,28
1986,intervention,NewAdultHIV,2025,100,9418.755000000001,10385.99275,8451.51725,condom_reduction,28
1986,intervention,Prev15to49,2025,100,3.59593e-4,3.8729595e-4,3.3189005e-4,condom_reduction,28
1986,intervention,SWsexActs,2025,100,40945750,40945797.5,40945702.5,condom_reduction,28
1986,intervention,SWsexActsProt,2025,100,5899175,5968149.75,5830200.25,condom_reduction,28
1986,intervention,TestsPerAdult,2025,100,1.901213530465503e-6,2.045042962571168e-6,1.7573840983598378e-6,condom_reduction,28
1986,intervention,TotalAIDSdeathsadult,2025,100,24.1197,24.337345,23.902055,condom_reduction,28
1986,intervention,TotalHIVtests,2025,100,38.10165000000001,40.9840925,35.2192075,condom_reduction,28
1986,intervention,TotHIV15,2025,100,5870.65,6325.054,5416.246,condom_reduction,28
1986,intervention,TotProtSexActs,2025,100,8713750,8862966.5,8564533.5,condom_reduction,28
1986,intervention,TotSexActs,2025,100,294924000,298860800,290987200,condom_reduction,28
1986,intervention,VLsuppressed15,2025,100,NA,NA,NA,condom_reduction,28
1986,intervention,VLunsuppressed15,2025,100,NA,NA,NA,condom_reduction,28
1987,baseline,AIDS_Mortality,2025,100,0.006060229627891747,0.006538564145102796,0.005581895110680697,condom_reduction,28
1987,baseline,AIDSdeathsAdultF,2025,100,41.105149999999995,41.5814325,40.6288675,condom_reduction,28
1987,baseline,AIDSdeathsAdultM,2025,100,50.03605,50.8521475,49.2199525,condom_reduction,28
1987,baseline,ARTcoverageAdult,2025,100,0,0,0,condom_reduction,28
1987,baseline,ARTcoverageDiagF,2025,100,0,0,0,condom_reduction,28
1987,baseline,ARTcoverageDiagM,2025,100,0,0,0,condom_reduction,28
1987,baseline,CondomUsage,2025,100,2.97410253396316,2.9862601453097954,2.9619449226165253,condom_reduction,28
1987,baseline,FemalesOver15,2025,100,10574700,10574700,10574700,condom_reduction,28
1987,baseline,FSWCondomUsage,2025,100,14.40759630870395,14.576034391002405,14.239158226405493,condom_reduction,28
1987,baseline,HIVinc15to49,2025,100,0.001397375,0.0015543577500000002,0.0012403922499999998,condom_reduction,28
