year,scenario,indicator,pitc_reduction_year,test_reduction,mean,upper_CI,lower_CI
2010,baseline,AdultARTinterrupters,2025,0,186326,187924.85,184727.15
2010,baseline,AdultInterruptPropn,2025,0,0.03466395,0.034824167499999996,0.0345037325
2010,baseline,AIDSdeathsAdultF,2025,0,71929.95,74707.0375,69152.86249999999
2010,baseline,AIDSdeathsAdultM,2025,0,71467.25,74022.98749999999,68911.51250000001
2010,baseline,art_interrupt_rate,2025,0,0.17627257593420637,0.17739893916855246,0.1751462126998603
2010,baseline,ARTcoverageAdult,2025,0,0.196665,0.198831,0.194499
2010,baseline,ARTcoverageDiag,2025,0,0.311402,0.31594110000000003,0.3068629
2010,baseline,CondomUsage,2025,0,27.883625503349833,28.06001786756292,27.70723313913675
2010,baseline,FSWCondomUsage,2025,0,80.30748798482992,80.62819784544865,79.9867781242112
2010,baseline,HIVinc15to49,2025,0,0.01501875,0.015090617499999999,0.014946882500000001
2010,baseline,NewAdultHIV,2025,0,372954,375900.9,370007.1
2010,baseline,SWsexActs,2025,0,69586100,70007900,69164300
2010,baseline,SWsexActsProt,2025,0,55881350,55996917.5,55765782.5
2010,baseline,TotalAIDSdeathsadult,2025,0,143397.2,148730.02500000002,138064.375
2010,baseline,TotalART15,2025,0,1057017,1059333.1,1054700.9000000001
2010,baseline,TotalART15F,2025,0,768291,769952.55,766629.45
2010,baseline,TotalART15M,2025,0,288726,289380.55,288071.45
2010,baseline,TotalHIVtests,2025,0,10678950,10705407.5,10652492.5
2010,baseline,TotProtSexActs,2025,0,134961500,137388275,132534725
2010,baseline,TotSexActs,2025,0,483977500,489619075,478335925
2010,intervention,AdultARTinterrupters,2025,0,186326,187924.85,184727.15
2010,intervention,AdultInterruptPropn,2025,0,0.03466395,0.034824167499999996,0.0345037325
2010,intervention,AIDSdeathsAdultF,2025,0,71929.95,74707.0375,69152.86249999999
2010,intervention,AIDSdeathsAdultM,2025,0,71467.25,74022.98749999999,68911.51250000001
2010,intervention,art_interrupt_rate,2025,0,0.17627257593420637,0.17739893916855246,0.1751462126998603
2010,intervention,ARTcoverageAdult,2025,0,0.196665,0.198831,0.194499
2010,intervention,ARTcoverageDiag,2025,0,0.311402,0.31594110000000003,0.3068629
2010,intervention,CondomUsage,2025,0,27.883625503349833,28.06001786756292,27.70723313913675
2010,intervention,FSWCondomUsage,2025,0,80.30748798482992,80.62819784544865,79.9867781242112
2010,intervention,HIVinc15to49,2025,0,0.01501875,0.015090617499999999,0.014946882500000001
2010,intervention,NewAdultHIV,2025,0,372954,375900.9,370007.1
2010,intervention,SWsexActs,2025,0,69586100,70007900,69164300
2010,intervention,SWsexActsProt,2025,0,55881350,55996917.5,55765782.5
2010,intervention,TotalAIDSdeathsadult,2025,0,143397.2,148730.02500000002,138064.375
2010,intervention,TotalART15,2025,0,1057017,1059333.1,1054700.9000000001
2010,intervention,TotalART15F,2025,0,768291,769952.55,766629.45
2010,intervention,TotalART15M,2025,0,288726,289380.55,288071.45
2010,intervention,TotalHIVtests,2025,0,10678950,10705407.5,10652492.5
2010,intervention,TotProtSexActs,2025,0,134961500,137388275,132534725
2010,intervention,TotSexActs,2025,0,483977500,489619075,478335925
2011,baseline,AdultARTinterrupters,2025,0,253714,256520.3,250907.7
2011,baseline,AdultInterruptPropn,2025,0,0.04515075,0.045242092500000004,0.045059407499999996
2011,baseline,AIDSdeathsAdultF,2025,0,60035.45,61542.2925,58528.6075
2011,baseline,AIDSdeathsAdultM,2025,0,59037.95,60764.1475,57311.7525
2011,baseline,art_interrupt_rate,2025,0,0.17238659683416827,0.17403521918210607,0.17073797448623046
2011,baseline,ARTcoverageAdult,2025,0,0.2619475,0.264982275,0.258912725
2011,baseline,ARTcoverageDiag,2025,0,0.36812449999999997,0.37382687499999995,0.36242212500000004
2011,baseline,CondomUsage,2025,0,28.062178970391017,28.235523429025097,27.88883451175694
2011,baseline,FSWCondomUsage,2025,0,80.32011086043802,80.64074048205961,79.99948123881643
2011,baseline,HIVinc15to49,2025,0,0.01428925,0.014372327499999999,0.014206172500000001
2011,baseline,NewAdultHIV,2025,0,359927.5,363181.72500000003,356673.27499999997
2011,baseline,SWsexActs,2025,0,72303400,72759685,71847115
2011,baseline,SWsexActsProt,2025,0,58072550,58207212.5,57937887.5
2011,baseline,TotalAIDSdeathsadult,2025,0,119073.40000000001,122306.44,115840.36000000002
2011,baseline,TotalART15,2025,0,1471750,1473954,1469546
2011,baseline,TotalART15F,2025,0,1053975,1054901.25,1053048.75
2011,baseline,TotalART15M,2025,0,417775,419052.75,416497.25
2011,baseline,TotalHIVtests,2025,0,9821940,9840398.5,9803481.5
2011,baseline,TotProtSexActs,2025,0,138225500,140705475,135745525
2011,baseline,TotSexActs,2025,0,492529000,498324000,486734000
2011,intervention,AdultARTinterrupters,2025,0,253714,256520.3,250907.7
2011,intervention,AdultInterruptPropn,2025,0,0.04515075,0.045242092500000004,0.045059407499999996
2011,intervention,AIDSdeathsAdultF,2025,0,60035.45,61542.2925,58528.6075
2011,intervention,AIDSdeathsAdultM,2025,0,59037.95,60764.1475,57311.7525
2011,intervention,art_interrupt_rate,2025,0,0.17238659683416827,0.17403521918210607,0.17073797448623046
2011,intervention,ARTcoverageAdult,2025,0,0.2619475,0.264982275,0.258912725
2011,intervention,ARTcoverageDiag,2025,0,0.36812449999999997,0.37382687499999995,0.36242212500000004
2011,intervention,CondomUsage,2025,0,28.062178970391017,28.235523429025097,27.88883451175694
2011,intervention,FSWCondomUsage,2025,0,80.32011086043802,80.64074048205961,79.99948123881643
2011,intervention,HIVinc15to49,2025,0,0.01428925,0.014372327499999999,0.014206172500000001
2011,intervention,NewAdultHIV,2025,0,359927.5,363181.72500000003,356673.27499999997
2011,intervention,SWsexActs,2025,0,72303400,72759685,71847115
2011,intervention,SWsexActsProt,2025,0,58072550,58207212.5,57937887.5
2011,intervention,TotalAIDSdeathsadult,2025,0,119073.40000000001,122306.44,115840.36000000002
2011,intervention,TotalART15,2025,0,1471750,1473954,1469546
2011,intervention,TotalART15F,2025,0,1053975,1054901.25,1053048.75
2011,intervention,TotalART15M,2025,0,417775,419052.75,416497.25
2011,intervention,TotalHIVtests,2025,0,9821940,9840398.5,9803481.5
2011,intervention,TotProtSexActs,2025,0,138225500,140705475,135745525
2011,intervention,TotSexActs,2025,0,492529000,498324000,486734000
2012,baseline,AdultARTinterrupters,2025,0,350064.5,354305.77499999997,345823.22500000003
2012,baseline,AdultInterruptPropn,2025,0,0.05966775,0.0596918325,0.0596436675
2012,baseline,AIDSdeathsAdultF,2025,0,49277.45,49936.417499999996,48618.482500000006
2012,baseline,AIDSdeathsAdultM,2025,0,49467.100000000006,50476.665,48457.535
2012,baseline,art_interrupt_rate,2025,0,0.17551372636361473,0.17751469243893145,0.17351276028829804
2012,baseline,ARTcoverageAdult,2025,0,0.34001099999999995,0.34402475,0.33599724999999997
2012,baseline,ARTcoverageDiag,2025,0,0.44126449999999995,0.448107825,0.43442117499999994
2012,baseline,CondomUsage,2025,0,28.290867619295284,28.461376580569688,28.120358658020876
2012,baseline,FSWCondomUsage,2025,0,80.33888659224624,80.65935491960447,80.01841826488801
2012,baseline,HIVinc15to49,2025,0,0.0133749,0.013455175,0.013294625000000001
2012,baseline,NewAdultHIV,2025,0,341371,344563,338179
2012,baseline,SWsexActs,2025,0,75561000,76030205,75091795
2012,baseline,SWsexActsProt,2025,0,60703200,60838005,60568395
2012,baseline,TotalAIDSdeathsadult,2025,0,98744.55,100413.08249999999,97076.01750000002
2012,baseline,TotalART15,2025,0,1994495.5,1995921.925,1993069.075
2012,baseline,TotalART15F,2025,0,1412875,1413069.75,1412680.25
2012,baseline,TotalART15M,2025,0,581620.5,583241.675,579999.325
2012,baseline,TotalHIVtests,2025,0,10041400,10057265,10025535
2012,baseline,TotProtSexActs,2025,0,141728500,144280675,139176325
2012,baseline,TotSexActs,2025,0,500929000,506931100,494926900
2012,intervention,AdultARTinterrupters,2025,0,350064.5,354305.77499999997,345823.22500000003
2012,intervention,AdultInterruptPropn,2025,0,0.05966775,0.0596918325,0.0596436675
2012,intervention,AIDSdeathsAdultF,2025,0,49277.45,49936.417499999996,48618.482500000006
2012,intervention,AIDSdeathsAdultM,2025,0,49467.100000000006,50476.665,48457.535
2012,intervention,art_interrupt_rate,2025,0,0.17551372636361473,0.17751469243893145,0.17351276028829804
2012,intervention,ARTcoverageAdult,2025,0,0.34001099999999995,0.34402475,0.33599724999999997
2012,intervention,ARTcoverageDiag,2025,0,0.44126449999999995,0.448107825,0.43442117499999994
2012,intervention,CondomUsage,2025,0,28.290867619295284,28.461376580569688,28.120358658020876
2012,intervention,FSWCondomUsage,2025,0,80.33888659224624,80.65935491960447,80.01841826488801
2012,intervention,HIVinc15to49,2025,0,0.0133749,0.013455175,0.013294625000000001
2012,intervention,NewAdultHIV,2025,0,341371,344563,338179
2012,intervention,SWsexActs,2025,0,75561000,76030205,75091795
2012,intervention,SWsexActsProt,2025,0,60703200,60838005,60568395
2012,intervention,TotalAIDSdeathsadult,2025,0,98744.55,100413.08249999999,97076.01750000002
2012,intervention,TotalART15,2025,0,1994495.5,1995921.925,1993069.075
2012,intervention,TotalART15F,2025,0,1412875,1413069.75,1412680.25
2012,intervention,TotalART15M,2025,0,581620.5,583241.675,579999.325
2012,intervention,TotalHIVtests,2025,0,10041400,10057265,10025535
2012,intervention,TotProtSexActs,2025,0,141728500,144280675,139176325
2012,intervention,TotSexActs,2025,0,500929000,506931100,494926900
2013,baseline,AdultARTinterrupters,2025,0,466091,472671.65,459510.35
2013,baseline,AdultInterruptPropn,2025,0,0.0762056,0.07638704999999998,0.07602415000000001
2013,baseline,AIDSdeathsAdultF,2025,0,41435.05,41689.9825,41180.1175
2013,baseline,AIDSdeathsAdultM,2025,0,43960.6,44562.329999999994,43358.87
2013,baseline,art_interrupt_rate,2025,0,0.18877416972130134,0.1914678296066753,0.1860805098359274
2013,baseline,ARTcoverageAdult,2025,0,0.40376199999999995,0.40856235,0.39896164999999995
2013,baseline,ARTcoverageDiag,2025,0,0.498721,0.5062678,0.4911742
2013,baseline,CondomUsage,2025,0,28.540313450334374,28.708801688529864,28.37182521213888
2013,baseline,FSWCondomUsage,2025,0,80.36653372464426,80.68692109133721,80.0461463579513
2013,baseline,HIVinc15to49,2025,0,0.0125559,0.01262639,0.01248541
2013,baseline,NewAdultHIV,2025,0,324331.5,327251.32499999995,321411.67500000005
2013,baseline,SWsexActs,2025,0,79077750,79541587.5,78613912.5
2013,baseline,SWsexActsProt,2025,0,63550400,63669815,63430985
2013,baseline,TotalAIDSdeathsadult,2025,0,85395.65,86252.31249999999,84538.9875
2013,baseline,TotalART15,2025,0,2469046,2469417.45,2468674.55
2013,baseline,TotalART15F,2025,0,1736755,1738840.25,1734669.75
2013,baseline,TotalART15M,2025,0,732291,734004.8,730577.2
2013,baseline,TotalHIVtests,2025,0,8350020,8358950,8341090
2013,baseline,TotProtSexActs,2025,0,145423000,148065900,142780100
2013,baseline,TotSexActs,2025,0,509494500,515746925,503242075
2013,intervention,AdultARTinterrupters,2025,0,466091,472671.65,459510.35
2013,intervention,AdultInterruptPropn,2025,0,0.0762056,0.07638704999999998,0.07602415000000001
2013,intervention,AIDSdeathsAdultF,2025,0,41435.05,41689.9825,41180.1175
2013,intervention,AIDSdeathsAdultM,2025,0,43960.6,44562.329999999994,43358.87
2013,intervention,art_interrupt_rate,2025,0,0.18877416972130134,0.1914678296066753,0.1860805098359274
2013,intervention,ARTcoverageAdult,2025,0,0.40376199999999995,0.40856235,0.39896164999999995
2013,intervention,ARTcoverageDiag,2025,0,0.498721,0.5062678,0.4911742
2013,intervention,CondomUsage,2025,0,28.540313450334374,28.708801688529864,28.37182521213888
2013,intervention,FSWCondomUsage,2025,0,80.36653372464426,80.68692109133721,80.0461463579513
2013,intervention,HIVinc15to49,2025,0,0.0125559,0.01262639,0.01248541
2013,intervention,NewAdultHIV,2025,0,324331.5,327251.32499999995,321411.67500000005
2013,intervention,SWsexActs,2025,0,79077750,79541587.5,78613912.5
2013,intervention,SWsexActsProt,2025,0,63550400,63669815,63430985
2013,intervention,TotalAIDSdeathsadult,2025,0,85395.65,86252.31249999999,84538.9875
2013,intervention,TotalART15,2025,0,2469046,2469417.45,2468674.55
2013,intervention,TotalART15F,2025,0,1736755,1738840.25,1734669.75
2013,intervention,TotalART15M,2025,0,732291,734004.8,730577.2
2013,intervention,TotalHIVtests,2025,0,8350020,8358950,8341090
2013,intervention,TotProtSexActs,2025,0,145423000,148065900,142780100
2013,intervention,TotSexActs,2025,0,509494500,515746925,503242075
2014,baseline,AdultARTinterrupters,2025,0,554931,565313.5499999999,544548.4500000001
2014,baseline,AdultInterruptPropn,2025,0,0.08722730000000001,0.08790617,0.08654843
2014,baseline,AIDSdeathsAdultF,2025,0,36255.2,36352.954999999994,36157.44500000001
2014,baseline,AIDSdeathsAdultM,2025,0,40743.65,41155.61750000001,40331.682499999995
2014,baseline,art_interrupt_rate,2025,0,0.1941892219872172,0.1981114436472756,0.1902670003271588
2014,baseline,ARTcoverageAdult,2025,0,0.44931200000000004,0.45489135,0.44373265
2014,baseline,ARTcoverageDiag,2025,0,0.540678,0.5488461,0.5325099
2014,baseline,CondomUsage,2025,0,28.808330365833143,28.97505353455467,28.641607197111618
2014,baseline,FSWCondomUsage,2025,0,80.4055560367716,80.72572803132064,80.08538404222254
2014,baseline,HIVinc15to49,2025,0,0.0117302,0.011794325,0.011666075
2014,baseline,NewAdultHIV,2025,0,306454,309173.85,303734.15
2014,baseline,SWsexActs,2025,0,82787550,83235712.5,82339387.5
2014,baseline,SWsexActsProt,2025,0,66564200,66659485,66468915
2014,baseline,TotalAIDSdeathsadult,2025,0,76998.85,77508.5725,76489.1275
2014,baseline,TotalART15,2025,0,2857777,2862032.05,2853521.95
2014,baseline,TotalART15F,2025,0,2004355,2009632.25,1999077.75
2014,baseline,TotalART15M,2025,0,853422,854444.2,852399.8
2014,baseline,TotalHIVtests,2025,0,9684540,9695199,9673881
2014,baseline,TotProtSexActs,2025,0,149240500,151983625,146497375
2014,baseline,TotSexActs,2025,0,518004500,524528625,511480375
2014,intervention,AdultARTinterrupters,2025,0,554931,565313.5499999999,544548.4500000001
2014,intervention,AdultInterruptPropn,2025,0,0.08722730000000001,0.08790617,0.08654843
2014,intervention,AIDSdeathsAdultF,2025,0,36255.2,36352.954999999994,36157.44500000001
2014,intervention,AIDSdeathsAdultM,2025,0,40743.65,41155.61750000001,40331.682499999995
2014,intervention,art_interrupt_rate,2025,0,0.1941892219872172,0.1981114436472756,0.1902670003271588
2014,intervention,ARTcoverageAdult,2025,0,0.44931200000000004,0.45489135,0.44373265
2014,intervention,ARTcoverageDiag,2025,0,0.540678,0.5488461,0.5325099
2014,intervention,CondomUsage,2025,0,28.808330365833143,28.97505353455467,28.641607197111618
2014,intervention,FSWCondomUsage,2025,0,80.4055560367716,80.72572803132064,80.08538404222254
2014,intervention,HIVinc15to49,2025,0,0.0117302,0.011794325,0.011666075
2014,intervention,NewAdultHIV,2025,0,306454,309173.85,303734.15
2014,intervention,SWsexActs,2025,0,82787550,83235712.5,82339387.5
2014,intervention,SWsexActsProt,2025,0,66564200,66659485,66468915
2014,intervention,TotalAIDSdeathsadult,2025,0,76998.85,77508.5725,76489.1275
2014,intervention,TotalART15,2025,0,2857777,2862032.05,2853521.95
2014,intervention,TotalART15F,2025,0,2004355,2009632.25,1999077.75
2014,intervention,TotalART15M,2025,0,853422,854444.2,852399.8
2014,intervention,TotalHIVtests,2025,0,9684540,9695199,9673881
2014,intervention,TotProtSexActs,2025,0,149240500,151983625,146497375
2014,intervention,TotSexActs,2025,0,518004500,524528625,511480375
2015,baseline,AdultARTinterrupters,2025,0,659097.5,670666.125,647528.875
2015,baseline,AdultInterruptPropn,2025,0,0.099898700000000007,0.100637135,0.099160265
2015,baseline,AIDSdeathsAdultF,2025,0,32918.9,32993,32844.8
2015,baseline,AIDSdeathsAdultM,2025,0,38436.8,38750.11,38123.49
2015,baseline,art_interrupt_rate,2025,0,0.2010716005884028,0.20495638249095297,0.1971868186858526
2015,baseline,ARTcoverageAdult,2025,0,0.496958,0.5028878999999999,0.4910281
2015,baseline,ARTcoverageDiag,2025,0,0.581844,0.5900938,0.5735942
2015,baseline,CondomUsage,2025,0,29.085484123334027,29.249855393966218,28.921112852701835
2015,baseline,FSWCondomUsage,2025,0,80.45803929644406,80.77788931494615,80.13818927794196
2015,baseline,HIVinc15to49,2025,0,0.01102485,0.0110894025,0.0109602975
2015,baseline,NewAdultHIV,2025,0,292291,295038.4,289543.6
2015,baseline,SWsexActs,2025,0,86544350,86978072.5,86110627.5
2015,baseline,SWsexActsProt,2025,0,69630350,69702502.5,69558197.5
2015,baseline,TotalAIDSdeathsadult,2025,0,71355.7,71743.11,70968.29
2015,baseline,TotalART15,2025,0,3278048.5,3283846.8249999997,3272250.1750000003
2015,baseline,TotalART15F,2025,0,2297850,2304595,2291105
2015,baseline,TotalART15M,2025,0,980198.5,981145.175,979251.825
2015,baseline,TotalHIVtests,2025,0,12491200,12512385,12470015
2015,baseline,TotProtSexActs,2025,0,153061500,155902475,150220525
2015,baseline,TotSexActs,2025,0,526204500,532998425,519410575
2015,intervention,AdultARTinterrupters,2025,0,659097.5,670666.125,647528.875
2015,intervention,AdultInterruptPropn,2025,0,0.099898700000000007,0.100637135,0.099160265
2015,intervention,AIDSdeathsAdultF,2025,0,32918.9,32993,32844.8
2015,intervention,AIDSdeathsAdultM,2025,0,38436.8,38750.11,38123.49
2015,intervention,art_interrupt_rate,2025,0,0.2010716005884028,0.20495638249095297,0.1971868186858526
