West level 26 life expectancy for children, undiscounted
0	79.68000	82.17000
1	78.86250	81.35375
2	77.86750	80.38125
3	76.87250	79.40875
4	75.87750	78.43625
5	74.88200	77.45400
6	73.88600	76.46200
7	72.89000	75.47000
8	71.89400	74.47800
9	70.89800	73.48600
10	69.90100	72.49300
West level 26 life expectancy for adults, undiscounted
10	69.40200	71.99600
11	68.40400	71.00200
12	67.40600	70.00800
13	66.40800	69.01400
14	65.41000	68.02000
15	64.41600	67.03200
16	63.42200	66.04400
17	62.42800	65.05600
18	61.43400	64.06800
19	60.44000	63.08000
20	59.44600	62.09800
21	58.45200	61.11600
22	57.45800	60.13400
23	56.46400	59.15200
24	55.47000	58.17000
25	54.47800	57.19000
26	53.48600	56.21000
27	52.49400	55.23000
28	51.50200	54.25000
29	50.51000	53.27000
30	49.52000	52.29200
31	48.53000	51.31400
32	47.54000	50.33600
33	46.55000	49.35800
34	45.56000	48.38000
35	44.57600	47.41000
36	43.59200	46.44000
37	42.60800	45.47000
38	41.62400	44.50000
39	40.64000	43.53000
40	39.66600	42.56800
41	38.69200	41.60600
42	37.71800	40.64400
43	36.74400	39.68200
44	35.77000	38.72000
45	34.81400	37.77400
46	33.85800	36.82800
47	32.90200	35.88200
48	31.94600	34.93600
49	30.99000	33.99000
50	30.05600	33.06600
51	29.12200	32.14200
52	28.18800	31.21800
53	27.25400	30.29400
54	26.32000	29.37000
55	25.41800	28.46200
56	24.51600	27.55400
57	23.61400	26.64600
58	22.71200	25.73800
59	21.81000	24.83000
60	20.94800	23.95200
61	20.08600	23.07400
62	19.22400	22.19600
63	18.36200	21.31800
64	17.50000	20.44000
65	16.71600	19.59200
66	15.93200	18.74400
67	15.14800	17.89600
68	14.36400	17.04800
69	13.58000	16.20000
70	12.89800	15.41600
71	12.21600	14.63200
72	11.53400	13.84800
73	10.85200	13.06400
74	10.17000	12.28000
75	9.62600	11.60400
76	9.08200	10.92800
77	8.53800	10.25200
78	7.99400	9.57600
79	7.45000	8.90000
80	7.00041	8.34504
81	6.57795	7.82468
82	6.18098	7.33677
83	5.80797	6.87929
84	5.45747	6.45033
85	5.12813	6.04811
86	4.81865	5.67098
87	4.52786	5.31737
88	4.25461	4.98580
89	3.99785	4.67491
90	3.75659	4.38341

