Adult + paed ART totals
2000	11	0	312
2001	11	0	777
2002	11	0	1347
2003	11	0	2070
2004	0	9	2131
2004	6	935	2499
2004	11	2223	2806
2005	5	4661	3525
2005	6	5239	3645
2005	11	8497	4244
2006	5	12809	4954
2006	6	13726	5072
2006	11	17325	5663
2007	5	22353	6531
2007	6	23762	6676
2007	11	32405	7399
2008	5	43427	8934
2008	6	45196	9190
2008	7	47068	9446
2008	8	49421	9702
2008	9	51641	9958
2008	10	54000	10214
2008	11	56617	10470
2009	0	58853	10739
2009	1	61088	11008
2009	2	55477	11278
2009	3	57139	11547
2009	4	58189	11817
2009	5	59307	12086
2009	6	60517	12356
2009	7	62706	12625
2009	8	64980	12895
2009	9	68138	13164
2009	10	68792	13434
2009	11	88293	13703
2010	0	90318	13981
2010	1	91639	14259
2010	2	92830	14536
2010	3	95146	14814
2010	4	97773	15092
2010	5	99574	15369
2010	6	102347	15647
2010	7	105077	15925
2010	8	107780	16202
2010	8	96409	16202
2010	9	108245	16480
2010	10	108711	16758
2010	11	109121	17035
2011	8	147726	16820
2011	8	147726	16820
2012	0	136610	17240
2012	1	140974	17231
2012	2	142888	17222
2012	3	145270	17213
2012	4	152240	17204
2012	5	152410	17195
2012	6	153805	17186
2012	7	157195	17177
2012	8	159431	17168
2012	9	162816	17158
2012	10	166550	17149
2012	11	167456	17140
2013	0	172694	17153
2013	1	173258	17166
2013	2	175696	17179
2013	3	178003	17192
2013	4	179835	17205
2013	5	181582	17218
2013	6	184663	17231
2013	7	187999	17244
2013	8	188989	17257
2013	9	198907	17270
2013	10	199921	17282
2013	11	201108	17295
2014	0	203673	17280
2014	1	205444	17264
2014	2	208354	17249
2014	3	212104	17233
2014	4	215564	17218
2014	5	213373	17202
2014	6	218870	17186
2014	7	222858	17171
2014	8	224676	17155
2014	9	229056	17140
2014	10	233109	17124
2014	11	233095	17109
2015	0	238867	17087
2015	1	243825	17066
2015	2	245343	17045
2015	3	252650	17024
2015	4	251934	17002
2015	5	254518	16981
2015	6	257474	16960
2015	7	259971	16939
2015	8	261490	16917
2015	9	265917	16896
2015	10	269249	16875
2015	11	272183	16854
2016	0	275935	16963
2016	1	279665	17072
2016	2	284562	17181
2016	3	290872	17289
2016	4	295784	17398
2016	5	295537	17507
2016	6	299295	17616
2016	7	302361	17725
2016	8	305421	17834
2016	9	308195	17943
2016	10	311391	18052
2016	11	311847	18161
2017	0	315692	18165
2017	1	317975	18169
2017	2	318836	18173
2017	3	321615	18177
2017	4	323225	18181
2017	5	323455	18185
2017	6	324988	18189
2017	7	326316	18193
2017	8	329044	18197
2017	9	330276	18202
2017	10	332401	18206
2017	11	332920	18210
2018	0	335765	18443
2018	1	338061	18676
2018	2	338300	18910
2018	3	344154	19143
2018	4	349105	19377
2018	5	349286	19610
2018	6	351498	19843
2018	7	353621	20077
2018	8	356915	20310
2018	9	360240	20544
2018	10	362407	20777
2018	11	364530	21010
2019	0	366811	20809
2019	1	369631	20608
2019	2	373419	20406
2019	3	376511	20205
2019	4	378161	20003
2019	5	378047	19802
2019	6	378916	19601
2019	7	380390	19399
2019	8	381733	19198
2019	9	381895	18996
2019	10	384865	18795
2019	11	383744	18593
2020	0	383894	18571
2020	1	382568	18549
2020	2	379430	18526
2020	3	381736	18504
2020	4	385072	18482
2020	5	386296	18459
2020	6	389275	18437
2020	7	391381	18415
2020	8	394335	18392
Paed ART totals
2000	11	0	26
2001	11	0	64
2002	11	0	111
2003	11	0	171
2004	0	0	176
2004	5	88	202
2004	6	101	207
2004	11	246	232
2005	5	441	292
2005	6	457	286
2005	11	722	333
2006	5	1068	388
2006	6	1124	375
2006	11	1408	419
2007	5	2061	483
2007	6	2139	465
2007	11	3472	515
2008	5	4136	622
2008	6	4244	591
2008	11	5114	673
2009	5	5897	777
2009	6	6090	729
2009	11	6717	809
2010	0	6745	825
2010	1	6749	842
2010	2	6789	858
2010	3	6814	875
2010	4	6857	891
2010	5	6893	907
2010	6	7087	841
2010	7	7302	856
2010	8	7814	871
2010	9	7909	886
2010	10	8124	901
2010	11	8529	916
2011	8	11547	833
2012	0	9024	835
2012	1	9223	835
2012	2	9243	834
2012	3	9698	834
2012	4	9848	834
2012	5	9865	833
2012	6	9991	742
2012	7	10127	741
2012	8	10329	741
2012	9	10722	741
2012	10	10828	740
2012	11	11017	740
2013	0	11240	740
2013	1	11164	741
2013	2	11351	741
2013	3	11374	742
2013	4	11552	743
2013	5	11790	743
2013	6	11556	653
2013	7	11641	653
2013	8	11786	653
2013	9	12739	654
2013	10	12253	654
2013	11	12173	655
2014	0	12339	654
2014	1	12270	654
2014	2	13013	653
2014	3	12620	653
2014	4	12552	652
2014	5	12597	651
2014	6	12933	560
2014	7	12772	559
2014	8	12655	559
2014	9	13129	558
2014	10	13174	558
2014	11	13130	557
2015	0	13131	557
2015	1	13707	556
2015	2	13635	555
2015	3	14844	555
2015	4	13900	554
2015	5	13922	553
2015	6	15692	463
2015	7	15597	462
2015	8	13884	462
2015	9	13874	461
2015	10	14070	460
2015	11	14101	460
2016	0	14201	463
2016	1	14937	466
2016	2	14592	469
2016	3	14624	472
2016	4	14639	475
2016	5	14713	478
2016	6	14526	388
2016	7	14490	390
2016	8	14492	392
2016	9	14341	395
2016	10	14793	397
2016	11	14947	399
2017	0	14913	400
2017	1	14839	400
2017	2	14739	400
2017	3	14733	400
2017	4	14697	400
2017	5	14570	400
2017	6	14692	326
2017	7	14719	326
2017	8	14832	326
2017	9	14570	326
2017	10	14627	326
2017	11	14526	326
2018	0	14540	331
2018	1	14587	335
2018	2	14560	339
2018	3	14659	343
2018	4	14719	347
2018	5	14669	352
2018	6	14581	309
2018	7	14508	312
2018	8	14506	316
2018	9	14463	320
2018	10	14430	323
2018	11	14380	327
2019	0	14343	324
2019	1	14420	321
2019	2	14367	318
2019	3	14287	314
2019	4	14231	311
2019	5	14112	308
2019	6	13918	275
2019	7	14031	272
2019	8	13977	269
2019	9	13932	267
2019	10	13651	264
2019	11	13579	261
2020	0	13464	261
2020	1	13025	260
2020	2	12566	260
2020	3	12628	260
2020	4	12394	259
2020	5	12370	259
2020	6	12391	259
2020	7	12421	258
2020	8	12372	258
Paed age distribution
0.10	0.09	0.08	0.11	0.12	0.14	0.15	0.16	0.18	0.21
0.45	0.44	0.40	0.38	0.35	0.35	0.32	0.29	0.30	0.32
Paed age distribution on ART
0.3236	0.2872	0.2520	0.2326	0.2163	0.2121	0.1881	0.1674
0.4123	0.4207	0.4209	0.4132	0.3957	0.3766	0.3596	0.3464
Adult male age distribution on ART
0.01137	0.01284	0.01488	0.01612	0.01636	0.01816	0.01983
0.03715	0.03634	0.03767	0.03553	0.03245	0.02956	0.02889
0.09986	0.09776	0.09588	0.09069	0.08395	0.07640	0.07077
0.15893	0.15168	0.14623	0.13963	0.13541	0.13013	0.12884
0.18714	0.18845	0.18351	0.17817	0.17280	0.16529	0.15788
