1	0.266667	0.602112	16	0.305188	0.434094	0.717669	1.000000	29	106	0.423331	15.002640	2.678720	0.857416	0.771966	1.899988	5.279195	8.649385	0.915199	0.886674	0.702871	0.0255	0.135657	4.822523	0.170393	0.689300	30	0.722500	0.322843	0.870871	0.032714	0	1	0.130443	0.088426
2	0.238482	0.644247	32	0.422332	0.295056	0.537372	1.000000	13	31	0.513349	7.363371	1.928767	0.939507	1.018761	2.351093	2.978914	5.990171	0.842440	0.952584	0.577016	0.1125	0.343752	3.790499	0.172777	0.689300	1	0.759500	0.172510	0.342339	0.052224	59	5	0.490371	0.449063
3	0.136315	0.654258	0	0.259650	0.322142	0.793691	1.000000	6	172	0.634526	14.690433	4.033776	0.926565	0.881193	1.633011	2.420362	2.240278	0.698156	0.887752	0.937999	0.3655	0.306539	3.557338	0.061274	0.689300	286	0.697500	0.109774	0.165064	0.004083	105	1	0.258061	0.201334
4	0.277735	0.621344	11	0.734434	0.575899	0.607766	1.000000	47	17	0.505863	17.366008	2.034088	0.876877	0.700469	1.998899	2.015281	4.692443	0.842761	0.925421	0.555328	0.4935	0.182291	3.953003	0.055125	0.689300	16	0.943500	0.158142	0.311696	0.124531	7	97	0.117865	0.158762
5	0.196652	0.631493	3	0.343731	0.735408	0.732249	1.000000	12	11	0.560404	9.580930	4.469435	0.884937	0.874156	1.139177	1.140433	3.807987	0.911841	0.865400	0.922358	0.9915	0.186347	4.023365	0.128784	0.689300	3	0.386500	0.211237	0.227188	0.127113	13	8	0.344904	0.199294
6	0.238629	0.664240	15	0.430686	0.515972	0.894617	1.000000	13	76	0.662519	27.223795	2.776873	0.945446	1.321311	1.569616	1.474871	1.430854	0.658600	0.890545	0.595004	0.8805	0.166906	4.868479	0.070526	0.689300	31	0.842500	0.055888	0.216079	0.030929	42	13	0.250795	0.141888
7	0.223723	0.906617	1	0.144132	0.390242	0.931588	1.000000	10	2	0.774190	23.282518	3.467064	0.543678	0.869765	1.176908	3.673994	4.364623	0.851241	0.921002	0.738100	0.6235	0.117648	5.917766	0.102854	0.689300	3	0.871500	0.508936	0.323043	0.007671	17	5	0.053690	0.433323
8	0.127745	0.689037	0	0.186460	0.212991	0.759278	1.000000	2	1	0.772078	14.763832	2.920416	1.089902	0.756111	1.428192	2.595657	1.642173	0.634853	0.947952	0.585794	0.2115	0.280785	3.751439	0.110104	0.689300	7	0.407500	0.249678	0.336601	0.053355	4	2	0.152360	0.537855
9	0.271272	0.638024	1	0.422843	0.738843	0.700955	1.000000	1	111	0.517851	20.651694	3.529761	0.887592	0.677954	1.986002	3.255989	6.625990	0.878583	0.913985	0.641279	0.9135	0.149857	4.565565	0.157388	0.689300	43	0.964500	0.086806	0.179130	0.024721	31	5	0.225043	0.267815
10	0.234813	0.803481	0	0.314674	0.323649	0.846582	1.000000	21	94	0.590074	9.328841	4.478042	1.175041	1.551210	1.186170	2.475550	4.430659	0.891629	0.910816	0.547833	0.0745	0.291260	3.584663	0.124115	0.689300	11	0.862500	0.247888	0.390505	0.123081	24	11	0.137825	0.336476
11	0.223873	0.705196	70	0.293711	0.522499	0.810198	1.000000	1	86	0.559544	29.891645	2.657228	1.288479	0.984959	2.219988	3.116290	6.608280	0.862807	0.826067	1.026517	0.1415	0.200147	3.172061	0.188100	0.689300	2	0.299500	0.235433	0.626310	0.411960	0	4	0.324316	0.245433
12	0.117990	0.763249	0	0.312556	0.613202	0.904880	1.000000	25	1	0.570505	23.571927	3.493123	0.788718	1.106609	1.305711	2.703460	3.450311	0.810288	0.896485	0.634508	0.0055	0.131932	3.098572	0.111482	0.689300	45	0.992500	0.042443	0.152311	0.008351	0	68	0.742647	0.406465
13	0.268182	0.668102	38	0.378975	0.435422	0.743576	1.000000	16	7	0.325288	14.213625	4.609199	0.990434	0.875246	1.098186	0.816307	3.783169	0.941883	0.877311	0.730495	0.0595	0.295628	4.046254	0.126159	0.689300	82	0.730500	0.602494	0.526914	0.060432	151	21	0.075047	0.231024
14	0.260460	0.723910	22	0.227084	0.449308	0.862891	1.000000	0	36	0.533844	10.129367	3.033467	0.773634	0.762470	1.923300	1.965430	5.094565	0.867776	0.930528	0.689554	0.6395	0.187368	4.539181	0.098039	0.689300	86	0.127500	0.141110	0.555898	0.240023	59	7	0.848465	0.209138
15	0.215629	0.591821	2	0.389729	0.804679	0.934912	1.000000	31	1	0.700440	25.789956	2.834800	0.886532	1.148347	1.997454	3.439311	2.380780	0.572612	0.911971	0.720481	0.5915	0.063262	4.219739	0.303561	0.689300	92	0.668500	0.116914	0.648103	0.325157	82	211	0.073403	0.110086
