0	3390	0.937699	0.164857	0.582326	0.267959	0.421110	1.847490	0.217957	0.128014	3.929280	0.136807
1	2853	0.786111	0.149067	0.433860	0.415901	0.332381	1.951100	0.241631	0.085916	3.426100	0.081788
2	5422	0.944061	0.119036	0.164727	0.285981	0.444384	2.602970	0.238260	0.071296	3.958920	0.123151
3	6649	0.693873	0.148826	0.492771	0.528307	0.321168	1.936430	0.091828	0.094696	3.661650	0.109921
4	380	0.736140	0.204908	0.467895	0.275656	0.541372	2.256710	0.150434	0.110409	3.356870	0.166882
5	5169	0.931117	0.157935	0.390016	0.391993	0.392259	2.191590	0.342344	0.116777	3.431010	0.098801
6	7270	0.873501	0.127074	0.642178	0.357630	0.410936	1.782190	0.254426	0.068267	3.527730	0.102474
7	2567	0.630484	0.200977	0.276847	0.306163	0.290351	1.777380	0.329316	0.096410	3.771720	0.095095
8	6113	0.627435	0.161759	0.648517	0.458035	0.512989	2.327340	0.154330	0.111665	3.395600	0.120942
9	5015	0.780550	0.179697	0.682480	0.275926	0.375756	2.284890	0.407656	0.109108	3.835100	0.162891
10	5480	0.845639	0.172434	0.793083	0.384287	0.426603	2.366110	0.125224	0.114671	3.767120	0.124772
11	8900	0.854967	0.168799	0.445155	0.374739	0.358865	1.772070	0.199815	0.118591	3.351060	0.115410
12	4190	0.693774	0.116999	0.457571	0.221922	0.500727	2.364150	0.050779	0.184234	3.278720	0.122319
13	11874	0.915783	0.156126	0.630545	0.363362	0.550117	2.172930	0.100015	0.170788	3.419800	0.118680
14	4536	0.713998	0.206750	0.576714	0.338739	0.386597	2.157210	0.198145	0.093615	3.530550	0.087759
15	8698	0.731843	0.192725	0.325447	0.393053	0.260943	2.133760	0.454947	0.103241	3.582840	0.095379
16	8118	0.817887	0.127652	0.581014	0.300494	0.332627	2.037950	0.269378	0.106731	3.500110	0.108819
17	4339	0.709059	0.154072	0.594416	0.233053	0.521694	2.058430	0.269551	0.074794	3.625430	0.113268
18	4514	0.832116	0.122911	0.277732	0.249912	0.322584	1.934600	0.593355	0.107144	3.789600	0.148817
19	3428	0.763474	0.138294	0.345669	0.303316	0.484453	2.013690	0.186724	0.091233	3.658710	0.117348
20	8543	0.637182	0.178415	0.605070	0.417951	0.347069	2.202410	0.284574	0.083497	4.065570	0.098092
21	897	0.646330	0.205285	0.516191	0.374072	0.202130	2.191250	0.216021	0.119169	3.206900	0.105805
22	2668	0.931679	0.187914	0.266831	0.339244	0.297549	1.881890	0.335179	0.074487	3.068660	0.130549
23	3603	0.838652	0.180929	0.709792	0.389117	0.365262	2.124130	0.291522	0.117084	3.056490	0.120336
24	8188	0.647265	0.195022	0.558597	0.260637	0.583702	1.933070	0.125361	0.131699	3.483680	0.112924
25	2995	0.779489	0.152083	0.572155	0.293239	0.399955	1.989690	0.190573	0.147279	3.773080	0.111418
26	436	0.754300	0.207276	0.701356	0.420474	0.310979	2.030550	0.229144	0.125845	3.791800	0.104998
27	3023	0.677353	0.164285	0.128500	0.329456	0.497604	1.952570	0.122227	0.127849	3.900600	0.104600
28	7243	0.822921	0.233025	0.455395	0.476089	0.553056	2.187270	0.178546	0.144989	3.754120	0.116669
29	4186	0.602777	0.147716	0.598037	0.270243	0.387112	1.788630	0.403515	0.088797	3.312330	0.128699
30	14883	0.813380	0.191639	0.408817	0.267364	0.525240	1.606270	0.312190	0.064165	3.960270	0.097812
31	5089	0.805131	0.144482	0.157935	0.300104	0.306462	1.732290	0.219964	0.118094	3.877870	0.107370
32	10327	0.909811	0.240714	0.373569	0.285289	0.274197	2.462830	0.335184	0.130829	3.734720	0.119307
33	9577	0.789081	0.151759	0.331461	0.253969	0.280975	1.927210	0.461111	0.101415	4.067800	0.112719
34	7464	0.709875	0.137028	0.365627	0.338113	0.241366	1.987070	0.362284	0.087181	3.984660	0.110178
35	8730	0.782234	0.171417	0.651336	0.259701	0.286254	1.651790	0.142586	0.130440	4.166060	0.106017
36	8184	0.635202	0.172702	0.618542	0.393191	0.393449	2.589060	0.168428	0.134449	3.583450	0.108777
37	3106	0.687742	0.120446	0.408407	0.278281	0.502468	2.427190	0.110504	0.063105	3.261180	0.107455
38	7404	0.862900	0.178066	0.525838	0.419924	0.310440	1.880500	0.215847	0.143474	3.828950	0.104827
39	6254	0.783483	0.202486	0.673768	0.291153	0.352783	2.102680	0.480465	0.092068	3.769020	0.126073
40	5982	0.783759	0.161077	0.519933	0.305690	0.442938	2.137720	0.136668	0.087203	3.479250	0.109061
41	2862	0.857221	0.181149	0.738206	0.301204	0.460311	1.862790	0.155416	0.130005	3.400730	0.131281
42	6799	0.815526	0.142299	0.433555	0.340087	0.282602	1.927310	0.243364	0.101095	3.775150	0.135702
43	4487	0.776201	0.154873	0.735036	0.392047	0.356250	2.189700	0.087092	0.164960	3.602860	0.122610
44	1103	0.888356	0.150859	0.451179	0.423985	0.338374	2.096680	0.287349	0.122200	3.679830	0.111808
45	3618	0.630482	0.184284	0.333199	0.292582	0.463462	2.056120	0.364918	0.115586	3.329330	0.135361
46	10175	0.784798	0.164068	0.331414	0.286349	0.188100	2.106670	0.395432	0.089371	3.952630	0.088238
47	5175	0.765693	0.157946	0.526957	0.425387	0.340139	2.096690	0.171132	0.111205	3.404820	0.155988
48	8674	0.889771	0.184922	0.600189	0.481782	0.601268	1.817220	0.074357	0.126791	3.646020	0.113951
49	5342	0.812935	0.209842	0.563331	0.263316	0.325080	1.946010	0.484988	0.114780	3.655020	0.142672
50	8352	0.893638	0.193409	0.478575	0.372971	0.266873	2.190540	0.362042	0.171551	3.543970	0.117606
51	3883	0.702777	0.150846	0.526308	0.388790	0.349066	1.607730	0.253029	0.125529	3.449430	0.122896
52	7938	0.661162	0.134421	0.230892	0.507301	0.380682	2.229470	0.231668	0.088768	2.818220	0.081869
53	5625	0.791291	0.101661	0.423126	0.382092	0.484491	1.614380	0.335703	0.097876	3.179820	0.124285
54	1044	0.741913	0.151485	0.605787	0.293084	0.302774	2.191330	0.179237	0.185447	3.400720	0.121726
55	1757	0.782104	0.148397	0.401693	0.337118	0.276214	2.026370	0.394632	0.074022	3.579860	0.103972
