6.15532	0.24732	0.73970	0.44151	-0.52949	-0.29700	-0.38505	-0.28918	-0.81818	-0.86992	0.01932
6.03234	0.29624	0.72093	0.76440	-0.14323	-0.68928	-0.28162	-0.27913	-0.10742	-1.22825	0.00969
6.14067	0.47941	0.89305	0.17375	-0.39398	-0.44792	-0.41530	-0.69977	0.76569	-0.10838	0.00356
6.29889	0.15263	0.69321	0.41184	-0.39208	-0.51016	-0.48411	-0.17199	-0.20283	0.83537	0.00000
6.22165	0.42931	1.07931	0.28587	0.00629	-1.03549	-0.22258	-0.58497	-0.08588	-0.18389	0.02055
6.12564	0.41334	0.57090	0.48520	-0.57771	-0.77188	-0.32180	0.13916	0.72541	-1.14032	0.01375
6.09765	0.42412	0.65514	0.19143	-0.55517	-0.13368	0.01575	-0.43021	-0.15228	-0.23833	0.00342
6.23701	0.36659	1.06858	0.33750	-0.44493	-0.62912	-0.25017	-0.36659	-0.24433	-0.08396	0.01193
6.22850	0.30930	0.44144	0.21140	-0.50072	-0.26206	0.01496	-0.83876	-0.59840	0.11164	0.01633
6.15545	0.48923	0.86404	0.41322	-0.09032	-0.50565	-0.03294	-0.30176	-0.66422	-0.92825	0.00000
6.24104	0.44120	0.88592	0.17512	-0.34862	-0.11747	-0.77785	-0.91132	0.37896	-0.83851	0.00000
6.07793	0.37473	1.07739	-0.19929	-0.65179	-0.55864	0.01485	-0.19497	0.43533	0.91395	0.00628
