Adult + paed ART totals
2000	11	0	373
2001	11	0	932
2002	11	0	1539
2003	11	50	2168
2003	11	78	2168
2004	0	114	2221
2004	6	1015	2536
2004	11	2027	2799
2004	11	2325	2799
2005	5	2341	3272
2005	6	2520	3351
2005	11	3356	3744
2005	11	6692	3744
2006	5	3812	4145
2006	6	3812	4212
2006	11	11728	4546
2006	11	14800	4546
2007	5	22830	5169
2007	6	25896	5273
2007	11	31032	5792
2007	11	26037	5792
2008	5	37678	6876
2008	6	37756	7057
2008	7	38069	7237
2008	8	40232	7418
2008	9	41399	7599
2008	10	42871	7779
2008	11	44299	7960
2009	0	45727	8163
2009	1	47222	8366
2009	2	37093	8568
2009	3	38454	8771
2009	4	39696	8974
2009	5	46766	9177
2009	6	48129	9380
2009	7	49931	9583
2009	8	51992	9785
2009	9	54042	9988
2009	10	55874	10191
2009	11	56443	10394
2010	0	59027	10557
2010	1	60517	10721
2010	2	62386	10885
2010	3	65273	11048
2010	4	67765	11212
2010	5	70092	11375
2010	6	72917	11539
2010	7	75783	11703
2010	8	78610	11866
2010	8	81979	11866
2010	9	78981	12030
2010	10	79157	12194
2010	11	79204	12357
2011	8	109680	13077
2011	8	109423	13077
2012	0	109149	13725
2012	1	111042	13800
2012	2	113563	13875
2012	3	116598	13950
2012	4	119253	14026
2012	5	113476	14101
2012	6	116469	14176
2012	7	122628	14251
2012	8	123678	14326
2012	9	129852	14402
2012	10	135626	14477
2012	11	135930	14552
2013	0	134432	14650
2013	1	133586	14748
2013	2	134024	14846
2013	3	137609	14944
2013	4	141204	15042
2013	5	140945	15140
2013	6	139731	15237
2013	7	143374	15335
2013	8	145193	15433
2013	9	148629	15531
2013	10	149810	15629
2013	11	150574	15727
2014	0	154365	15792
2014	1	157599	15856
2014	2	159653	15921
2014	3	160554	15985
2014	4	162375	16050
2014	5	162903	16114
2014	6	163349	16179
2014	7	166313	16244
2014	8	167454	16308
2014	9	172119	16373
2014	10	174786	16437
2014	11	176801	16502
2015	0	178717	16559
