Adult + paed ART totals
2000	11	0	1563
2001	11	0	3893
2002	11	0	6550
2003	11	2000	9633
2004	0	4536	9890
2004	6	9774	11428
2004	11	19759	12710
2005	5	35033	15489
2005	6	36717	15953
2005	11	48251	18269
2006	5	63200	20875
2006	6	65830	21309
2006	11	80185	23480
2007	5	102808	26854
2007	6	106300	27417
2007	11	131181	30228
2008	5	163842	36173
2008	6	169415	37164
2008	7	175774	38155
2008	8	183656	39145
2008	9	190442	40136
2008	10	197030	41127
2008	11	203915	42118
2009	0	211149	43167
2009	1	217467	44215
2009	2	176792	45264
2009	3	181848	46313
2009	4	185833	47362
2009	5	189651	48410
2009	6	193170	49459
2009	7	200741	50508
2009	8	207586	51557
2009	9	213151	52605
2009	10	219952	53654
2009	11	226063	54703
2010	0	236856	55706
2010	1	244403	56710
2010	2	255023	57713
2010	3	266494	58717
2010	4	278258	59720
2010	5	288127	60724
2010	6	301577	61727
2010	7	316195	62731
2010	8	333272	63734
2010	8	286861	63734
2010	9	347525	64738
2010	10	361833	65741
2010	11	375798	66745
2011	8	391216	70611
2011	8	399876	70611
2012	0	442940	68668
2012	1	465340	68696
2012	2	477442	68724
2012	3	483005	68751
2012	4	520168	68779
2012	5	506570	68806
2012	6	508086	68834
2012	7	519136	68862
2012	8	532077	68889
2012	9	516665	68917
2012	10	541359	68945
2012	11	539460	68972
2013	0	558221	69086
2013	1	562519	69199
2013	2	576012	69313
2013	3	581427	69427
2013	4	595820	69540
2013	5	601071	69654
2013	6	598624	69768
2013	7	610730	69881
2013	8	587572	69995
2013	9	623765	70108
2013	10	635274	70222
2013	11	640206	70336
2014	0	645272	70317
2014	1	653751	70298
2014	2	654283	70279
2014	3	653176	70260
2014	4	659285	70242
2014	5	659364	70223
2014	6	680722	70204
2014	7	693379	70185
2014	8	702294	70166
2014	9	711133	70148
2014	10	704709	70129
2014	11	705058	70110
2015	0	708724	70060
2015	1	717644	70009
2015	2	725588	69959
2015	3	736401	69909
2015	4	730940	69858
2015	5	739800	69808
2015	6	736247	69758
2015	7	752545	69707
2015	8	756039	69657
2015	9	741310	69607
2015	10	755427	69556
2015	11	757730	69506
2016	0	762142	69989
2016	1	762235	70471
2016	2	773170	70954
2016	3	789096	71436
2016	4	808966	71919
2016	5	793575	72402
2016	6	792071	72884
2016	7	811149	73367
2016	8	823170	73850
2016	9	837451	74332
2016	10	847432	74815
2016	11	853446	75298
2017	0	866886	75393
2017	1	874329	75488
2017	2	881217	75583
2017	3	894476	75678
2017	4	904784	75773
2017	5	899556	75868
2017	6	899064	75963
2017	7	916916	76058
2017	8	927825	76153
2017	9	935185	76248
2017	10	948497	76343
2017	11	956230	76438
2018	0	963561	76375
2018	1	972921	76313
2018	2	975166	76250
2018	3	987211	76187
2018	4	1002665	76124
2018	5	1000643	76061
2018	6	1014725	75998
2018	7	1024902	75936
2018	8	1037212	75873
2018	9	1040498	75810
2018	10	1054742	75747
2018	11	1063392	75684
2019	0	1068205	76495
2019	1	1076877	77305
2019	2	1085573	78115
2019	3	1098093	78926
2019	4	1105545	79736
2019	5	1107524	80546
2019	6	1116465	81356
2019	7	1126279	82167
2019	8	1134719	82977
2019	9	1129630	83787
2019	10	1126653	84598
2019	11	1123112	85408
2020	0	1112284	85305
2020	1	1108939	85203
2020	2	1100906	85100
2020	3	1108238	84998
2020	4	1116399	84895
2020	5	1120046	84792
2020	6	1116221	84690
2020	7	1127254	84587
2020	8	1136662	84485
Paed ART totals
2000	11	0	129
2001	11	0	322
2002	11	0	542
2003	11	0	797
2004	0	649	818
2004	5	1060	924
2004	6	1196	945
2004	11	2295	1051
2005	5	3885	1281
2005	6	4142	1250
2005	11	5632	1431
2006	5	7066	1635
2006	6	7326	1576
2006	11	8140	1737
2007	5	9844	1987
2007	6	10135	1909
2007	11	11853	2104
2008	5	14445	2518
2008	6	14856	2390
2008	11	17107	2709
2009	5	19519	3114
2009	6	19936	2920
2009	11	22720	3229
2010	0	23379	3288
2010	1	23800	3348
2010	2	24370	3407
2010	3	25033	3466
2010	4	25686	3525
2010	5	26399	3585
2010	6	26947	3317
2010	7	27685	3371
2010	8	28395	3425
2010	9	29115	3479
2010	10	29754	3533
2010	11	30294	3587
2011	8	22785	3303
2012	0	33421	3327
2012	1	28475	3328
2012	2	27613	3330
2012	3	28495	3331
2012	4	28505	3332
2012	5	27595	3334
2012	6	33823	2971
2012	7	27217	2972
2012	8	28556	2973
2012	9	28329	2974
2012	10	29695	2976
2012	11	29363	2977
2013	0	28976	2982
2013	1	29373	2987
2013	2	29945	2992
2013	3	30550	2996
2013	4	30074	3001
2013	5	29164	3006
2013	6	29199	2642
2013	7	29543	2646
2013	8	28209	2651
2013	9	29809	2655
2013	10	30418	2659
2013	11	30545	2664
2014	0	30628	2663
2014	1	30321	2662
2014	2	29965	2661
2014	3	28704	2661
2014	4	29102	2660
2014	5	28944	2659
2014	6	28653	2287
2014	7	28892	2287
2014	8	29282	2286
2014	9	28729	2285
2014	10	28185	2285
2014	11	28182	2284
2015	0	28265	2282
2015	1	28599	2281
2015	2	28618	2279
2015	3	28885	2278
2015	4	28121	2276
2015	5	29586	2274
2015	6	28421	1904
2015	7	28750	1902
2015	8	28237	1901
2015	9	28392	1899
2015	10	27543	1898
2015	11	28112	1897
2016	0	27737	1910
2016	1	28184	1923
2016	2	28544	1936
2016	3	30931	1949
2016	4	29552	1962
2016	5	27611	1976
2016	6	24997	1603
2016	7	27794	1614
2016	8	28312	1624
2016	9	25999	1635
2016	10	26261	1646
2016	11	26499	1656
