Adult male completeness (starting age 15-19)
0.7433	0.7610	0.7786	0.7962	0.8138	0.8314	0.8472	0.8620	0.8620	0.8620	0.8620	0.8620	0.8620	0.8620	0.8620	0.8620	0.8620	0.8620	0.8620	0.8620
0.7560	0.7739	0.7919	0.8098	0.8277	0.8456	0.8616	0.8767	0.8767	0.8767	0.8767	0.8767	0.8767	0.8767	0.8767	0.8767	0.8767	0.8767	0.8767	0.8767
0.7723	0.7906	0.8089	0.8271	0.8454	0.8637	0.8801	0.8955	0.8955	0.8955	0.8955	0.8955	0.8955	0.8955	0.8955	0.8955	0.8955	0.8955	0.8955	0.8955
0.7886	0.8073	0.8260	0.8446	0.8633	0.8820	0.8987	0.9145	0.9145	0.9145	0.9145	0.9145	0.9145	0.9145	0.9145	0.9145	0.9145	0.9145	0.9145	0.9145
0.8024	0.8214	0.8404	0.8594	0.8785	0.8975	0.9145	0.9305	0.9305	0.9305	0.9305	0.9305	0.9305	0.9305	0.9305	0.9305	0.9305	0.9305	0.9305	0.9305
0.8131	0.8324	0.8517	0.8709	0.8902	0.9095	0.9267	0.9429	0.9429	0.9429	0.9429	0.9429	0.9429	0.9429	0.9429	0.9429	0.9429	0.9429	0.9429	0.9429
0.8212	0.8406	0.8601	0.8795	0.8990	0.9184	0.9358	0.9522	0.9522	0.9522	0.9522	0.9522	0.9522	0.9522	0.9522	0.9522	0.9522	0.9522	0.9522	0.9522
0.8271	0.8467	0.8663	0.8859	0.9055	0.9251	0.9426	0.9591	0.9591	0.9591	0.9591	0.9591	0.9591	0.9591	0.9591	0.9591	0.9591	0.9591	0.9591	0.9591
0.8316	0.8513	0.8710	0.8907	0.9104	0.9301	0.9478	0.9644	0.9644	0.9644	0.9644	0.9644	0.9644	0.9644	0.9644	0.9644	0.9644	0.9644	0.9644	0.9644
0.8351	0.8549	0.8746	0.8944	0.9142	0.9340	0.9517	0.9683	0.9683	0.9683	0.9683	0.9683	0.9683	0.9683	0.9683	0.9683	0.9683	0.9683	0.9683	0.9683
0.8378	0.8576	0.8775	0.8973	0.9172	0.9370	0.9548	0.9715	0.9715	0.9715	0.9715	0.9715	0.9715	0.9715	0.9715	0.9715	0.9715	0.9715	0.9715	0.9715
0.8399	0.8598	0.8797	0.8996	0.9195	0.9394	0.9572	0.9740	0.9740	0.9740	0.9740	0.9740	0.9740	0.9740	0.9740	0.9740	0.9740	0.9740	0.9740	0.9740
0.8417	0.8616	0.8816	0.9015	0.9215	0.9414	0.9592	0.9760	0.9760	0.9760	0.9760	0.9760	0.9760	0.9760	0.9760	0.9760	0.9760	0.9760	0.9760	0.9760
0.8432	0.8631	0.8831	0.9031	0.9231	0.9430	0.9609	0.9777	0.9777	0.9777	0.9777	0.9777	0.9777	0.9777	0.9777	0.9777	0.9777	0.9777	0.9777	0.9777
0.8444	0.8644	0.8844	0.9044	0.9244	0.9444	0.9623	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792	0.9792
0.8456	0.8656	0.8857	0.9057	0.9257	0.9458	0.9637	0.9806	0.9806	0.9806	0.9806	0.9806	0.9806	0.9806	0.9806	0.9806	0.9806	0.9806	0.9806	0.9806
Adult female completeness (starting age 15-19)
0.7813	0.7998	0.8184	0.8369	0.8554	0.8739	0.8904	0.9060	0.9060	0.9060	0.9060	0.9060	0.9060	0.9060	0.9060	0.9060	0.9060	0.9060	0.9060	0.9060
0.7980	0.8169	0.8358	0.8547	0.8736	0.8925	0.9094	0.9253	0.9253	0.9253	0.9253	0.9253	0.9253	0.9253	0.9253	0.9253	0.9253	0.9253	0.9253	0.9253
0.8089	0.8281	0.8473	0.8664	0.8856	0.9048	0.9219	0.9381	0.9381	0.9381	0.9381	0.9381	0.9381	0.9381	0.9381	0.9381	0.9381	0.9381	0.9381	0.9381
0.8167	0.8361	0.8554	0.8748	0.8941	0.9135	0.9308	0.9471	0.9471	0.9471	0.9471	0.9471	0.9471	0.9471	0.9471	0.9471	0.9471	0.9471	0.9471	0.9471
0.8226	0.8420	0.8615	0.8810	0.9005	0.9200	0.9374	0.9538	0.9538	0.9538	0.9538	0.9538	0.9538	0.9538	0.9538	0.9538	0.9538	0.9538	0.9538	0.9538
0.8271	0.8467	0.8663	0.8858	0.9054	0.9250	0.9426	0.9591	0.9591	0.9591	0.9591	0.9591	0.9591	0.9591	0.9591	0.9591	0.9591	0.9591	0.9591	0.9591
0.8307	0.8503	0.8700	0.8897	0.9094	0.9291	0.9467	0.9632	0.9632	0.9632	0.9632	0.9632	0.9632	0.9632	0.9632	0.9632	0.9632	0.9632	0.9632	0.9632
0.8336	0.8533	0.8731	0.8928	0.9126	0.9323	0.9500	0.9666	0.9666	0.9666	0.9666	0.9666	0.9666	0.9666	0.9666	0.9666	0.9666	0.9666	0.9666	0.9666
0.8360	0.8558	0.8756	0.8955	0.9153	0.9351	0.9528	0.9695	0.9695	0.9695	0.9695	0.9695	0.9695	0.9695	0.9695	0.9695	0.9695	0.9695	0.9695	0.9695
0.8381	0.8580	0.8778	0.8977	0.9175	0.9374	0.9551	0.9719	0.9719	0.9719	0.9719	0.9719	0.9719	0.9719	0.9719	0.9719	0.9719	0.9719	0.9719	0.9719
0.8399	0.8598	0.8797	0.8996	0.9194	0.9393	0.9571	0.9739	0.9739	0.9739	0.9739	0.9739	0.9739	0.9739	0.9739	0.9739	0.9739	0.9739	0.9739	0.9739
0.8414	0.8613	0.8813	0.9012	0.9211	0.9411	0.9589	0.9757	0.9757	0.9757	0.9757	0.9757	0.9757	0.9757	0.9757	0.9757	0.9757	0.9757	0.9757	0.9757
0.8427	0.8627	0.8826	0.9026	0.9226	0.9425	0.9604	0.9772	0.9772	0.9772	0.9772	0.9772	0.9772	0.9772	0.9772	0.9772	0.9772	0.9772	0.9772	0.9772
0.8439	0.8639	0.8839	0.9039	0.9239	0.9439	0.9617	0.9786	0.9786	0.9786	0.9786	0.9786	0.9786	0.9786	0.9786	0.9786	0.9786	0.9786	0.9786	0.9786
0.8449	0.8650	0.8850	0.9050	0.9250	0.9450	0.9629	0.9798	0.9798	0.9798	0.9798	0.9798	0.9798	0.9798	0.9798	0.9798	0.9798	0.9798	0.9798	0.9798
0.8460	0.8660	0.8860	0.9061	0.9261	0.9462	0.9641	0.9810	0.9810	0.9810	0.9810	0.9810	0.9810	0.9810	0.9810	0.9810	0.9810	0.9810	0.9810	0.9810
Completeness in boys (0, 1-4, 5-9, 10-14)
0.5333	0.6145	0.6318	0.6268	0.6292	0.6734	0.7175	0.7617	0.8058	0.8500	0.8500	0.8500	0.8500	0.8500	0.8500	0.8200	0.7550	0.7550	0.7550	0.7550
0.3795	0.4729	0.4634	0.4732	0.4670	0.4968	0.5335	0.5800	0.6011	0.6378	0.6300	0.6358	0.6304	0.6461	0.6461	0.6403	0.6360	0.6323	0.6286	0.6335
0.5438	0.6120	0.6138	0.6197	0.6391	0.6595	0.6796	0.6995	0.7177	0.7358	0.7514	0.7668	0.7810	0.7953	0.8082	0.8202	0.8316	0.8424	0.8525	0.8623
0.7170	0.7553	0.7678	0.7011	0.7309	0.7571	0.7809	0.8024	0.8230	0.8409	0.8590	0.8748	0.8891	0.9008	0.9103	0.9206	0.9298	0.9395	0.9468	0.9529
Completeness in girls (0, 1-4, 5-9, 10-14)
0.5333	0.6145	0.6318	0.6268	0.6292	0.6734	0.7175	0.7617	0.8058	0.8500	0.8500	0.8500	0.8500	0.8500	0.8500	0.8200	0.7550	0.7550	0.7550	0.7550
0.3795	0.4729	0.4634	0.4732	0.4670	0.4968	0.5335	0.5800	0.6011	0.6378	0.6300	0.6358	0.6304	0.6461	0.6461	0.6403	0.6360	0.6323	0.6286	0.6335
