Male deaths
13333.99	15317.32	15074.09	15277.37	15711.16	18144.46	20321.92	22222.64	24479.18	25972.52	25156.28	24354.46	21363.47	18604.93	15326.85	14752.92	14394.27	14504.18	13440.20	11960.71	10887.86	7724.37
4152.64	4982.45	5158.91	5462.49	5954.84	6400.64	7226.02	8360.87	8322.73	8484.99	7882.70	8257.60	6708.37	7082.45	5418.76	5694.79	5061.74	4845.52	4291.92	3860.00	3361.54	5333.67
1747.05	1826.52	1927.40	2026.84	2150.12	2422.65	2810.52	3220.01	3398.30	3046.74	2889.55	2745.47	2376.91	2565.94	2396.74	2693.83	1955.19	1888.25	1842.65	1743.12	1558.43	1571.04
1586.67	1732.29	1675.42	1753.39	1769.23	1890.18	2027.64	2162.61	2172.36	2402.83	2256.65	2240.35	2392.90	2450.30	2125.33	2277.11	1868.42	1824.77	1779.64	1841.53	1730.09	1898.68
3859.94	4206.13	4438.75	4386.18	4534.80	4792.83	4906.28	4741.15	4834.06	4885.27	4913.36	4890.73	4710.44	4447.90	4193.27	4167.92	4287.15	4247.35	4199.64	4201.49	4029.24	4010.98
8360.75	8986.53	8761.34	8972.45	9023.81	9672.68	10459.89	10478.93	10602.61	10951.68	10993.01	10784.67	10053.96	9486.35	8747.84	8570.29	8533.76	8579.08	8684.51	8707.69	8502.13	8121.26
11153.70	13336.42	14070.49	15226.83	16996.64	18799.03	20227.16	20012.36	19506.66	19112.46	18621.83	18565.00	17854.92	16593.86	15231.79	14851.33	13885.01	13369.63	13552.54	13541.26	13134.51	12471.12
12083.88	14663.04	16490.26	18669.15	21083.46	24104.95	27766.01	28704.89	29067.25	29045.02	28550.16	26976.20	25134.69	22563.83	19961.56	18418.06	17647.97	17521.09	16935.37	17503.79	16861.97	16066.96
12233.91	14892.00	16649.98	18723.10	21264.94	24277.99	26680.76	28486.82	29683.63	29644.52	29579.19	29270.97	27806.47	24909.29	22804.61	21018.02	19193.10	18193.52	17798.73	17324.50	16803.69	16524.28
12028.49	14202.32	15384.84	17293.59	19506.12	21771.59	24983.44	26722.48	27725.81	28268.76	27256.84	26230.81	25296.29	23457.18	21237.41	20046.17	19272.22	18669.86	18268.70	17993.05	17151.76	16335.53
