    520301	    512613	    513604	    512700	    510885	    508137	    504581	    506385	    507608	    506233	    502153	    489932	    500626	    482895	    475533	    482362	    476529	    480175	    480597	    494448	    528818	    543271	    558254	    571771	    573403	    564836	    567238	    573523	    578227	    581286	    580077	    576572	    561179	    562734	    563700	    565749	    565682	    557567	    556264	    555620	    555023	    554543	    553831	    553309	    552944	    552782	    552867	    553240	    553861	    554722	    555782	    556925	    557980	    558767	    559214	    559305	    559012	    558321	    557225	    555721	    553849	    551707	    549382	    546947	    544457	    541973	    539540	    537181	    534923	    532808	    530857	    529067	    527438	    525967	    524622	    523365	    522173	    521028	    519911	    518806	    517691	    516533	    515302	    513985	    512571	    511051	    509414	    507654	    505777	    503794	    501718	    499566	    497355	    495104	    492833	    490559	    488297	    486063	    483866	    481716	    479618	    477575	    475587	    473649	    471758	    469905	    468083	    466282	    464493	    462705	    460910	    459099	    457265	    455401	    453503	    451568	
    503866	    507580	    500778	    501556	    500417	    498168	    494737	    492711	    492966	    492679	    489347	    482219	    477822	    487668	    469449	    461849	    467822	    461183	    463914	    463970	    477716	    511830	    528171	    544277	    559112	    563085	    556785	    559570	    566190	    571146	    574494	    573653	    570471	    555418	    557081	    558754	    560506	    557743	    550240	    549550	    549518	    549535	    549211	    548649	    548268	    548040	    548006	    548212	    548698	    549428	    550391	    551549	    552787	    553934	    554812	    555350	    555530	    555328	    554726	    553719	    552304	    550520	    548465	    546224	    543872	    541462	    539056	    536697	    534410	    532221	    530171	    528284	    526554	    524983	    523567	    522274	    521068	    519925	    518827	    517756	    516695	    515623	    514506	    513316	    512039	    510664	    509182	    507582	    505858	    504018	    502070	    500028	    497909	    495731	    493513	    491273	    489029	    486796	    484590	    482421	    480297	    478225	    476207	    474242	    472327	    470458	    468627	    466825	    465044	    463274	    461506	    459729	    457936	    456119	    454273	    452392	
    488611	    498557	    502271	    495721	    496101	    494539	    491702	    491278	    488319	    487168	    485613	    480642	    480680	    476867	    486342	    468029	    460156	    461880	    455259	    457832	    457798	    471743	    507068	    523530	    539890	    555205	    559912	    553536	    556541	    563242	    568254	    571713	    571106	    567992	    552941	    554906	    556754	    556792	    554295	    547200	    546894	    547248	    547333	    547073	    546574	    546252	    546081	    546101	    546357	    546890	    547664	    548671	    549869	    551146	    552331	    553245	    553820	    554037	    553870	    553303	    552331	    550951	    549201	    547179	    544971	    542650	    540271	    537894	    535563	    533304	    531141	    529116	    527252	    525545	    523995	    522600	    521327	    520139	    519015	    517934	    516879	    515835	    514779	    513677	    512502	    511239	    509878	    508410	    506823	    505113	    503285	    501350	    499321	    497214	    495048	    492841	    490612	    488379	    486157	    483961	    481801	    479688	    477624	    475615	    473658	    471752	    469891	    468067	    466273	    464499	    462736	    460974	    459204	    457418	    455607	    453766	
    471371	    486512	    496303	    500032	    493498	    493280	    491092	    489615	    488331	    484289	    481617	    478705	    479727	    479372	    476114	    485503	    467124	    456331	    458040	    451379	    453876	    453982	    468693	    503958	    520465	    536992	    552546	    557137	    550908	    553992	    560717	    565772	    569498	    568929	    565685	    550941	    553759	    554670	    554575	    552159	    545154	    544924	    545349	    545502	    545310	    544874	    544614	    544501	    544577	    544886	    545469	    546292	    547345	    548586	    549905	    551131	    552086	    552699	    552954	    552824	    552293	    551357	    550010	    548294	    546304	    544128	    541838	    539488	    537139	    534836	    532602	    530464	    528463	    526623	    524937	    523408	    522033	    520779	    519610	    518503	    517439	    516400	    515371	    514331	    513243	    512082	    510833	    509486	    508030	    506456	    504758	    502942	    501018	    499000	    496904	    494748	    492551	    490331	    488107	    485894	    483706	    481555	    479449	    477393	    475391	    473441	    471542	    469687	    467869	    466081	    464313	    462556	    460799	    459034	    457253	    455447	
    452217	    470240	    485238	    494983	    498676	    492097	    491229	    489554	    487326	    485141	    479979	    475760	    478461	    478658	    477990	    475330	    484645	    464060	    453300	    454946	    448263	    450836	    451388	    466141	    501368	    517937	    534596	    550076	    554729	    548579	    551703	    558453	    563784	    567529	    566797	    563827	    550010	    551910	    552663	    552641	    550301	    543379	    543215	    543704	    543918	    543784	    543406	    543200	    543139	    543264	    543620	    544248	    545114	    546207	    547488	    548845	    550106	    551096	    551744	    552032	    551934	    551435	    550529	    549213	    547526	    545564	    543415	    541151	    538826	    536502	    534222	    532010	    529894	    527913	    526092	    524425	    522914	    521556	    520319	    519165	    518073	    517024	    516000	    514984	    513956	    512881	    511732	    510495	    509158	    507714	    506150	    504462	    502656	    500742	    498733	    496645	    494498	    492309	    490098	    487881	    485675	    483495	    481350	    479251	    477202	    475205	    473262	    471367	    469518	    467706	    465922	    464159	    462406	    460654	    458893	    457116	
    434183	    451388	    469318	    484267	    493969	    497626	    490999	    490133	    487937	    484957	    481875	    475596	    476686	    478344	    477832	    476826	    474738	    482128	    461575	    450790	    452395	    445792	    448651	    449273	    464061	    499286	    515937	    532559	    548065	    552753	    546653	    549814	    556806	    562149	    565735	    565237	    563071	    548486	    550238	    551053	    551094	    548819	    541958	    541845	    542383	    542644	    542556	    542221	    542057	    542036	    542200	    542592	    543255	    544153	    545278	    546590	    547975	    549265	    550282	    550956	    551270	    551197	    550723	    549841	    548548	    546883	    544944	    542816	    540572	    538268	    535962	    533701	    531507	    529407	    527443	    525638	    523985	    522488	    521144	    519920	    518779	    517699	    516661	    515648	    514643	    513626	    512561	    511421	    510193	    508866	    507430	    505875	    504196	    502397	    500491	    498489	    496409	    494269	    492087	    489882	    487672	    485473	    483298	    481159	    479065	    477021	    475030	    473091	    471202	    469357	    467549	    465770	    464011	    462262	    460514	    458757	
    419448	    433477	    450639	    468532	    483445	    493116	    496748	    490542	    489156	    486450	    482729	    478759	    477395	    477988	    478715	    477430	    476072	    472797	    480126	    459559	    448765	    450409	    444107	    447026	    447702	    462533	    497792	    514384	    531028	    546549	    551258	    545205	    548563	    555565	    560784	    564543	    564648	    561888	    547211	    549011	    549874	    549963	    547728	    540909	    540831	    541402	    541696	    541639	    541334	    541199	    541206	    541396	    541812	    542499	    543420	    544567	    545899	    547304	    548613	    549649	    550342	    550673	    550618	    550160	    549295	    548019	    546370	    544447	    542334	    540105	    537815	    535523	    533275	    531094	    529007	    527054	    525260	    523619	    522132	    520798	    519583	    518451	    517380	    516351	    515346	    514349	    513340	    512282	    511150	    509929	    508609	    507180	    505631	    503958	    502166	    500266	    498270	    496196	    494061	    491885	    489685	    487480	    485286	    483116	    480982	    478892	    476853	    474866	    472931	    471045	    469204	    467400	    465624	    463869	    462123	    460378	
    410046	    418819	    432843	    449980	    467846	    482735	    492386	    495537	    490281	    488385	    485177	    480724	    481223	    479677	    479868	    479585	    477527	    474632	    471307	    478553	    457989	    447246	    449241	    443010	    445971	    446703	    461597	    496723	    513327	    529984	    545514	    550252	    544337	    547716	    554643	    559974	    564092	    563816	    560996	    546367	    548200	    549097	    549211	    547000	    540209	    540153	    540745	    541060	    541023	    540737	    540620	    540644	    540851	    541284	    541985	    542921	    544081	    545426	    546844	    548165	    549213	    549917	    550260	    550216	    549769	    548915	    547649	    546011	    544098	    541995	    539776	    537495	    535212	    532973	    530800	    528721	    526776	    524990	    523356	    521876	    520548	    519340	    518214	    517149	    516126	    515126	    514134	    513130	    512078	    510951	    509734	    508419	    506994	    505450	    503781	    501994	    500097	    498106	    496035	    493905	    491732	    489536	    487334	    485143	    482977	    480846	    478760	    476723	    474739	    472807	    470925	    469086	    467284	    465511	    463758	    462015	
    404526	    409474	    418265	    432274	    449393	    467241	    482113	    491294	    494437	    490136	    487736	    484031	    484051	    484133	    482480	    482191	    480906	    476517	    473569	    470178	    477368	    456857	    446567	    448616	    442432	    445438	    446240	    460972	    496089	    512695	    529359	    544909	    549709	    543825	    547189	    554172	    559626	    563562	    563271	    560475	    545879	    547732	    548641	    548768	    546570	    539794	    539750	    540353	    540678	    540651	    540376	    540268	    540302	    540517	    540957	    541667	    542609	    543777	    545128	    546553	    547880	    548934	    549644	    549993	    549955	    549514	    548666	    547406	    545774	    543866	    541770	    539556	    537280	    535003	    532769	    530601	    528526	    526586	    524804	    523174	    521698	    520374	    519169	    518047	    516986	    515966	    514970	    513981	    512980	    511931	    510806	    509593	    508280	    506859	    505317	    503651	    501866	    499972	    497983	    495916	    493787	    491617	    489424	    487224	    485036	    482871	    480743	    478658	    476624	    474642	    472712	    470831	    468994	    467194	    465423	    463671	
    400460	    403998	    408968	    417752	    431749	    448855	    466689	    480913	    490086	    493223	    489878	    486976	    487961	    487655	    487381	    485553	    484791	    480242	    475807	    472792	    469355	    476542	    456545	    446322	    448398	    442261	    445327	    445939	    460680	    495780	    512382	    529068	    544632	    549451	    543605	    546987	    553891	    559332	    563292	    563012	    560231	    545656	    547512	    548423	    548552	    546359	    539589	    539548	    540155	    540483	    540459	    540187	    540082	    540118	    540336	    540779	    541490	    542435	    543604	    544958	    546384	    547713	    548769	    549481	    549832	    549797	    549358	    548512	    547255	    545625	    543720	    541626	    539415	    537142	    534867	    532635	    530469	    528397	    526459	    524679	    523051	    521577	    520255	    519052	    517932	    516872	    515854	    514859	    513872	    512873	    511825	    510702	    509490	    508179	    506759	    505219	    503555	    501772	    499879	    497892	    495826	    493699	    491530	    489338	    487140	    484953	    482790	    480663	    478580	    476546	    474565	    472637	    470757	    468921	    467123	    465353	
