year,scenario,indicator,pitc_reduction_year,test_reduction,mean,upper_CI,lower_CI
2020,baseline,AIDSdeathsAdultF,2025,0,22217.4,22292.925000000003,22141.875
2020,baseline,AIDSdeathsAdultF,2025,100,22217.4,22292.925000000003,22141.875
2020,baseline,AIDSdeathsAdultF,2099,0,22217.4,22292.925000000003,22141.875
2020,baseline,AIDSdeathsAdultF,2099,100,22217.4,22292.925000000003,22141.875
2020,baseline,AIDSdeathsAdultM,2025,0,27649.2,27839.960000000003,27458.44
2020,baseline,AIDSdeathsAdultM,2025,100,27649.2,27839.960000000003,27458.44
2020,baseline,AIDSdeathsAdultM,2099,0,27649.2,27839.960000000003,27458.44
2020,baseline,AIDSdeathsAdultM,2099,100,27649.2,27839.960000000003,27458.44
2020,baseline,ARTcoverageAdult,2025,0,0.7072285,0.716108625,0.6983483749999999
2020,baseline,ARTcoverageAdult,2025,100,0.7072285,0.716108625,0.6983483749999999
2020,baseline,ARTcoverageAdult,2099,0,0.7072285,0.716108625,0.6983483749999999
2020,baseline,ARTcoverageAdult,2099,100,0.7072285,0.716108625,0.6983483749999999
2020,baseline,CondomUsage,2025,0,30.64698755145936,30.800234759650245,30.49374034326848
2020,baseline,CondomUsage,2025,100,30.64698755145936,30.800234759650245,30.49374034326848
2020,baseline,CondomUsage,2099,0,30.64698755145936,30.800234759650245,30.49374034326848
2020,baseline,CondomUsage,2099,100,30.64698755145936,30.800234759650245,30.49374034326848
2020,baseline,FSWCondomUsage,2025,0,80.82177220745463,81.13964491542188,80.50389949948737
2020,baseline,FSWCondomUsage,2025,100,80.82177220745463,81.13964491542188,80.50389949948737
2020,baseline,FSWCondomUsage,2099,0,80.82177220745463,81.13964491542188,80.50389949948737
2020,baseline,FSWCondomUsage,2099,100,80.82177220745463,81.13964491542188,80.50389949948737
2020,baseline,HIVinc15to49,2025,0,0.00671583,0.006735286,0.006696374
2020,baseline,HIVinc15to49,2025,100,0.00671583,0.006735286,0.006696374
2020,baseline,HIVinc15to49,2099,0,0.00671583,0.006735286,0.006696374
2020,baseline,HIVinc15to49,2099,100,0.00671583,0.006735286,0.006696374
2020,baseline,NewAdultHIV,2025,0,196344.5,196543.525,196145.475
2020,baseline,NewAdultHIV,2025,100,196344.5,196543.525,196145.475
