"indicator","intervention_year","scenario","parameter_set","test_reduction","cumulative"
"PctSexActsSW","2030","baseline",2,1,490.397271614982
"PctSexActsSW","2030","baseline",2,1.5,490.397271614982
"PctSexActsSW","2030","baseline",2,2,490.397271614982
"PctSexActsSW","2030","baseline",2,2.5,490.397271614982
"PctSexActsSW","2030","baseline",2,3,490.397271614982
"PctSexActsSW","2030","intervention",1,0,472.246054379708
"PctSexActsSW","2030","intervention",1,0.5,472.114475054794
"PctSexActsSW","2030","intervention",1,1,471.974648697815
"PctSexActsSW","2030","intervention",1,1.5,471.825734219247
"PctSexActsSW","2030","intervention",1,2,471.668098820114
"PctSexActsSW","2030","intervention",1,2.5,471.500793050186
"PctSexActsSW","2030","intervention",1,3,471.323544377096
"PctSexActsSW","2030","intervention",2,0,490.397271614982
"PctSexActsSW","2030","intervention",2,0.5,490.251840400123
"PctSexActsSW","2030","intervention",2,1,490.097550198249
"PctSexActsSW","2030","intervention",2,1.5,489.932634709453
"PctSexActsSW","2030","intervention",2,2,489.757571798787
"PctSexActsSW","2030","intervention",2,2.5,489.571470863266
"PctSexActsSW","2030","intervention",2,3,489.373338363947
"SWsexActs","2030","baseline",1,0,3189149000
"SWsexActs","2030","baseline",1,0.5,3189149000
"SWsexActs","2030","baseline",1,1,3189149000
"SWsexActs","2030","baseline",1,1.5,3189149000
"SWsexActs","2030","baseline",1,2,3189149000
"SWsexActs","2030","baseline",1,2.5,3189149000
"SWsexActs","2030","baseline",1,3,3189149000
"SWsexActs","2030","baseline",2,0,3191175000
"SWsexActs","2030","baseline",2,0.5,3191175000
"SWsexActs","2030","baseline",2,1,3191175000
"SWsexActs","2030","baseline",2,1.5,3191175000
"SWsexActs","2030","baseline",2,2,3191175000
"SWsexActs","2030","baseline",2,2.5,3191175000
"SWsexActs","2030","baseline",2,3,3191175000
"SWsexActs","2030","intervention",1,0,3189149000
"SWsexActs","2030","intervention",1,0.5,3187863000
"SWsexActs","2030","intervention",1,1,3186499000
"SWsexActs","2030","intervention",1,1.5,3185049000
"SWsexActs","2030","intervention",1,2,3183515000
"SWsexActs","2030","intervention",1,2.5,3181889000
"SWsexActs","2030","intervention",1,3,3180168000
"SWsexActs","2030","intervention",2,0,3191175000
"SWsexActs","2030","intervention",2,0.5,3189804000
"SWsexActs","2030","intervention",2,1,3188350000
"SWsexActs","2030","intervention",2,1.5,3186800000
"SWsexActs","2030","intervention",2,2,3185156000
"SWsexActs","2030","intervention",2,2.5,3183409000
"SWsexActs","2030","intervention",2,3,3181553000
"SWsexActsProt","2030","baseline",1,0,2590057000
"SWsexActsProt","2030","baseline",1,0.5,2590057000
"SWsexActsProt","2030","baseline",1,1,2590057000
"SWsexActsProt","2030","baseline",1,1.5,2590057000
"SWsexActsProt","2030","baseline",1,2,2590057000
"SWsexActsProt","2030","baseline",1,2.5,2590057000
"SWsexActsProt","2030","baseline",1,3,2590057000
"SWsexActsProt","2030","baseline",2,0,2570368000
"SWsexActsProt","2030","baseline",2,0.5,2570368000
"SWsexActsProt","2030","baseline",2,1,2570368000
"SWsexActsProt","2030","baseline",2,1.5,2570368000
"SWsexActsProt","2030","baseline",2,2,2570368000
"SWsexActsProt","2030","baseline",2,2.5,2570368000
"SWsexActsProt","2030","baseline",2,3,2570368000
"SWsexActsProt","2030","intervention",1,0,2590057000
"SWsexActsProt","2030","intervention",1,0.5,2375402000
"SWsexActsProt","2030","intervention",1,1,2160906000
"SWsexActsProt","2030","intervention",1,1.5,1946588900
"SWsexActsProt","2030","intervention",1,2,1732472800
"SWsexActsProt","2030","intervention",1,2.5,1518578500
"SWsexActsProt","2030","intervention",1,3,1304929500
"SWsexActsProt","2030","intervention",2,0,2570368000
"SWsexActsProt","2030","intervention",2,0.5,2357280000
"SWsexActsProt","2030","intervention",2,1,2144364900
"SWsexActsProt","2030","intervention",2,1.5,1931632200
"SWsexActsProt","2030","intervention",2,2,1719112700
"SWsexActsProt","2030","intervention",2,2.5,1506827300
"SWsexActsProt","2030","intervention",2,3,1294803600
"TotalAIDSdeathsadult","2030","baseline",1,0,869586.3
"TotalAIDSdeathsadult","2030","baseline",1,0.5,869586.3
"TotalAIDSdeathsadult","2030","baseline",1,1,869586.3
"TotalAIDSdeathsadult","2030","baseline",1,1.5,869586.3
"TotalAIDSdeathsadult","2030","baseline",1,2,869586.3
"TotalAIDSdeathsadult","2030","baseline",1,2.5,869586.3
"TotalAIDSdeathsadult","2030","baseline",1,3,869586.3
"TotalAIDSdeathsadult","2030","baseline",2,0,862083.2
"TotalAIDSdeathsadult","2030","baseline",2,0.5,862083.2
"TotalAIDSdeathsadult","2030","baseline",2,1,862083.2
"TotalAIDSdeathsadult","2030","baseline",2,1.5,862083.2
"TotalAIDSdeathsadult","2030","baseline",2,2,862083.2
"TotalAIDSdeathsadult","2030","baseline",2,2.5,862083.2
"TotalAIDSdeathsadult","2030","baseline",2,3,862083.2
"TotalAIDSdeathsadult","2030","intervention",1,0,869586.3
"TotalAIDSdeathsadult","2030","intervention",1,0.5,875995.7
"TotalAIDSdeathsadult","2030","intervention",1,1,882757
"TotalAIDSdeathsadult","2030","intervention",1,1.5,889893.5
"TotalAIDSdeathsadult","2030","intervention",1,2,897428.9
"TotalAIDSdeathsadult","2030","intervention",1,2.5,905388.1
"TotalAIDSdeathsadult","2030","intervention",1,3,913795
"TotalAIDSdeathsadult","2030","intervention",2,0,862083.2
"TotalAIDSdeathsadult","2030","intervention",2,0.5,868429.9
"TotalAIDSdeathsadult","2030","intervention",2,1,875148.1
"TotalAIDSdeathsadult","2030","intervention",2,1.5,882263.5
"TotalAIDSdeathsadult","2030","intervention",2,2,889800.3
"TotalAIDSdeathsadult","2030","intervention",2,2.5,897786.8
"TotalAIDSdeathsadult","2030","intervention",2,3,906249.5
"TotalHIVtests","2030","baseline",1,0,508126100
"TotalHIVtests","2030","baseline",1,0.5,508126100
"TotalHIVtests","2030","baseline",1,1,508126100
"TotalHIVtests","2030","baseline",1,1.5,508126100
"TotalHIVtests","2030","baseline",1,2,508126100
"TotalHIVtests","2030","baseline",1,2.5,508126100
"TotalHIVtests","2030","baseline",1,3,508126100
"TotalHIVtests","2030","baseline",2,0,415553500
"TotalHIVtests","2030","baseline",2,0.5,415553500
"TotalHIVtests","2030","baseline",2,1,415553500
"TotalHIVtests","2030","baseline",2,1.5,415553500
"TotalHIVtests","2030","baseline",2,2,415553500
"TotalHIVtests","2030","baseline",2,2.5,415553500
"TotalHIVtests","2030","baseline",2,3,415553500
"TotalHIVtests","2030","intervention",1,0,508126100
"TotalHIVtests","2030","intervention",1,0.5,507433000
"TotalHIVtests","2030","intervention",1,1,506698300
"TotalHIVtests","2030","intervention",1,1.5,505919300
"TotalHIVtests","2030","intervention",1,2,505092300
"TotalHIVtests","2030","intervention",1,2.5,504213200
"TotalHIVtests","2030","intervention",1,3,503279900
"TotalHIVtests","2030","intervention",2,0,415553500
"TotalHIVtests","2030","intervention",2,0.5,415001300
"TotalHIVtests","2030","intervention",2,1,414416600
"TotalHIVtests","2030","intervention",2,1.5,413796000
"TotalHIVtests","2030","intervention",2,2,413137700
"TotalHIVtests","2030","intervention",2,2.5,412438700
"TotalHIVtests","2030","intervention",2,3,411696000
"TotProtSexActs","2030","baseline",1,0,4779288000
"TotProtSexActs","2030","baseline",1,0.5,4779288000
"TotProtSexActs","2030","baseline",1,1,4779288000
"TotProtSexActs","2030","baseline",1,1.5,4779288000
"TotProtSexActs","2030","baseline",1,2,4779288000
"TotProtSexActs","2030","baseline",1,2.5,4779288000
"TotProtSexActs","2030","baseline",1,3,4779288000
"TotProtSexActs","2030","baseline",2,0,4578025000
"TotProtSexActs","2030","baseline",2,0.5,4578025000
"TotProtSexActs","2030","baseline",2,1,4578025000
"TotProtSexActs","2030","baseline",2,1.5,4578025000
"TotProtSexActs","2030","baseline",2,2,4578025000
"TotProtSexActs","2030","baseline",2,2.5,4578025000
"TotProtSexActs","2030","baseline",2,3,4578025000
"TotProtSexActs","2030","intervention",1,0,4779288000
"TotProtSexActs","2030","intervention",1,0.5,4387825000
"TotProtSexActs","2030","intervention",1,1,3996533000
"TotProtSexActs","2030","intervention",1,1.5,3605424000
"TotProtSexActs","2030","intervention",1,2,3214528000
"TotProtSexActs","2030","intervention",1,2.5,2823865300
"TotProtSexActs","2030","intervention",1,3,2433459200
"TotProtSexActs","2030","intervention",2,0,4578025000
"TotProtSexActs","2030","intervention",2,0.5,4203066000
"TotProtSexActs","2030","intervention",2,1,3828287000
"TotProtSexActs","2030","intervention",2,1.5,3453701000
"TotProtSexActs","2030","intervention",2,2,3079340000
"TotProtSexActs","2030","intervention",2,2.5,2705215000
"TotProtSexActs","2030","intervention",2,3,2331366500
"TotSexActs","2030","baseline",1,0,14157971000
"TotSexActs","2030","baseline",1,0.5,14157971000
"TotSexActs","2030","baseline",1,1,14157971000
"TotSexActs","2030","baseline",1,1.5,14157971000
"TotSexActs","2030","baseline",1,2,14157971000
"TotSexActs","2030","baseline",1,2.5,14157971000
"TotSexActs","2030","baseline",1,3,14157971000
"TotSexActs","2030","baseline",2,0,13643102000
"TotSexActs","2030","baseline",2,0.5,13643102000
"TotSexActs","2030","baseline",2,1,13643102000
"TotSexActs","2030","baseline",2,1.5,13643102000
"TotSexActs","2030","baseline",2,2,13643102000
"TotSexActs","2030","baseline",2,2.5,13643102000
"TotSexActs","2030","baseline",2,3,13643102000
"TotSexActs","2030","intervention",1,0,14157971000
"TotSexActs","2030","intervention",1,0.5,14156341000
"TotSexActs","2030","intervention",1,1,14154622000
"TotSexActs","2030","intervention",1,1.5,14152805000
"TotSexActs","2030","intervention",1,2,14150887000
"TotSexActs","2030","intervention",1,2.5,14148863000
"TotSexActs","2030","intervention",1,3,14146727000
"TotSexActs","2030","intervention",2,0,13643102000
"TotSexActs","2030","intervention",2,0.5,13641422000
"TotSexActs","2030","intervention",2,1,13639644000
"TotSexActs","2030","intervention",2,1.5,13637763000
"TotSexActs","2030","intervention",2,2,13635774000
"TotSexActs","2030","intervention",2,2.5,13633664000
"TotSexActs","2030","intervention",2,3,13631435000
"CondomUsage","2035","baseline",1,0,720.647375725306
"CondomUsage","2035","baseline",1,0.5,720.647375725306
"CondomUsage","2035","baseline",1,1,720.647375725306
"CondomUsage","2035","baseline",1,1.5,720.647375725306
"CondomUsage","2035","baseline",1,2,720.647375725306
"CondomUsage","2035","baseline",1,2.5,720.647375725306
"CondomUsage","2035","baseline",1,3,720.647375725306
"CondomUsage","2035","baseline",2,0,717.336679293093
"CondomUsage","2035","baseline",2,0.5,717.336679293093
"CondomUsage","2035","baseline",2,1,717.336679293093
"CondomUsage","2035","baseline",2,1.5,717.336679293093
"CondomUsage","2035","baseline",2,2,717.336679293093
"CondomUsage","2035","baseline",2,2.5,717.336679293093
"CondomUsage","2035","baseline",2,3,717.336679293093
"CondomUsage","2035","intervention",1,0,720.647375725306
"CondomUsage","2035","intervention",1,0.5,644.395013429368
"CondomUsage","2035","intervention",1,1,568.162153959761
"CondomUsage","2035","intervention",1,1.5,491.951807495186
"CondomUsage","2035","intervention",1,2,415.768632075919
"CondomUsage","2035","intervention",1,2.5,339.617537555116
"CondomUsage","2035","intervention",1,3,263.503357990241
"CondomUsage","2035","intervention",2,0,717.336679293093
"CondomUsage","2035","intervention",2,0.5,641.383734118065
"CondomUsage","2035","intervention",2,1,565.452677460044
"CondomUsage","2035","intervention",2,1.5,489.546586417936
"CondomUsage","2035","intervention",2,2,413.671224949577
"CondomUsage","2035","intervention",2,2.5,337.830932693872
"CondomUsage","2035","intervention",2,3,262.032991865443
"FSWCondomUsage","2035","baseline",1,0,1705.50680774731
"FSWCondomUsage","2035","baseline",1,0.5,1705.50680774731
"FSWCondomUsage","2035","baseline",1,1,1705.50680774731
"FSWCondomUsage","2035","baseline",1,1.5,1705.50680774731
"FSWCondomUsage","2035","baseline",1,2,1705.50680774731
"FSWCondomUsage","2035","baseline",1,2.5,1705.50680774731
"FSWCondomUsage","2035","baseline",1,3,1705.50680774731
"FSWCondomUsage","2035","baseline",2,0,1691.46822748291
"FSWCondomUsage","2035","baseline",2,0.5,1691.46822748291
"FSWCondomUsage","2035","baseline",2,1,1691.46822748291
"FSWCondomUsage","2035","baseline",2,1.5,1691.46822748291
"FSWCondomUsage","2035","baseline",2,2,1691.46822748291
"FSWCondomUsage","2035","baseline",2,2.5,1691.46822748291
"FSWCondomUsage","2035","baseline",2,3,1691.46822748291
"FSWCondomUsage","2035","intervention",1,0,1705.50680774731
"FSWCondomUsage","2035","intervention",1,0.5,1526.4301084541
"FSWCondomUsage","2035","intervention",1,1,1347.35091758603
"FSWCondomUsage","2035","intervention",1,1.5,1168.27349329786
"FSWCondomUsage","2035","intervention",1,2,989.19469428782
"FSWCondomUsage","2035","intervention",1,2.5,810.116189250316
"FSWCondomUsage","2035","intervention",1,3,631.037633003422
"FSWCondomUsage","2035","intervention",2,0,1691.46822748291
"FSWCondomUsage","2035","intervention",2,0.5,1513.86365003048
"FSWCondomUsage","2035","intervention",2,1,1336.2608050743
"FSWCondomUsage","2035","intervention",2,1.5,1158.65612056152
"FSWCondomUsage","2035","intervention",2,2,981.052014146061
"FSWCondomUsage","2035","intervention",2,2.5,803.44711138411
"FSWCondomUsage","2035","intervention",2,3,625.843784311657
"NewAdultHIV","2035","baseline",1,0,1724880.1
"NewAdultHIV","2035","baseline",1,0.5,1724880.1
"NewAdultHIV","2035","baseline",1,1,1724880.1
"NewAdultHIV","2035","baseline",1,1.5,1724880.1
"NewAdultHIV","2035","baseline",1,2,1724880.1
"NewAdultHIV","2035","baseline",1,2.5,1724880.1
"NewAdultHIV","2035","baseline",1,3,1724880.1
"NewAdultHIV","2035","baseline",2,0,1629118.9
"NewAdultHIV","2035","baseline",2,0.5,1629118.9
"NewAdultHIV","2035","baseline",2,1,1629118.9
"NewAdultHIV","2035","baseline",2,1.5,1629118.9
"NewAdultHIV","2035","baseline",2,2,1629118.9
"NewAdultHIV","2035","baseline",2,2.5,1629118.9
"NewAdultHIV","2035","baseline",2,3,1629118.9
"NewAdultHIV","2035","intervention",1,0,1724880.1
"NewAdultHIV","2035","intervention",1,0.5,1870235.1
"NewAdultHIV","2035","intervention",1,1,2036611.4
"NewAdultHIV","2035","intervention",1,1.5,2227523.6
"NewAdultHIV","2035","intervention",1,2,2446859
"NewAdultHIV","2035","intervention",1,2.5,2698745
"NewAdultHIV","2035","intervention",1,3,2987248
"NewAdultHIV","2035","intervention",2,0,1629118.9
"NewAdultHIV","2035","intervention",2,0.5,1769425.4
"NewAdultHIV","2035","intervention",2,1,1930763.8
"NewAdultHIV","2035","intervention",2,1.5,2116713.5
"NewAdultHIV","2035","intervention",2,2,2331280
"NewAdultHIV","2035","intervention",2,2.5,2578760
"NewAdultHIV","2035","intervention",2,3,2863471
"NonFSWCondomUsage","2035","baseline",1,0,420.614346593514
"NonFSWCondomUsage","2035","baseline",1,0.5,420.614346593514
"NonFSWCondomUsage","2035","baseline",1,1,420.614346593514
"NonFSWCondomUsage","2035","baseline",1,1.5,420.614346593514
"NonFSWCondomUsage","2035","baseline",1,2,420.614346593514
"NonFSWCondomUsage","2035","baseline",1,2.5,420.614346593514
"NonFSWCondomUsage","2035","baseline",1,3,420.614346593514
"NonFSWCondomUsage","2035","baseline",2,0,404.731006413566
"NonFSWCondomUsage","2035","baseline",2,0.5,404.731006413566
"NonFSWCondomUsage","2035","baseline",2,1,404.731006413566
"NonFSWCondomUsage","2035","baseline",2,1.5,404.731006413566
"NonFSWCondomUsage","2035","baseline",2,2,404.731006413566
"NonFSWCondomUsage","2035","baseline",2,2.5,404.731006413566
"NonFSWCondomUsage","2035","baseline",2,3,404.731006413566
"NonFSWCondomUsage","2035","intervention",1,0,420.614346593514
"NonFSWCondomUsage","2035","intervention",1,0.5,376.403574552476
"NonFSWCondomUsage","2035","intervention",1,1,332.191131295584
"NonFSWCondomUsage","2035","intervention",1,1.5,287.975488264414
"NonFSWCondomUsage","2035","intervention",1,2,243.757312335864
"NonFSWCondomUsage","2035","intervention",1,2.5,199.536831861182
"NonFSWCondomUsage","2035","intervention",1,3,155.313388500038
"NonFSWCondomUsage","2035","intervention",2,0,404.731006413566
"NonFSWCondomUsage","2035","intervention",2,0.5,362.190797975572
"NonFSWCondomUsage","2035","intervention",2,1,319.648456148564
"NonFSWCondomUsage","2035","intervention",2,1.5,277.104151080244
"NonFSWCondomUsage","2035","intervention",2,2,234.557852547096
"NonFSWCondomUsage","2035","intervention",2,2.5,192.008404180819
"NonFSWCondomUsage","2035","intervention",2,3,149.456915331501
"PctProtSexActsSW","2035","baseline",1,0,1159.91625704489
"PctProtSexActsSW","2035","baseline",1,0.5,1159.91625704489
"PctProtSexActsSW","2035","baseline",1,1,1159.91625704489
"PctProtSexActsSW","2035","baseline",1,1.5,1159.91625704489
"PctProtSexActsSW","2035","baseline",1,2,1159.91625704489
"PctProtSexActsSW","2035","baseline",1,2.5,1159.91625704489
"PctProtSexActsSW","2035","baseline",1,3,1159.91625704489
"PctProtSexActsSW","2035","baseline",2,0,1202.30812882282
"PctProtSexActsSW","2035","baseline",2,0.5,1202.30812882282
"PctProtSexActsSW","2035","baseline",2,1,1202.30812882282
"PctProtSexActsSW","2035","baseline",2,1.5,1202.30812882282
"PctProtSexActsSW","2035","baseline",2,2,1202.30812882282
"PctProtSexActsSW","2035","baseline",2,2.5,1202.30812882282
"PctProtSexActsSW","2035","baseline",2,3,1202.30812882282
"PctProtSexActsSW","2035","intervention",1,0,1159.91625704489
"PctProtSexActsSW","2035","intervention",1,0.5,1159.63097972207
"PctProtSexActsSW","2035","intervention",1,1,1159.31989311009
"PctProtSexActsSW","2035","intervention",1,1.5,1158.9829950864
"PctProtSexActsSW","2035","intervention",1,2,1158.61786694811
"PctProtSexActsSW","2035","intervention",1,2.5,1158.22058029336
"PctProtSexActsSW","2035","intervention",1,3,1157.79033551486
"PctProtSexActsSW","2035","intervention",2,0,1202.30812882282
"PctProtSexActsSW","2035","intervention",2,0.5,1202.00680453912
"PctProtSexActsSW","2035","intervention",2,1,1201.67969858181
"PctProtSexActsSW","2035","intervention",2,1.5,1201.32137329768
"PctProtSexActsSW","2035","intervention",2,2,1200.93054630187
"PctProtSexActsSW","2035","intervention",2,2.5,1200.50660150708
"PctProtSexActsSW","2035","intervention",2,3,1200.04418735978
"PctSexActsSW","2035","baseline",1,0,490.400076788149
"PctSexActsSW","2035","baseline",1,0.5,490.400076788149
"PctSexActsSW","2035","baseline",1,1,490.400076788149
"PctSexActsSW","2035","baseline",1,1.5,490.400076788149
"PctSexActsSW","2035","baseline",1,2,490.400076788149
"PctSexActsSW","2035","baseline",1,2.5,490.400076788149
"PctSexActsSW","2035","baseline",1,3,490.400076788149
"PctSexActsSW","2035","baseline",2,0,510.216531114392
"PctSexActsSW","2035","baseline",2,0.5,510.216531114392
"PctSexActsSW","2035","baseline",2,1,510.216531114392
"PctSexActsSW","2035","baseline",2,1.5,510.216531114392
"PctSexActsSW","2035","baseline",2,2,510.216531114392
"PctSexActsSW","2035","baseline",2,2.5,510.216531114392
"PctSexActsSW","2035","baseline",2,3,510.216531114392
"PctSexActsSW","2035","intervention",1,0,490.400076788149
"PctSexActsSW","2035","intervention",1,0.5,490.198096701326
"PctSexActsSW","2035","intervention",1,1,489.978585752443
"PctSexActsSW","2035","intervention",1,1.5,489.738827482343
"PctSexActsSW","2035","intervention",1,2,489.478717409314
"PctSexActsSW","2035","intervention",1,2.5,489.19548762925
"PctSexActsSW","2035","intervention",1,3,488.888171356031
"PctSexActsSW","2035","intervention",2,0,510.216531114392
"PctSexActsSW","2035","intervention",2,0.5,509.994295679902
"PctSexActsSW","2035","intervention",2,1,509.751864908069
"PctSexActsSW","2035","intervention",2,1.5,509.486381143157
"PctSexActsSW","2035","intervention",2,2,509.196579597103
"PctSexActsSW","2035","intervention",2,2.5,508.880559455519
"PctSexActsSW","2035","intervention",2,3,508.53587752665
"SWsexActs","2035","baseline",1,0,3395602000
"SWsexActs","2035","baseline",1,0.5,3395602000
"SWsexActs","2035","baseline",1,1,3395602000
"SWsexActs","2035","baseline",1,1.5,3395602000
"SWsexActs","2035","baseline",1,2,3395602000
"SWsexActs","2035","baseline",1,2.5,3395602000
"SWsexActs","2035","baseline",1,3,3395602000
"SWsexActs","2035","baseline",2,0,3397386000
"SWsexActs","2035","baseline",2,0.5,3397386000
"SWsexActs","2035","baseline",2,1,3397386000
"SWsexActs","2035","baseline",2,1.5,3397386000
"SWsexActs","2035","baseline",2,2,3397386000
"SWsexActs","2035","baseline",2,2.5,3397386000
"SWsexActs","2035","baseline",2,3,3397386000
"SWsexActs","2035","intervention",1,0,3395602000
"SWsexActs","2035","intervention",1,0.5,3393569000
"SWsexActs","2035","intervention",1,1,3391362000
"SWsexActs","2035","intervention",1,1.5,3388958000
"SWsexActs","2035","intervention",1,2,3386351000
"SWsexActs","2035","intervention",1,2.5,3383518000
"SWsexActs","2035","intervention",1,3,3380447000
"SWsexActs","2035","intervention",2,0,3397386000
"SWsexActs","2035","intervention",2,0.5,3395219000
"SWsexActs","2035","intervention",2,1,3392859000
"SWsexActs","2035","intervention",2,1.5,3390283000
"SWsexActs","2035","intervention",2,2,3387475000
"SWsexActs","2035","intervention",2,2.5,3384417000
"SWsexActs","2035","intervention",2,3,3381088000
"SWsexActsProt","2035","baseline",1,0,2757725000
"SWsexActsProt","2035","baseline",1,0.5,2757725000
"SWsexActsProt","2035","baseline",1,1,2757725000
"SWsexActsProt","2035","baseline",1,1.5,2757725000
"SWsexActsProt","2035","baseline",1,2,2757725000
"SWsexActsProt","2035","baseline",1,2.5,2757725000
"SWsexActsProt","2035","baseline",1,3,2757725000
"SWsexActsProt","2035","baseline",2,0,2736462000
"SWsexActsProt","2035","baseline",2,0.5,2736462000
"SWsexActsProt","2035","baseline",2,1,2736462000
"SWsexActsProt","2035","baseline",2,1.5,2736462000
"SWsexActsProt","2035","baseline",2,2,2736462000
"SWsexActsProt","2035","baseline",2,2.5,2736462000
"SWsexActsProt","2035","baseline",2,3,2736462000
"SWsexActsProt","2035","intervention",1,0,2757725000
"SWsexActsProt","2035","intervention",1,0.5,2460487000
"SWsexActsProt","2035","intervention",1,1,2163536000
"SWsexActsProt","2035","intervention",1,1.5,1866923300
"SWsexActsProt","2035","intervention",1,2,1570705100
"SWsexActsProt","2035","intervention",1,2.5,1274943500
"SWsexActsProt","2035","intervention",1,3,979708600
"SWsexActsProt","2035","intervention",2,0,2736462000
"SWsexActsProt","2035","intervention",2,0.5,2441432000
"SWsexActsProt","2035","intervention",2,1,2146707900
"SWsexActsProt","2035","intervention",2,1.5,1852334300
"SWsexActsProt","2035","intervention",2,2,1558377900
"SWsexActsProt","2035","intervention",2,2.5,1264906400
"SWsexActsProt","2035","intervention",2,3,971998900
"TotalAIDSdeathsadult","2035","baseline",1,0,829044.7
"TotalAIDSdeathsadult","2035","baseline",1,0.5,829044.7
"TotalAIDSdeathsadult","2035","baseline",1,1,829044.7
"TotalAIDSdeathsadult","2035","baseline",1,1.5,829044.7
"TotalAIDSdeathsadult","2035","baseline",1,2,829044.7
"TotalAIDSdeathsadult","2035","baseline",1,2.5,829044.7
"TotalAIDSdeathsadult","2035","baseline",1,3,829044.7
"TotalAIDSdeathsadult","2035","baseline",2,0,818397.6
"TotalAIDSdeathsadult","2035","baseline",2,0.5,818397.6
"TotalAIDSdeathsadult","2035","baseline",2,1,818397.6
"TotalAIDSdeathsadult","2035","baseline",2,1.5,818397.6
"TotalAIDSdeathsadult","2035","baseline",2,2,818397.6
"TotalAIDSdeathsadult","2035","baseline",2,2.5,818397.6
"TotalAIDSdeathsadult","2035","baseline",2,3,818397.6
"TotalAIDSdeathsadult","2035","intervention",1,0,829044.7
"TotalAIDSdeathsadult","2035","intervention",1,0.5,838731.3
"TotalAIDSdeathsadult","2035","intervention",1,1,849173.1
"TotalAIDSdeathsadult","2035","intervention",1,1.5,860445.3
"TotalAIDSdeathsadult","2035","intervention",1,2,872627.1
"TotalAIDSdeathsadult","2035","intervention",1,2.5,885800.1
"TotalAIDSdeathsadult","2035","intervention",1,3,900043.4
"TotalAIDSdeathsadult","2035","intervention",2,0,818397.6
"TotalAIDSdeathsadult","2035","intervention",2,0.5,828009.7
"TotalAIDSdeathsadult","2035","intervention",2,1,838418.5
"TotalAIDSdeathsadult","2035","intervention",2,1.5,849705.3
"TotalAIDSdeathsadult","2035","intervention",2,2,861955.6
"TotalAIDSdeathsadult","2035","intervention",2,2.5,875259.2
"TotalAIDSdeathsadult","2035","intervention",2,3,889704.4
"TotalHIVtests","2035","baseline",1,0,531821200
"TotalHIVtests","2035","baseline",1,0.5,531821200
"TotalHIVtests","2035","baseline",1,1,531821200
"TotalHIVtests","2035","baseline",1,1.5,531821200
"TotalHIVtests","2035","baseline",1,2,531821200
"TotalHIVtests","2035","baseline",1,2.5,531821200
"TotalHIVtests","2035","baseline",1,3,531821200
"TotalHIVtests","2035","baseline",2,0,434242500
"TotalHIVtests","2035","baseline",2,0.5,434242500
"TotalHIVtests","2035","baseline",2,1,434242500
"TotalHIVtests","2035","baseline",2,1.5,434242500
"TotalHIVtests","2035","baseline",2,2,434242500
"TotalHIVtests","2035","baseline",2,2.5,434242500
"TotalHIVtests","2035","baseline",2,3,434242500
"TotalHIVtests","2035","intervention",1,0,531821200
"TotalHIVtests","2035","intervention",1,0.5,530767700
"TotalHIVtests","2035","intervention",1,1,529625200
"TotalHIVtests","2035","intervention",1,1.5,528384300
"TotalHIVtests","2035","intervention",1,2,527034600
"TotalHIVtests","2035","intervention",1,2.5,525564800
"TotalHIVtests","2035","intervention",1,3,523964700
"TotalHIVtests","2035","intervention",2,0,434242500
"TotalHIVtests","2035","intervention",2,0.5,433396300
"TotalHIVtests","2035","intervention",2,1,432479900
"TotalHIVtests","2035","intervention",2,1.5,431485000
"TotalHIVtests","2035","intervention",2,2,430404300
"TotalHIVtests","2035","intervention",2,2.5,429228600
"TotalHIVtests","2035","intervention",2,3,427949100
"TotProtSexActs","2035","baseline",1,0,4986361000
"TotProtSexActs","2035","baseline",1,0.5,4986361000
"TotProtSexActs","2035","baseline",1,1,4986361000
"TotProtSexActs","2035","baseline",1,1.5,4986361000
"TotProtSexActs","2035","baseline",1,2,4986361000
"TotProtSexActs","2035","baseline",1,2.5,4986361000
"TotProtSexActs","2035","baseline",1,3,4986361000
"TotProtSexActs","2035","baseline",2,0,4773427000
"TotProtSexActs","2035","baseline",2,0.5,4773427000
"TotProtSexActs","2035","baseline",2,1,4773427000
"TotProtSexActs","2035","baseline",2,1.5,4773427000
"TotProtSexActs","2035","baseline",2,2,4773427000
"TotProtSexActs","2035","baseline",2,2.5,4773427000
"TotProtSexActs","2035","baseline",2,3,4773427000
"TotProtSexActs","2035","intervention",1,0,4986361000
"TotProtSexActs","2035","intervention",1,0.5,4453984000
"TotProtSexActs","2035","intervention",1,1,3921907000
"TotProtSexActs","2035","intervention",1,1.5,3390177000
"TotProtSexActs","2035","intervention",1,2,2858854400
"TotProtSexActs","2035","intervention",1,2.5,2328006800
"TotProtSexActs","2035","intervention",1,3,1797703500
"TotProtSexActs","2035","intervention",2,0,4773427000
"TotProtSexActs","2035","intervention",2,0.5,4263723000
"TotProtSexActs","2035","intervention",2,1,3754335000
"TotProtSexActs","2035","intervention",2,1.5,3245312000
"TotProtSexActs","2035","intervention",2,2,2736721000
"TotProtSexActs","2035","intervention",2,2.5,2228626600
"TotProtSexActs","2035","intervention",2,3,1721117100
"TotSexActs","2035","baseline",1,0,14522006000
"TotSexActs","2035","baseline",1,0.5,14522006000
"TotSexActs","2035","baseline",1,1,14522006000
"TotSexActs","2035","baseline",1,1.5,14522006000
"TotSexActs","2035","baseline",1,2,14522006000
