"indicator","year","parameter_set","value"
"MarriedM17to49",1985,"1",3056610
"MarriedM17to49",1985,"2",3056610
"MarriedM17to49",1986,"1",3124690
"MarriedM17to49",1986,"2",3124690
"MarriedM17to49",1987,"1",3187720
"MarriedM17to49",1987,"2",3187730
"MarriedM17to49",1988,"1",3247610
"MarriedM17to49",1988,"2",3247610
"MarriedM17to49",1989,"1",3305610
"MarriedM17to49",1989,"2",3305610
"MarriedM17to49",1990,"1",3363390
"MarriedM17to49",1990,"2",3363370
"MarriedM17to49",1991,"1",3421940
"MarriedM17to49",1991,"2",3421880
"MarriedM17to49",1992,"1",3529220
"MarriedM17to49",1992,"2",3529060
"MarriedM17to49",1993,"1",3638130
"MarriedM17to49",1993,"2",3637800
"MarriedM17to49",1994,"1",3746580
"MarriedM17to49",1994,"2",3745970
"MarriedM17to49",1995,"1",3851790
"MarriedM17to49",1995,"2",3850810
"MarriedM17to49",1996,"1",3951440
"MarriedM17to49",1996,"2",3950040
"MarriedM17to49",1997,"1",4002330
"MarriedM17to49",1997,"2",4000520
"MarriedM17to49",1998,"1",4044900
"MarriedM17to49",1998,"2",4042780
"MarriedM17to49",1999,"1",4080010
"MarriedM17to49",1999,"2",4077800
"MarriedM17to49",2000,"1",4108160
"MarriedM17to49",2000,"2",4106160
"MarriedM17to49",2001,"1",4130390
"MarriedM17to49",2001,"2",4128990
"MarriedM17to49",2002,"1",4167310
"MarriedM17to49",2002,"2",4166990
"MarriedM17to49",2003,"1",4196530
"MarriedM17to49",2003,"2",4197790
"MarriedM17to49",2004,"1",4217540
"MarriedM17to49",2004,"2",4220840
"MarriedM17to49",2005,"1",4231690
"MarriedM17to49",2005,"2",4237260
"MarriedM17to49",2006,"1",4243020
"MarriedM17to49",2006,"2",4251280
"MarriedM17to49",2007,"1",4264610
"MarriedM17to49",2007,"2",4275870
"MarriedM17to49",2008,"1",4291190
"MarriedM17to49",2008,"2",4305540
"MarriedM17to49",2009,"1",4322970
"MarriedM17to49",2009,"2",4340020
"MarriedM17to49",2010,"1",4360510
"MarriedM17to49",2010,"2",4379550
"MarriedM17to49",2011,"1",4405660
"MarriedM17to49",2011,"2",4425660
"MarriedM17to49",2012,"1",4454080
"MarriedM17to49",2012,"2",4473920
"MarriedM17to49",2013,"1",4507080
"MarriedM17to49",2013,"2",4525910
"MarriedM17to49",2014,"1",4562610
"MarriedM17to49",2014,"2",4579970
"MarriedM17to49",2015,"1",4619530
"MarriedM17to49",2015,"2",4635210
"MarriedM17to49",2016,"1",4677010
"MarriedM17to49",2016,"2",4690940
"MarriedM17to49",2017,"1",4731050
"MarriedM17to49",2017,"2",4743170
"MarriedM17to49",2018,"1",4784900
"MarriedM17to49",2018,"2",4795220
"MarriedM17to49",2019,"1",4839400
"MarriedM17to49",2019,"2",4847940
"MarriedM17to49",2020,"1",4886100
"MarriedM17to49",2020,"2",4892920
"MarriedM17to49",2021,"1",4903420
"MarriedM17to49",2021,"2",4908620
"MarriedM17to49",2022,"1",4918000
"MarriedM17to49",2022,"2",4921710
"MarriedM17to49",2023,"1",4931040
"MarriedM17to49",2023,"2",4933440
"MarriedM17to49",2024,"1",4940100
"MarriedM17to49",2024,"2",4941340
"MarriedM17to49",2025,"1",4946480
"MarriedM17to49",2025,"2",4946800
"MarriedM17to49",2026,"1",4950950
"MarriedM17to49",2026,"2",4950550
"MarriedM17to49",2027,"1",4950230
"MarriedM17to49",2027,"2",4949320
"MarriedM17to49",2028,"1",4943300
"MarriedM17to49",2028,"2",4942050
"MarriedM17to49",2029,"1",4927880
"MarriedM17to49",2029,"2",4926480
"MarriedM17to49",2030,"1",4900940
"MarriedM17to49",2030,"2",4899530
"MarriedM17to49",2031,"1",4860540
"MarriedM17to49",2031,"2",4859260
"MarriedM17to49",2032,"1",4806170
"MarriedM17to49",2032,"2",4805130
"MarriedM17to49",2033,"1",4739530
"MarriedM17to49",2033,"2",4738820
"MarriedM17to49",2034,"1",4663750
"MarriedM17to49",2034,"2",4663430
"MarriedM17to49",2035,"1",4582610
"MarriedM17to49",2035,"2",4582720
"MarriedM17to49",2036,"1",4494390
"MarriedM17to49",2036,"2",4494980
"MarriedM17to49",2037,"1",4406860
"MarriedM17to49",2037,"2",4407960
"MarriedM17to49",2038,"1",4320870
"MarriedM17to49",2038,"2",4322510
"MarriedM17to49",2039,"1",4237460
"MarriedM17to49",2039,"2",4239710
"MarriedM17to49",2040,"1",4157220
"MarriedM17to49",2040,"2",4160110
"MarriedM17to49",2041,"1",4081190
"MarriedM17to49",2041,"2",4084740
"MarriedM17to49",2042,"1",4009350
"MarriedM17to49",2042,"2",4013550
"MarriedM17to49",2043,"1",3942150
"MarriedM17to49",2043,"2",3946940
"MarriedM17to49",2044,"1",3879560
"MarriedM17to49",2044,"2",3884860
"MarriedM17to49",2045,"1",3820700
"MarriedM17to49",2045,"2",3826360
"MarriedM17to49",2046,"1",3765470
"MarriedM17to49",2046,"2",3771360
"MarriedM17to49",2047,"1",3708470
"MarriedM17to49",2047,"2",3714430
"MarriedM17to49",2048,"1",3662850
"MarriedM17to49",2048,"2",3668750
"MarriedM17to49",2049,"1",3623860
"MarriedM17to49",2049,"2",3629560
"MarriedM17to49",2050,"1",3585680
"MarriedM17to49",2050,"2",3591070
"MarriedM17to49",2051,"1",3552200
"MarriedM17to49",2051,"2",3557180
"MarriedM17to49",2052,"1",3519080
