indicator,pitc_reduction_year,test_reduction,scenario,mean,upper_CI,lower_CI
NewAdultHIV,2050,20,absolute_dif,0,0,0
NewAdultHIV,2050,20,baseline,2052443.75,2146859.6425,1958027.8575000002
NewAdultHIV,2050,20,intervention,2052443.75,2146859.6425,1958027.8575000002
NewAdultHIV,2050,20,percent_change,0,0,0
SWsexActs,2050,20,absolute_dif,0,0,0
SWsexActs,2050,20,baseline,9864752500,9868275575,9861229425
SWsexActs,2050,20,intervention,9864752500,9868275575,9861229425
SWsexActs,2050,20,percent_change,0,0,0
SWsexActsProt,2050,20,absolute_dif,0,0,0
SWsexActsProt,2050,20,baseline,7978662500,8012839225,7944485775
SWsexActsProt,2050,20,intervention,7978662500,8012839225,7944485775
SWsexActsProt,2050,20,percent_change,0,0,0
TotalAIDSdeathsadult,2050,20,absolute_dif,0,0,0
TotalAIDSdeathsadult,2050,20,baseline,1100588.645,1134657.62575,1066519.6642500001
TotalAIDSdeathsadult,2050,20,intervention,1100588.645,1134657.62575,1066519.6642500001
TotalAIDSdeathsadult,2050,20,percent_change,0,0,0
TotalHIVtests,2050,20,absolute_dif,0,0,0
TotalHIVtests,2050,20,baseline,747450600,811708220,683192980
TotalHIVtests,2050,20,intervention,747450600,811708220,683192980
TotalHIVtests,2050,20,percent_change,0,0,0
TotProtSexActs,2050,20,absolute_dif,0,0,0
TotProtSexActs,2050,20,baseline,13225346500,13518867525,12931825475
TotProtSexActs,2050,20,intervention,13225346500,13518867525,12931825475
TotProtSexActs,2050,20,percent_change,0,0,0
TotSexActs,2050,20,absolute_dif,0,0,0
TotSexActs,2050,20,baseline,35317772000,36149668950,34485875050
TotSexActs,2050,20,intervention,35317772000,36149668950,34485875050
TotSexActs,2050,20,percent_change,0,0,0
