"indicator","intervention_year","scenario","parameter_set","test_reduction","cumulative"
"CondomUsage","2025","baseline",1,0,2157.03695634721
"CondomUsage","2025","baseline",1,10,2157.03695634721
"CondomUsage","2025","baseline",1,20,2157.03695634721
"CondomUsage","2025","baseline",1,30,2157.03695634721
"CondomUsage","2025","baseline",1,40,2157.03695634721
"CondomUsage","2025","baseline",1,50,2157.03695634721
"CondomUsage","2025","baseline",1,60,2157.03695634721
"CondomUsage","2025","baseline",1,70,2157.03695634721
"CondomUsage","2025","baseline",1,80,2157.03695634721
"CondomUsage","2025","baseline",1,90,2157.03695634721
"CondomUsage","2025","baseline",1,100,2157.03695634721
"CondomUsage","2025","baseline",2,0,2152.93787234365
"CondomUsage","2025","baseline",2,10,2152.93787234365
"CondomUsage","2025","baseline",2,20,2152.93787234365
"CondomUsage","2025","baseline",2,30,2152.93787234365
"CondomUsage","2025","baseline",2,40,2152.93787234365
"CondomUsage","2025","baseline",2,50,2152.93787234365
"CondomUsage","2025","baseline",2,60,2152.93787234365
"CondomUsage","2025","baseline",2,70,2152.93787234365
"CondomUsage","2025","baseline",2,80,2152.93787234365
"CondomUsage","2025","baseline",2,90,2152.93787234365
"CondomUsage","2025","baseline",2,100,2152.93787234365
"CondomUsage","2025","intervention",1,0,2157.03695634721
"CondomUsage","2025","intervention",1,10,2156.76480956117
"CondomUsage","2025","intervention",1,20,2156.44595084798
"CondomUsage","2025","intervention",1,30,2156.0735650124
"CondomUsage","2025","intervention",1,40,2155.64051687331
"CondomUsage","2025","intervention",1,50,2155.14261322707
"CondomUsage","2025","intervention",1,60,2154.57033287299
"CondomUsage","2025","intervention",1,70,2153.92017145905
"CondomUsage","2025","intervention",1,80,2153.19458685868
"CondomUsage","2025","intervention",1,90,2152.40854705877
"CondomUsage","2025","intervention",1,100,2151.57802519182
"CondomUsage","2025","intervention",2,0,2152.93787234365
"CondomUsage","2025","intervention",2,10,2152.66689958986
"CondomUsage","2025","intervention",2,20,2152.36383591761
"CondomUsage","2025","intervention",2,30,2152.02474111111
"CondomUsage","2025","intervention",2,40,2151.64708439422
"CondomUsage","2025","intervention",2,50,2151.22908277551
