indicator,intervention_year,parameter_set,scenario,value
LYlostAIDS,2030,2,percent_change,20.716804367140483
NewAdultHIV,2030,1,baseline,2069759.5
NewAdultHIV,2030,1,intervention,2549687
NewAdultHIV,2030,1,percent_change,23.18759739960126
NewAdultHIV,2030,2,baseline,1974353.6
NewAdultHIV,2030,2,intervention,2381224.7
NewAdultHIV,2030,2,percent_change,20.607813109060103
NewDiagnosesPregnancy,2030,1,baseline,150798.04
NewDiagnosesPregnancy,2030,1,intervention,367885.10000000003
NewDiagnosesPregnancy,2030,1,percent_change,143.95880742216545
NewDiagnosesPregnancy,2030,2,baseline,146809.41
NewDiagnosesPregnancy,2030,2,intervention,338720.1
NewDiagnosesPregnancy,2030,2,percent_change,130.72097353977512
Number1stHIVtestsPos,2030,1,baseline,2137877.3
Number1stHIVtestsPos,2030,1,intervention,2227052.6
Number1stHIVtestsPos,2030,1,percent_change,4.171207580528606
Number1stHIVtestsPos,2030,2,baseline,2054352.2
Number1stHIVtestsPos,2030,2,intervention,2108359.4
Number1stHIVtestsPos,2030,2,percent_change,2.6289163075348014
RediagnosesPregnancy,2030,1,baseline,455658
RediagnosesPregnancy,2030,1,intervention,469548.4
RediagnosesPregnancy,2030,1,percent_change,3.0484266708803585
RediagnosesPregnancy,2030,2,baseline,417375.51
RediagnosesPregnancy,2030,2,intervention,422637.1
RediagnosesPregnancy,2030,2,percent_change,1.2606369741243244
StartingARTtot,2030,1,baseline,2214160.2
StartingARTtot,2030,1,intervention,2229992
StartingARTtot,2030,1,percent_change,0.7150250465164992
StartingARTtot,2030,2,baseline,2157635.9
StartingARTtot,2030,2,intervention,2155109.7
StartingARTtot,2030,2,percent_change,-0.11708184870300503
TotalAIDSdeathsadult,2030,1,baseline,869586.3
TotalAIDSdeathsadult,2030,1,intervention,1033077.3
TotalAIDSdeathsadult,2030,1,percent_change,18.801009169532684
TotalAIDSdeathsadult,2030,2,baseline,862083.2
TotalAIDSdeathsadult,2030,2,intervention,990038.8
TotalAIDSdeathsadult,2030,2,percent_change,14.842604518914197
TotalHIVtests,2030,1,baseline,508126100
TotalHIVtests,2030,1,intervention,165195060
TotalHIVtests,2030,1,percent_change,-67.4893574646136
TotalHIVtests,2030,2,baseline,415553500
TotalHIVtests,2030,2,intervention,146217020
TotalHIVtests,2030,2,percent_change,-64.8139120474259
TotANCtests,2030,1,baseline,40849120
TotANCtests,2030,1,intervention,40789360
TotANCtests,2030,1,percent_change,-0.14629446117811107
TotANCtests,2030,2,baseline,41116180
TotANCtests,2030,2,intervention,41062390
TotANCtests,2030,2,percent_change,-0.13082441024433689
TotHIV15,2030,1,baseline,166013380
TotHIV15,2030,1,intervention,168327560
TotHIV15,2030,1,percent_change,1.3939719798488532
TotHIV15,2030,2,baseline,166866870
TotHIV15,2030,2,intervention,168936310
TotHIV15,2030,2,percent_change,1.2401742778539564
VLsuppressed,2030,1,baseline,19.409081
VLsuppressed,2030,1,intervention,19.393224
VLsuppressed,2030,1,percent_change,-0.08169887075024548
VLsuppressed,2030,2,baseline,19.44535
VLsuppressed,2030,2,intervention,19.430974
VLsuppressed,2030,2,percent_change,-0.07393027124737875
LYlostAIDS,2035,1,baseline,21856770
LYlostAIDS,2035,1,intervention,27135640
LYlostAIDS,2035,1,percent_change,24.152104816951454
LYlostAIDS,2035,2,baseline,21670058
LYlostAIDS,2035,2,intervention,25868920
LYlostAIDS,2035,2,percent_change,19.37633023409536
NewAdultHIV,2035,1,baseline,1724880.1
NewAdultHIV,2035,1,intervention,2131590.4
NewAdultHIV,2035,1,percent_change,23.579047610323745
NewAdultHIV,2035,2,baseline,1629118.9
NewAdultHIV,2035,2,intervention,1967750.7
NewAdultHIV,2035,2,percent_change,20.78619307651517
NewDiagnosesPregnancy,2035,1,baseline,112092.71
NewDiagnosesPregnancy,2035,1,intervention,273773.47
NewDiagnosesPregnancy,2035,1,percent_change,144.23842549618072
NewDiagnosesPregnancy,2035,2,baseline,108048.29
NewDiagnosesPregnancy,2035,2,intervention,248717.16
NewDiagnosesPregnancy,2035,2,percent_change,130.19074156564625
Number1stHIVtestsPos,2035,1,baseline,1772310
Number1stHIVtestsPos,2035,1,intervention,1847204.2
Number1stHIVtestsPos,2035,1,percent_change,4.2257957129396075
Number1stHIVtestsPos,2035,2,baseline,1688104.6
Number1stHIVtestsPos,2035,2,intervention,1730912.9
Number1stHIVtestsPos,2035,2,percent_change,2.5358795894519695
RediagnosesPregnancy,2035,1,baseline,339018.52999999997
RediagnosesPregnancy,2035,1,intervention,349248.57
RediagnosesPregnancy,2035,1,percent_change,3.017545973077058
RediagnosesPregnancy,2035,2,baseline,308066.34
RediagnosesPregnancy,2035,2,intervention,311896.39
RediagnosesPregnancy,2035,2,percent_change,1.2432549430749196
StartingARTtot,2035,1,baseline,1825440.5
StartingARTtot,2035,1,intervention,1838705
StartingARTtot,2035,1,percent_change,0.726646527235481
StartingARTtot,2035,2,baseline,1761740.7
StartingARTtot,2035,2,intervention,1758191.7
StartingARTtot,2035,2,percent_change,-0.20144848785068084
TotalAIDSdeathsadult,2035,1,baseline,829044.7
TotalAIDSdeathsadult,2035,1,intervention,969927.1
TotalAIDSdeathsadult,2035,1,percent_change,16.99334185478781
TotalAIDSdeathsadult,2035,2,baseline,818397.6
TotalAIDSdeathsadult,2035,2,intervention,926547.3
TotalAIDSdeathsadult,2035,2,percent_change,13.214811480385583
TotalHIVtests,2035,1,baseline,531821200
TotalHIVtests,2035,1,intervention,173601420
TotalHIVtests,2035,1,percent_change,-67.35718320367823
TotalHIVtests,2035,2,baseline,434242500
TotalHIVtests,2035,2,intervention,153172360
TotalHIVtests,2035,2,percent_change,-64.72653874275318
TotANCtests,2035,1,baseline,41445840
TotANCtests,2035,1,intervention,41398250
TotANCtests,2035,1,percent_change,-0.11482455175235923
TotANCtests,2035,2,baseline,41659110
TotANCtests,2035,2,intervention,41616990
TotANCtests,2035,2,percent_change,-0.10110633664521397
TotHIV15,2035,1,baseline,158829840
TotHIV15,2035,1,intervention,160741550
TotHIV15,2035,1,percent_change,1.2036214353675607
TotHIV15,2035,2,baseline,159177590
TotHIV15,2035,2,intervention,160853280
TotHIV15,2035,2,percent_change,1.0527172826275357
VLsuppressed,2035,1,baseline,19.436084
VLsuppressed,2035,1,intervention,19.422676
VLsuppressed,2035,1,percent_change,-0.06898508979484685
VLsuppressed,2035,2,baseline,19.471432
VLsuppressed,2035,2,intervention,19.459381
VLsuppressed,2035,2,percent_change,-0.06189067142056932
LYlostAIDS,2040,1,baseline,18597909
LYlostAIDS,2040,1,intervention,22910930
LYlostAIDS,2040,1,percent_change,23.190892051359107
LYlostAIDS,2040,2,baseline,18323766
LYlostAIDS,2040,2,intervention,21698727
LYlostAIDS,2040,2,percent_change,18.41848995452136
NewAdultHIV,2040,1,baseline,1435770.6
NewAdultHIV,2040,1,intervention,1778046.9
NewAdultHIV,2040,1,percent_change,23.839205232367885
NewAdultHIV,2040,2,baseline,1344192.8
NewAdultHIV,2040,2,intervention,1626640.8
NewAdultHIV,2040,2,percent_change,21.012461902786566
NewDiagnosesPregnancy,2040,1,baseline,81932.82
NewDiagnosesPregnancy,2040,1,intervention,201063.28
NewDiagnosesPregnancy,2040,1,percent_change,145.40017052995367
NewDiagnosesPregnancy,2040,2,baseline,78450.41
NewDiagnosesPregnancy,2040,2,intervention,181201.37
NewDiagnosesPregnancy,2040,2,percent_change,130.9756826000017
Number1stHIVtestsPos,2040,1,baseline,1466207.2
Number1stHIVtestsPos,2040,1,intervention,1528285.8
Number1stHIVtestsPos,2040,1,percent_change,4.233958201814866
Number1stHIVtestsPos,2040,2,baseline,1385228.5
Number1stHIVtestsPos,2040,2,intervention,1420072.3
Number1stHIVtestsPos,2040,2,percent_change,2.515382841170251
RediagnosesPregnancy,2040,1,baseline,243960.43
RediagnosesPregnancy,2040,1,intervention,251789.35
RediagnosesPregnancy,2040,1,percent_change,3.209094196136649
RediagnosesPregnancy,2040,2,baseline,220356.7
RediagnosesPregnancy,2040,2,intervention,223544.61
RediagnosesPregnancy,2040,2,percent_change,1.4467043661481471
StartingARTtot,2040,1,baseline,1499836.4
StartingARTtot,2040,1,intervention,1509967.6
StartingARTtot,2040,1,percent_change,0.6754870064495159
StartingARTtot,2040,2,baseline,1435225.2
StartingARTtot,2040,2,intervention,1431599.2
StartingARTtot,2040,2,percent_change,-0.2526432785600476
TotalAIDSdeathsadult,2040,1,baseline,771375.7
TotalAIDSdeathsadult,2040,1,intervention,891734.7000000001
TotalAIDSdeathsadult,2040,1,percent_change,15.603161987083613
TotalAIDSdeathsadult,2040,2,baseline,758010.3
TotalAIDSdeathsadult,2040,2,intervention,848796.6
TotalAIDSdeathsadult,2040,2,percent_change,11.976921685628799
TotalHIVtests,2040,1,baseline,551734000
TotalHIVtests,2040,1,intervention,180727510
TotalHIVtests,2040,1,percent_change,-67.24372433092759
TotalHIVtests,2040,2,baseline,449929800
TotalHIVtests,2040,2,intervention,159011120
TotalHIVtests,2040,2,percent_change,-64.65868230999592
TotANCtests,2040,1,baseline,41600960
TotANCtests,2040,1,intervention,41562830
TotANCtests,2040,1,percent_change,-0.09165653869526087
TotANCtests,2040,2,baseline,41760820
TotANCtests,2040,2,intervention,41726800
TotANCtests,2040,2,percent_change,-0.08146391761464454
TotHIV15,2040,1,baseline,148195150
TotHIV15,2040,1,intervention,149754840
TotHIV15,2040,1,percent_change,1.0524568449102416
TotHIV15,2040,2,baseline,148052970
TotHIV15,2040,2,intervention,149410260
TotHIV15,2040,2,percent_change,0.9167597245769538
VLsuppressed,2040,1,baseline,19.461081
VLsuppressed,2040,1,intervention,19.449402
VLsuppressed,2040,1,percent_change,-0.060012082576506844
VLsuppressed,2040,2,baseline,19.495534
VLsuppressed,2040,2,intervention,19.48512
VLsuppressed,2040,2,percent_change,-0.053417362150740846
LYlostAIDS,2045,1,baseline,15517748
LYlostAIDS,2045,1,intervention,19035600
LYlostAIDS,2045,1,percent_change,22.66986163198423
LYlostAIDS,2045,2,baseline,15185331
LYlostAIDS,2045,2,intervention,17906282
LYlostAIDS,2045,2,percent_change,17.918285745631753
NewAdultHIV,2045,1,baseline,1194942.9
NewAdultHIV,2045,1,intervention,1484866.5
NewAdultHIV,2045,1,percent_change,24.262548444783437
NewAdultHIV,2045,2,baseline,1110072.6
NewAdultHIV,2045,2,intervention,1349013.8
NewAdultHIV,2045,2,percent_change,21.524826394237632
NewDiagnosesPregnancy,2045,1,baseline,59796.63
NewDiagnosesPregnancy,2045,1,intervention,149191.53
NewDiagnosesPregnancy,2045,1,percent_change,149.4982242310311
NewDiagnosesPregnancy,2045,2,baseline,57051.72
NewDiagnosesPregnancy,2045,2,intervention,133958.55
NewDiagnosesPregnancy,2045,2,percent_change,134.80194812706782
Number1stHIVtestsPos,2045,1,baseline,1213841.1
Number1stHIVtestsPos,2045,1,intervention,1267721.9
Number1stHIVtestsPos,2045,1,percent_change,4.438867657389407
Number1stHIVtestsPos,2045,2,baseline,1138477.7
Number1stHIVtestsPos,2045,2,intervention,1169891
Number1stHIVtestsPos,2045,2,percent_change,2.759237181369477
RediagnosesPregnancy,2045,1,baseline,172084.64
RediagnosesPregnancy,2045,1,intervention,178786.21
RediagnosesPregnancy,2045,1,percent_change,3.8943452477803815
RediagnosesPregnancy,2045,2,baseline,154869.02
RediagnosesPregnancy,2045,2,intervention,158055.19
RediagnosesPregnancy,2045,2,percent_change,2.057332060343646
StartingARTtot,2045,1,baseline,1232384
StartingARTtot,2045,1,intervention,1242310.8
StartingARTtot,2045,1,percent_change,0.8054956896551762
StartingARTtot,2045,2,baseline,1170451.1
StartingARTtot,2045,2,intervention,1169520.8
StartingARTtot,2045,2,percent_change,-0.07948217571840861
TotalAIDSdeathsadult,2045,1,baseline,699059.8
TotalAIDSdeathsadult,2045,1,intervention,801161.8
TotalAIDSdeathsadult,2045,1,percent_change,14.60561743072624
TotalAIDSdeathsadult,2045,2,baseline,683377.7
TotalAIDSdeathsadult,2045,2,intervention,759293.7
TotalAIDSdeathsadult,2045,2,percent_change,11.108937268511982
TotalHIVtests,2045,1,baseline,568459700
TotalHIVtests,2045,1,intervention,186820640
TotalHIVtests,2045,1,percent_change,-67.13564039807923
TotalHIVtests,2045,2,baseline,463149800
TotalHIVtests,2045,2,intervention,163993610
TotalHIVtests,2045,2,percent_change,-64.59166990895818
TotANCtests,2045,1,baseline,41474110
TotANCtests,2045,1,intervention,41441760
TotANCtests,2045,1,percent_change,-0.07800046824392375
TotANCtests,2045,2,baseline,41590010
TotANCtests,2045,2,intervention,41560680
TotANCtests,2045,2,percent_change,-0.07052174308205264
TotHIV15,2045,1,baseline,134765310
TotHIV15,2045,1,intervention,136057500
TotHIV15,2045,1,percent_change,0.9588446759778166
TotHIV15,2045,2,baseline,134174350
TotHIV15,2045,2,intervention,135301900
TotHIV15,2045,2,percent_change,0.8403618128204086
VLsuppressed,2045,1,baseline,19.48538
VLsuppressed,2045,1,intervention,19.474857
VLsuppressed,2045,1,percent_change,-0.05400459216088766
VLsuppressed,2045,2,baseline,19.519064
VLsuppressed,2045,2,intervention,19.509723
VLsuppressed,2045,2,percent_change,-0.04785577833035004
LYlostAIDS,2050,1,baseline,12725823
LYlostAIDS,2050,1,intervention,15590958
LYlostAIDS,2050,1,percent_change,22.514339544090785
LYlostAIDS,2050,2,baseline,12364304
LYlostAIDS,2050,2,intervention,14566487
LYlostAIDS,2050,2,percent_change,17.810812480831917
NewAdultHIV,2050,1,baseline,992274.7
NewAdultHIV,2050,1,intervention,1238951.9
NewAdultHIV,2050,1,percent_change,24.859769174806125
NewAdultHIV,2050,2,baseline,915635.6
NewAdultHIV,2050,2,intervention,1119826.5
NewAdultHIV,2050,2,percent_change,22.300454460267822
NewDiagnosesPregnancy,2050,1,baseline,44288.94
NewDiagnosesPregnancy,2050,1,intervention,113224.48
NewDiagnosesPregnancy,2050,1,percent_change,155.6495594611205
NewDiagnosesPregnancy,2050,2,baseline,42218.52
NewDiagnosesPregnancy,2050,2,intervention,101580.08
NewDiagnosesPregnancy,2050,2,percent_change,140.60549730307935
Number1stHIVtestsPos,2050,1,baseline,1004096.5
Number1stHIVtestsPos,2050,1,intervention,1052621.2
Number1stHIVtestsPos,2050,1,percent_change,4.832672955238859
Number1stHIVtestsPos,2050,2,baseline,935817
Number1stHIVtestsPos,2050,2,intervention,966021.5
Number1stHIVtestsPos,2050,2,percent_change,3.2276075343790502
RediagnosesPregnancy,2050,1,baseline,122594.64
RediagnosesPregnancy,2050,1,intervention,128609.97
RediagnosesPregnancy,2050,1,percent_change,4.906682706519634
RediagnosesPregnancy,2050,2,baseline,110143.39
RediagnosesPregnancy,2050,2,intervention,113376.58
RediagnosesPregnancy,2050,2,percent_change,2.93543716059584
StartingARTtot,2050,1,baseline,1012723.7
StartingARTtot,2050,1,intervention,1024115
StartingARTtot,2050,1,percent_change,1.1248181512884556
StartingARTtot,2050,2,baseline,955792.6
StartingARTtot,2050,2,intervention,958622.9
StartingARTtot,2050,2,percent_change,0.2961207274465241
TotalAIDSdeathsadult,2050,1,baseline,616481.16
TotalAIDSdeathsadult,2050,1,intervention,702346.2
TotalAIDSdeathsadult,2050,1,percent_change,13.928250459430085
TotalAIDSdeathsadult,2050,2,baseline,598993.88
TotalAIDSdeathsadult,2050,2,intervention,662170
TotalAIDSdeathsadult,2050,2,percent_change,10.547039311987627
TotalHIVtests,2050,1,baseline,582052900
TotalHIVtests,2050,1,intervention,191850180
TotalHIVtests,2050,1,percent_change,-67.03904748176669
TotalHIVtests,2050,2,baseline,473932200
TotalHIVtests,2050,2,intervention,168092810
TotalHIVtests,2050,2,percent_change,-64.5323086297998
TotANCtests,2050,1,baseline,41224750
TotANCtests,2050,1,intervention,41196540
TotANCtests,2050,1,percent_change,-0.06842976609924863
TotANCtests,2050,2,baseline,41310540
TotANCtests,2050,2,intervention,41284560
TotANCtests,2050,2,percent_change,-0.06288951923649509
TotHIV15,2050,1,baseline,119324430
TotHIV15,2050,1,intervention,120414060
TotHIV15,2050,1,percent_change,0.9131658957013246
TotHIV15,2050,2,baseline,118349970
TotHIV15,2050,2,intervention,119308980
TotHIV15,2050,2,percent_change,0.8103170621842997
VLsuppressed,2050,1,baseline,19.508951
VLsuppressed,2050,1,intervention,19.499173
VLsuppressed,2050,1,percent_change,-0.050120583110802475
VLsuppressed,2050,2,baseline,19.542117
VLsuppressed,2050,2,intervention,19.533456
VLsuppressed,2050,2,percent_change,-0.04431966096610736
