indicator,pitc_reduction_year,test_reduction,scenario,mean,upper_CI,lower_CI
NewAdultHIV,2040,0,absolute_dif,0,0,0
NewAdultHIV,2040,0,baseline,2660157.6500000004,2771215.0725000002,2549100.2275
NewAdultHIV,2040,0,intervention,2660157.6500000004,2771215.0725000002,2549100.2275
NewAdultHIV,2040,0,percent_change,0,0,0
SWsexActs,2040,0,absolute_dif,0,0,0
SWsexActs,2040,0,baseline,9451624000,9453657000,9449591000
SWsexActs,2040,0,intervention,9451624000,9453657000,9449591000
SWsexActs,2040,0,percent_change,0,0,0
SWsexActsProt,2040,0,absolute_dif,0,0,0
SWsexActsProt,2040,0,baseline,7644516500,7676173825,7612859175
SWsexActsProt,2040,0,intervention,7644516500,7676173825,7612859175
SWsexActsProt,2040,0,percent_change,0,0,0
TotalAIDSdeathsadult,2040,0,absolute_dif,0,0,0
TotalAIDSdeathsadult,2040,0,baseline,1417724.53,1451098.8090000001,1384350.251
TotalAIDSdeathsadult,2040,0,intervention,1417724.53,1451098.8090000001,1384350.251
TotalAIDSdeathsadult,2040,0,percent_change,0,0,0
TotalHIVtests,2040,0,absolute_dif,0,0,0
TotalHIVtests,2040,0,baseline,739857850,803217482.5,676498217.5
TotalHIVtests,2040,0,intervention,739857850,803217482.5,676498217.5
TotalHIVtests,2040,0,percent_change,0,0,0
TotProtSexActs,2040,0,absolute_dif,0,0,0
TotProtSexActs,2040,0,baseline,12907569500,13188636975,12626502025
TotProtSexActs,2040,0,intervention,12907569500,13188636975,12626502025
TotProtSexActs,2040,0,percent_change,0,0,0
TotSexActs,2040,0,absolute_dif,0,0,0
TotSexActs,2040,0,baseline,35427704000,36205591550,34649816450
TotSexActs,2040,0,intervention,35427704000,36205591550,34649816450
TotSexActs,2040,0,percent_change,0,0,0
