indicator,pitc_reduction_year,test_reduction,scenario,mean,upper_CI,lower_CI
NewAdultHIV,2045,70,absolute_dif,0,0,0
NewAdultHIV,2045,70,baseline,2335146.15,2439015.2075,2231277.0925
NewAdultHIV,2045,70,intervention,2335146.15,2439015.2075,2231277.0925
NewAdultHIV,2045,70,percent_change,0,0,0
SWsexActs,2045,70,absolute_dif,0,0,0
SWsexActs,2045,70,baseline,9684177500,9686941525,9681413475
SWsexActs,2045,70,intervention,9684177500,9686941525,9681413475
SWsexActs,2045,70,percent_change,0,0,0
SWsexActsProt,2045,70,absolute_dif,0,0,0
SWsexActsProt,2045,70,baseline,7832610000,7865596850,7799623150
SWsexActsProt,2045,70,intervention,7832610000,7865596850,7799623150
SWsexActsProt,2045,70,percent_change,0,0,0
TotalAIDSdeathsadult,2045,70,absolute_dif,0,0,0
TotalAIDSdeathsadult,2045,70,baseline,1261502.06,1296091.8735,1226912.2465
TotalAIDSdeathsadult,2045,70,intervention,1261502.06,1296091.8735,1226912.2465
TotalAIDSdeathsadult,2045,70,percent_change,0,0,0
TotalHIVtests,2045,70,absolute_dif,0,0,0
TotalHIVtests,2045,70,baseline,741622000,805176715,678067285
TotalHIVtests,2045,70,intervention,741622000,805176715,678067285
TotalHIVtests,2045,70,percent_change,0,0,0
TotProtSexActs,2045,70,absolute_dif,0,0,0
TotProtSexActs,2045,70,baseline,13093321500,13381170075,12805472925
TotProtSexActs,2045,70,intervention,13093321500,13381170075,12805472925
TotProtSexActs,2045,70,percent_change,0,0,0
TotSexActs,2045,70,absolute_dif,0,0,0
TotSexActs,2045,70,baseline,35436001500,36242561475,34629441525
TotSexActs,2045,70,intervention,35436001500,36242561475,34629441525
TotSexActs,2045,70,percent_change,0,0,0
