"indicator","intervention_year","scenario","parameter_set","test_reduction","cumulative"
"FSWCondomUsage","2025","intervention",1,0,2517.6541409948
"FSWCondomUsage","2025","intervention",1,0.5,2316.24303793674
"FSWCondomUsage","2025","intervention",1,1,2114.82988796717
"FSWCondomUsage","2025","intervention",1,1.5,1913.4173614338
"FSWCondomUsage","2025","intervention",1,2,1712.00518148533
"FSWCondomUsage","2025","intervention",1,2.5,1510.59234562265
"FSWCondomUsage","2025","intervention",1,3,1309.18004582832
"FSWCondomUsage","2025","intervention",2,0,2496.92881924058
"FSWCondomUsage","2025","intervention",2,0.5,2297.17465780749
"FSWCondomUsage","2025","intervention",2,1,2097.42222749435
"FSWCondomUsage","2025","intervention",2,1.5,1897.66641449775
"FSWCondomUsage","2025","intervention",2,2,1697.91154086196
"FSWCondomUsage","2025","intervention",2,2.5,1498.15741947399
"FSWCondomUsage","2025","intervention",2,3,1298.40339240555
"NewAdultHIV","2025","baseline",1,0,3120863.1
"NewAdultHIV","2025","baseline",1,0.5,3120863.1
"NewAdultHIV","2025","baseline",1,1,3120863.1
"NewAdultHIV","2025","baseline",1,1.5,3120863.1
"NewAdultHIV","2025","baseline",1,2,3120863.1
"NewAdultHIV","2025","baseline",1,2.5,3120863.1
"NewAdultHIV","2025","baseline",1,3,3120863.1
"NewAdultHIV","2025","baseline",2,0,2988241.9
"NewAdultHIV","2025","baseline",2,0.5,2988241.9
"NewAdultHIV","2025","baseline",2,1,2988241.9
"NewAdultHIV","2025","baseline",2,1.5,2988241.9
"NewAdultHIV","2025","baseline",2,2,2988241.9
"NewAdultHIV","2025","baseline",2,2.5,2988241.9
"NewAdultHIV","2025","baseline",2,3,2988241.9
"NewAdultHIV","2025","intervention",1,0,3120863.1
"NewAdultHIV","2025","intervention",1,0.5,3290137.1
"NewAdultHIV","2025","intervention",1,1,3480971.4
"NewAdultHIV","2025","intervention",1,1.5,3696887.6
"NewAdultHIV","2025","intervention",1,2,3941784
"NewAdultHIV","2025","intervention",1,2.5,4219806
"NewAdultHIV","2025","intervention",1,3,4535026
"NewAdultHIV","2025","intervention",2,0,2988241.9
"NewAdultHIV","2025","intervention",2,0.5,3151784.4
"NewAdultHIV","2025","intervention",2,1,3336896.8
"NewAdultHIV","2025","intervention",2,1.5,3547171.5
"NewAdultHIV","2025","intervention",2,2,3786629
"NewAdultHIV","2025","intervention",2,2.5,4059575
"NewAdultHIV","2025","intervention",2,3,4370337
"NonFSWCondomUsage","2025","baseline",1,0,618.478604813882
"NonFSWCondomUsage","2025","baseline",1,0.5,618.478604813882
"NonFSWCondomUsage","2025","baseline",1,1,618.478604813882
"NonFSWCondomUsage","2025","baseline",1,1.5,618.478604813882
"NonFSWCondomUsage","2025","baseline",1,2,618.478604813882
"NonFSWCondomUsage","2025","baseline",1,2.5,618.478604813882
"NonFSWCondomUsage","2025","baseline",1,3,618.478604813882
"NonFSWCondomUsage","2025","baseline",2,0,595.29702091418
"NonFSWCondomUsage","2025","baseline",2,0.5,595.29702091418
"NonFSWCondomUsage","2025","baseline",2,1,595.29702091418
"NonFSWCondomUsage","2025","baseline",2,1.5,595.29702091418
"NonFSWCondomUsage","2025","baseline",2,2,595.29702091418
"NonFSWCondomUsage","2025","baseline",2,2.5,595.29702091418
"NonFSWCondomUsage","2025","baseline",2,3,595.29702091418
"NonFSWCondomUsage","2025","intervention",1,0,618.478604813882
"NonFSWCondomUsage","2025","intervention",1,0.5,568.81371200055
"NonFSWCondomUsage","2025","intervention",1,1,519.147471431159
"NonFSWCondomUsage","2025","intervention",1,1.5,469.477819870228
"NonFSWCondomUsage","2025","intervention",1,2,419.805677289869
"NonFSWCondomUsage","2025","intervention",1,2.5,370.131435136339
"NonFSWCondomUsage","2025","intervention",1,3,320.454217119642
"NonFSWCondomUsage","2025","intervention",2,0,595.29702091418
"NonFSWCondomUsage","2025","intervention",2,0.5,547.503285500428
"NonFSWCondomUsage","2025","intervention",2,1,499.707854289128
"NonFSWCondomUsage","2025","intervention",2,1.5,451.910702358458
"NonFSWCondomUsage","2025","intervention",2,2,404.11178655085
"NonFSWCondomUsage","2025","intervention",2,2.5,356.309177276069
"NonFSWCondomUsage","2025","intervention",2,3,308.504750179493
"PctProtSexActsSW","2025","baseline",1,0,1679.77740621503
"PctProtSexActsSW","2025","baseline",1,0.5,1679.77740621503
"PctProtSexActsSW","2025","baseline",1,1,1679.77740621503
"PctProtSexActsSW","2025","baseline",1,1.5,1679.77740621503
"PctProtSexActsSW","2025","baseline",1,2,1679.77740621503
"PctProtSexActsSW","2025","baseline",1,2.5,1679.77740621503
"PctProtSexActsSW","2025","baseline",1,3,1679.77740621503
"PctProtSexActsSW","2025","baseline",2,0,1740.16508530233
"PctProtSexActsSW","2025","baseline",2,0.5,1740.16508530233
"PctProtSexActsSW","2025","baseline",2,1,1740.16508530233
"PctProtSexActsSW","2025","baseline",2,1.5,1740.16508530233
"PctProtSexActsSW","2025","baseline",2,2,1740.16508530233
"PctProtSexActsSW","2025","baseline",2,2.5,1740.16508530233
"PctProtSexActsSW","2025","baseline",2,3,1740.16508530233
"PctProtSexActsSW","2025","intervention",1,0,1679.77740621503
"PctProtSexActsSW","2025","intervention",1,0.5,1679.48202018101
"PctProtSexActsSW","2025","intervention",1,1,1679.16059825003
"PctProtSexActsSW","2025","intervention",1,1.5,1678.81284966369
"PctProtSexActsSW","2025","intervention",1,2,1678.43684700415
"PctProtSexActsSW","2025","intervention",1,2.5,1678.02842315512
"PctProtSexActsSW","2025","intervention",1,3,1677.58677499315
"PctProtSexActsSW","2025","intervention",2,0,1740.16508530233
"PctProtSexActsSW","2025","intervention",2,0.5,1739.85384523257
"PctProtSexActsSW","2025","intervention",2,1,1739.51633537976
"PctProtSexActsSW","2025","intervention",2,1.5,1739.14686957915
"PctProtSexActsSW","2025","intervention",2,2,1738.74455871048
"PctProtSexActsSW","2025","intervention",2,2.5,1738.3097078055
"PctProtSexActsSW","2025","intervention",2,3,1737.83582287804
"PctSexActsSW","2025","baseline",1,0,699.147148333299
"PctSexActsSW","2025","baseline",1,0.5,699.147148333299
"PctSexActsSW","2025","baseline",1,1,699.147148333299
"PctSexActsSW","2025","baseline",1,1.5,699.147148333299
"PctSexActsSW","2025","baseline",1,2,699.147148333299
"PctSexActsSW","2025","baseline",1,2.5,699.147148333299
"PctSexActsSW","2025","baseline",1,3,699.147148333299
"PctSexActsSW","2025","baseline",2,0,726.142460214083
"PctSexActsSW","2025","baseline",2,0.5,726.142460214083
"PctSexActsSW","2025","baseline",2,1,726.142460214083
"PctSexActsSW","2025","baseline",2,1.5,726.142460214083
"PctSexActsSW","2025","baseline",2,2,726.142460214083
"PctSexActsSW","2025","baseline",2,2.5,726.142460214083
"PctSexActsSW","2025","baseline",2,3,726.142460214083
"PctSexActsSW","2025","intervention",1,0,699.147148333299
"PctSexActsSW","2025","intervention",1,0.5,698.938374668421
"PctSexActsSW","2025","intervention",1,1,698.71210698997
"PctSexActsSW","2025","intervention",1,1.5,698.46533857374
"PctSexActsSW","2025","intervention",1,2,698.197840257523
"PctSexActsSW","2025","intervention",1,2.5,697.907483392754
"PctSexActsSW","2025","intervention",1,3,697.592721994191
"PctSexActsSW","2025","intervention",2,0,726.142460214083
"PctSexActsSW","2025","intervention",2,0.5,725.912785577258
"PctSexActsSW","2025","intervention",2,1,725.662952413173
"PctSexActsSW","2025","intervention",2,1.5,725.390144167707
"PctSexActsSW","2025","intervention",2,2,725.092983302964
"PctSexActsSW","2025","intervention",2,2.5,724.769052100104
"PctSexActsSW","2025","intervention",2,3,724.416722629457
"SWsexActs","2025","baseline",1,0,4700603000
"SWsexActs","2025","baseline",1,0.5,4700603000
"SWsexActs","2025","baseline",1,1,4700603000
"SWsexActs","2025","baseline",1,1.5,4700603000
"SWsexActs","2025","baseline",1,2,4700603000
"SWsexActs","2025","baseline",1,2.5,4700603000
"SWsexActs","2025","baseline",1,3,4700603000
"SWsexActs","2025","baseline",2,0,4703731000
"SWsexActs","2025","baseline",2,0.5,4703731000
"SWsexActs","2025","baseline",2,1,4703731000
"SWsexActs","2025","baseline",2,1.5,4703731000
"SWsexActs","2025","baseline",2,2,4703731000
"SWsexActs","2025","baseline",2,2.5,4703731000
"SWsexActs","2025","baseline",2,3,4703731000
"SWsexActs","2025","intervention",1,0,4700603000
"SWsexActs","2025","intervention",1,0.5,4698513000
"SWsexActs","2025","intervention",1,1,4696249000
"SWsexActs","2025","intervention",1,1.5,4693786000
"SWsexActs","2025","intervention",1,2,4691118000
"SWsexActs","2025","intervention",1,2.5,4688225000
"SWsexActs","2025","intervention",1,3,4685092000
"SWsexActs","2025","intervention",2,0,4703731000
"SWsexActs","2025","intervention",2,0.5,4701504000
"SWsexActs","2025","intervention",2,1,4699084000
"SWsexActs","2025","intervention",2,1.5,4696448000
"SWsexActs","2025","intervention",2,2,4693580000
"SWsexActs","2025","intervention",2,2.5,4690458000
"SWsexActs","2025","intervention",2,3,4687067000
"SWsexActsProt","2025","baseline",1,0,3817578100
"SWsexActsProt","2025","baseline",1,0.5,3817578100
"SWsexActsProt","2025","baseline",1,1,3817578100
"SWsexActsProt","2025","baseline",1,1.5,3817578100
"SWsexActsProt","2025","baseline",1,2,3817578100
"SWsexActsProt","2025","baseline",1,2.5,3817578100
"SWsexActsProt","2025","baseline",1,3,3817578100
"SWsexActsProt","2025","baseline",2,0,3788671400
"SWsexActsProt","2025","baseline",2,0.5,3788671400
"SWsexActsProt","2025","baseline",2,1,3788671400
"SWsexActsProt","2025","baseline",2,1.5,3788671400
"SWsexActsProt","2025","baseline",2,2,3788671400
"SWsexActsProt","2025","baseline",2,2.5,3788671400
"SWsexActsProt","2025","baseline",2,3,3788671400
"SWsexActsProt","2025","intervention",1,0,3817578100
"SWsexActsProt","2025","intervention",1,0.5,3490473800
"SWsexActsProt","2025","intervention",1,1,3163661000
"SWsexActsProt","2025","intervention",1,1.5,2837187400
"SWsexActsProt","2025","intervention",1,2,2511113300
"SWsexActsProt","2025","intervention",1,2.5,2185499400
"SWsexActsProt","2025","intervention",1,3,1860415800
"SWsexActsProt","2025","intervention",2,0,3788671400
"SWsexActsProt","2025","intervention",2,0.5,3463998000
"SWsexActsProt","2025","intervention",2,1,3139634500
"SWsexActsProt","2025","intervention",2,1.5,2815623600
"SWsexActsProt","2025","intervention",2,2,2492034500
"SWsexActsProt","2025","intervention",2,2.5,2168933700
"SWsexActsProt","2025","intervention",2,3,1846400700
"TotalAIDSdeathsadult","2025","baseline",1,0,1264171.8
"TotalAIDSdeathsadult","2025","baseline",1,0.5,1264171.8
"TotalAIDSdeathsadult","2025","baseline",1,1,1264171.8
"TotalAIDSdeathsadult","2025","baseline",1,1.5,1264171.8
"TotalAIDSdeathsadult","2025","baseline",1,2,1264171.8
"TotalAIDSdeathsadult","2025","baseline",1,2.5,1264171.8
"TotalAIDSdeathsadult","2025","baseline",1,3,1264171.8
"TotalAIDSdeathsadult","2025","baseline",2,0,1254063.9
"TotalAIDSdeathsadult","2025","baseline",2,0.5,1254063.9
"TotalAIDSdeathsadult","2025","baseline",2,1,1254063.9
"TotalAIDSdeathsadult","2025","baseline",2,1.5,1254063.9
"TotalAIDSdeathsadult","2025","baseline",2,2,1254063.9
"TotalAIDSdeathsadult","2025","baseline",2,2.5,1254063.9
"TotalAIDSdeathsadult","2025","baseline",2,3,1254063.9
"TotalAIDSdeathsadult","2025","intervention",1,0,1264171.8
"TotalAIDSdeathsadult","2025","intervention",1,0.5,1274272.8
"TotalAIDSdeathsadult","2025","intervention",1,1,1285133.4
"TotalAIDSdeathsadult","2025","intervention",1,1.5,1296828.9
"TotalAIDSdeathsadult","2025","intervention",1,2,1309438.2
"TotalAIDSdeathsadult","2025","intervention",1,2.5,1323043.4
"TotalAIDSdeathsadult","2025","intervention",1,3,1337722.9
"TotalAIDSdeathsadult","2025","intervention",2,0,1254063.9
"TotalAIDSdeathsadult","2025","intervention",2,0.5,1264061.8
"TotalAIDSdeathsadult","2025","intervention",2,1,1274861.3
"TotalAIDSdeathsadult","2025","intervention",2,1.5,1286543.4
"TotalAIDSdeathsadult","2025","intervention",2,2,1299192.6
"TotalAIDSdeathsadult","2025","intervention",2,2.5,1312900.4
"TotalAIDSdeathsadult","2025","intervention",2,3,1327753.9
"TotalHIVtests","2025","baseline",1,0,744299800
"TotalHIVtests","2025","baseline",1,0.5,744299800
"TotalHIVtests","2025","baseline",1,1,744299800
"TotalHIVtests","2025","baseline",1,1.5,744299800
"TotalHIVtests","2025","baseline",1,2,744299800
"TotalHIVtests","2025","baseline",1,2.5,744299800
"TotalHIVtests","2025","baseline",1,3,744299800
"TotalHIVtests","2025","baseline",2,0,608682200
"TotalHIVtests","2025","baseline",2,0.5,608682200
"TotalHIVtests","2025","baseline",2,1,608682200
"TotalHIVtests","2025","baseline",2,1.5,608682200
"TotalHIVtests","2025","baseline",2,2,608682200
"TotalHIVtests","2025","baseline",2,2.5,608682200
"TotalHIVtests","2025","baseline",2,3,608682200
"TotalHIVtests","2025","intervention",1,0,744299800
"TotalHIVtests","2025","intervention",1,0.5,743204800
"TotalHIVtests","2025","intervention",1,1,742020600
"TotalHIVtests","2025","intervention",1,1.5,740737300
"TotalHIVtests","2025","intervention",1,2,739345000
"TotalHIVtests","2025","intervention",1,2.5,737831400
"TotalHIVtests","2025","intervention",1,3,736187400
"TotalHIVtests","2025","intervention",2,0,608682200
"TotalHIVtests","2025","intervention",2,0.5,607803500
"TotalHIVtests","2025","intervention",2,1,606854400
"TotalHIVtests","2025","intervention",2,1.5,605826100
"TotalHIVtests","2025","intervention",2,2,604711800
"TotalHIVtests","2025","intervention",2,2.5,603502000
"TotalHIVtests","2025","intervention",2,3,602187900
"TotProtSexActs","2025","baseline",1,0,7024503000
"TotProtSexActs","2025","baseline",1,0.5,7024503000
"TotProtSexActs","2025","baseline",1,1,7024503000
"TotProtSexActs","2025","baseline",1,1.5,7024503000
"TotProtSexActs","2025","baseline",1,2,7024503000
"TotProtSexActs","2025","baseline",1,2.5,7024503000
"TotProtSexActs","2025","baseline",1,3,7024503000
"TotProtSexActs","2025","baseline",2,0,6729179000
"TotProtSexActs","2025","baseline",2,0.5,6729179000
"TotProtSexActs","2025","baseline",2,1,6729179000
"TotProtSexActs","2025","baseline",2,1.5,6729179000
"TotProtSexActs","2025","baseline",2,2,6729179000
"TotProtSexActs","2025","baseline",2,2.5,6729179000
"TotProtSexActs","2025","baseline",2,3,6729179000
"TotProtSexActs","2025","intervention",1,0,7024503000
"TotProtSexActs","2025","intervention",1,0.5,6434956000
"TotProtSexActs","2025","intervention",1,1,5845715000
"TotProtSexActs","2025","intervention",1,1.5,5256821000
"TotProtSexActs","2025","intervention",1,2,4668340400
"TotProtSexActs","2025","intervention",1,2.5,4080338800
"TotProtSexActs","2025","intervention",1,3,3492885500
"TotProtSexActs","2025","intervention",2,0,6729179000
"TotProtSexActs","2025","intervention",2,0.5,6164628000
"TotProtSexActs","2025","intervention",2,1,5600399000
"TotProtSexActs","2025","intervention",2,1.5,5036538000
"TotProtSexActs","2025","intervention",2,2,4473115000
"TotProtSexActs","2025","intervention",2,2.5,3910189600
"TotProtSexActs","2025","intervention",2,3,3347854100
"TotSexActs","2025","baseline",1,0,20770717000
"TotSexActs","2025","baseline",1,0.5,20770717000
"TotSexActs","2025","baseline",1,1,20770717000
"TotSexActs","2025","baseline",1,1.5,20770717000
"TotSexActs","2025","baseline",1,2,20770717000
"TotSexActs","2025","baseline",1,2.5,20770717000
"TotSexActs","2025","baseline",1,3,20770717000
"TotSexActs","2025","baseline",2,0,20013378000
"TotSexActs","2025","baseline",2,0.5,20013378000
"TotSexActs","2025","baseline",2,1,20013378000
"TotSexActs","2025","baseline",2,1.5,20013378000
"TotSexActs","2025","baseline",2,2,20013378000
"TotSexActs","2025","baseline",2,2.5,20013378000
"TotSexActs","2025","baseline",2,3,20013378000
"TotSexActs","2025","intervention",1,0,20770717000
"TotSexActs","2025","intervention",1,0.5,20768062000
"TotSexActs","2025","intervention",1,1,20765196000
"TotSexActs","2025","intervention",1,1.5,20762102000
"TotSexActs","2025","intervention",1,2,20758762000
"TotSexActs","2025","intervention",1,2.5,20755156000
"TotSexActs","2025","intervention",1,3,20751264000
"TotSexActs","2025","intervention",2,0,20013378000
"TotSexActs","2025","intervention",2,0.5,20010613000
"TotSexActs","2025","intervention",2,1,20007622000
"TotSexActs","2025","intervention",2,1.5,20004389000
"TotSexActs","2025","intervention",2,2,20000887000
"TotSexActs","2025","intervention",2,2.5,19997091000
"TotSexActs","2025","intervention",2,3,19992986000
"CondomUsage","2030","baseline",1,0,1063.87541046099
"CondomUsage","2030","baseline",1,0.5,1063.87541046099
"CondomUsage","2030","baseline",1,1,1063.87541046099
"CondomUsage","2030","baseline",1,1.5,1063.87541046099
"CondomUsage","2030","baseline",1,2,1063.87541046099
"CondomUsage","2030","baseline",1,2.5,1063.87541046099
"CondomUsage","2030","baseline",1,3,1063.87541046099
"CondomUsage","2030","baseline",2,0,1058.99582518463
"CondomUsage","2030","baseline",2,0.5,1058.99582518463
"CondomUsage","2030","baseline",2,1,1058.99582518463
"CondomUsage","2030","baseline",2,1.5,1058.99582518463
"CondomUsage","2030","baseline",2,2,1058.99582518463
"CondomUsage","2030","baseline",2,2.5,1058.99582518463
"CondomUsage","2030","baseline",2,3,1058.99582518463
"CondomUsage","2030","intervention",1,0,1063.87541046099
"CondomUsage","2030","intervention",1,0.5,950.574874892195
"CondomUsage","2030","intervention",1,1,837.303923785331
"CondomUsage","2030","intervention",1,1.5,724.069185215692
"CondomUsage","2030","intervention",1,2,610.8806474482
"CondomUsage","2030","intervention",1,2.5,497.750241247406
"CondomUsage","2030","intervention",1,3,390.06471724881
"CondomUsage","2030","intervention",2,0,1058.99582518463
"CondomUsage","2030","intervention",2,0.5,946.081771225156
"CondomUsage","2030","intervention",2,1,833.200862640448
"CondomUsage","2030","intervention",2,1.5,720.360543209357
"CondomUsage","2030","intervention",2,2,607.573321105485
"CondomUsage","2030","intervention",2,2.5,494.849980715965
"CondomUsage","2030","intervention",2,3,387.574421936793
"FSWCondomUsage","2030","baseline",1,0,2517.65490076272
"FSWCondomUsage","2030","baseline",1,0.5,2517.65490076272
"FSWCondomUsage","2030","baseline",1,1,2517.65490076272
"FSWCondomUsage","2030","baseline",1,1.5,2517.65490076272
"FSWCondomUsage","2030","baseline",1,2,2517.65490076272
"FSWCondomUsage","2030","baseline",1,2.5,2517.65490076272
"FSWCondomUsage","2030","baseline",1,3,2517.65490076272
"FSWCondomUsage","2030","baseline",2,0,2496.92921168168
"FSWCondomUsage","2030","baseline",2,0.5,2496.92921168168
"FSWCondomUsage","2030","baseline",2,1,2496.92921168168
"FSWCondomUsage","2030","baseline",2,1.5,2496.92921168168
"FSWCondomUsage","2030","baseline",2,2,2496.92921168168
"FSWCondomUsage","2030","baseline",2,2.5,2496.92921168168
"FSWCondomUsage","2030","baseline",2,3,2496.92921168168
"FSWCondomUsage","2030","intervention",1,0,2517.65490076272
"FSWCondomUsage","2030","intervention",1,0.5,2253.30183016402
"FSWCondomUsage","2030","intervention",1,1,1988.94701620019
"FSWCondomUsage","2030","intervention",1,1.5,1724.59353722191
"FSWCondomUsage","2030","intervention",1,2,1460.23970864436
"FSWCondomUsage","2030","intervention",1,2.5,1195.88590253442
"FSWCondomUsage","2030","intervention",1,3,943.714291197592
"FSWCondomUsage","2030","intervention",2,0,2496.92921168168
"FSWCondomUsage","2030","intervention",2,0.5,2234.75131173971
"FSWCondomUsage","2030","intervention",2,1,1972.5754514326
"FSWCondomUsage","2030","intervention",2,1.5,1710.39692057983
"FSWCondomUsage","2030","intervention",2,2,1448.21924291553
"FSWCondomUsage","2030","intervention",2,2.5,1186.04116602343
"FSWCondomUsage","2030","intervention",2,3,935.94616284378
"NewAdultHIV","2030","baseline",1,0,2618793.4
"NewAdultHIV","2030","baseline",1,0.5,2618793.4
"NewAdultHIV","2030","baseline",1,1,2618793.4
"NewAdultHIV","2030","baseline",1,1.5,2618793.4
"NewAdultHIV","2030","baseline",1,2,2618793.4
"NewAdultHIV","2030","baseline",1,2.5,2618793.4
"NewAdultHIV","2030","baseline",1,3,2618793.4
"NewAdultHIV","2030","baseline",2,0,2482994.9
"NewAdultHIV","2030","baseline",2,0.5,2482994.9
"NewAdultHIV","2030","baseline",2,1,2482994.9
"NewAdultHIV","2030","baseline",2,1.5,2482994.9
"NewAdultHIV","2030","baseline",2,2,2482994.9
"NewAdultHIV","2030","baseline",2,2.5,2482994.9
"NewAdultHIV","2030","baseline",2,3,2482994.9
"NewAdultHIV","2030","intervention",1,0,2618793.4
"NewAdultHIV","2030","intervention",1,0.5,2827933.1
"NewAdultHIV","2030","intervention",1,1,3073006.6
"NewAdultHIV","2030","intervention",1,1.5,3361998.3
"NewAdultHIV","2030","intervention",1,2,3704066
"NewAdultHIV","2030","intervention",1,2.5,4108952
"NewAdultHIV","2030","intervention",1,3,4571970
"NewAdultHIV","2030","intervention",2,0,2482994.9
"NewAdultHIV","2030","intervention",2,0.5,2684722.9
"NewAdultHIV","2030","intervention",2,1,2922188.1
"NewAdultHIV","2030","intervention",2,1.5,3203450.3
"NewAdultHIV","2030","intervention",2,2,3537899
"NewAdultHIV","2030","intervention",2,2.5,3935711
"NewAdultHIV","2030","intervention",2,3,4393153
"NonFSWCondomUsage","2030","baseline",1,0,621.656831922253
"NonFSWCondomUsage","2030","baseline",1,0.5,621.656831922253
"NonFSWCondomUsage","2030","baseline",1,1,621.656831922253
"NonFSWCondomUsage","2030","baseline",1,1.5,621.656831922253
"NonFSWCondomUsage","2030","baseline",1,2,621.656831922253
"NonFSWCondomUsage","2030","baseline",1,2.5,621.656831922253
"NonFSWCondomUsage","2030","baseline",1,3,621.656831922253
"NonFSWCondomUsage","2030","baseline",2,0,598.345369505148
"NonFSWCondomUsage","2030","baseline",2,0.5,598.345369505148
"NonFSWCondomUsage","2030","baseline",2,1,598.345369505148
"NonFSWCondomUsage","2030","baseline",2,1.5,598.345369505148
"NonFSWCondomUsage","2030","baseline",2,2,598.345369505148
"NonFSWCondomUsage","2030","baseline",2,2.5,598.345369505148
"NonFSWCondomUsage","2030","baseline",2,3,598.345369505148
"NonFSWCondomUsage","2030","intervention",1,0,621.656831922253
"NonFSWCondomUsage","2030","intervention",1,0.5,556.187407391176
"NonFSWCondomUsage","2030","intervention",1,1,490.713255927565
"NonFSWCondomUsage","2030","intervention",1,1.5,425.231849802518
"NonFSWCondomUsage","2030","intervention",1,2,359.743419433947
"NonFSWCondomUsage","2030","intervention",1,2.5,294.248686280936
"NonFSWCondomUsage","2030","intervention",1,3,231.808564250647
"NonFSWCondomUsage","2030","intervention",2,0,598.345369505148
"NonFSWCondomUsage","2030","intervention",2,0.5,535.331586532098
"NonFSWCondomUsage","2030","intervention",2,1,472.31303537051
"NonFSWCondomUsage","2030","intervention",2,1.5,409.289761480696
"NonFSWCondomUsage","2030","intervention",2,2,346.261949187371
"NonFSWCondomUsage","2030","intervention",2,2.5,283.226628652763
"NonFSWCondomUsage","2030","intervention",2,3,223.134660938191
"PctProtSexActsSW","2030","baseline",1,0,1709.52050659253
"PctProtSexActsSW","2030","baseline",1,0.5,1709.52050659253
"PctProtSexActsSW","2030","baseline",1,1,1709.52050659253
"PctProtSexActsSW","2030","baseline",1,1.5,1709.52050659253
"PctProtSexActsSW","2030","baseline",1,2,1709.52050659253
"PctProtSexActsSW","2030","baseline",1,2.5,1709.52050659253
"PctProtSexActsSW","2030","baseline",1,3,1709.52050659253
"PctProtSexActsSW","2030","baseline",2,0,1771.63985100408
"PctProtSexActsSW","2030","baseline",2,0.5,1771.63985100408
"PctProtSexActsSW","2030","baseline",2,1,1771.63985100408
"PctProtSexActsSW","2030","baseline",2,1.5,1771.63985100408
"PctProtSexActsSW","2030","baseline",2,2,1771.63985100408
"PctProtSexActsSW","2030","baseline",2,2.5,1771.63985100408
"PctProtSexActsSW","2030","baseline",2,3,1771.63985100408
"PctProtSexActsSW","2030","intervention",1,0,1709.52050659253
"PctProtSexActsSW","2030","intervention",1,0.5,1709.09547696824
"PctProtSexActsSW","2030","intervention",1,1,1708.62125491838
"PctProtSexActsSW","2030","intervention",1,1.5,1708.09523107535
"PctProtSexActsSW","2030","intervention",1,2,1707.51185891977
"PctProtSexActsSW","2030","intervention",1,2.5,1706.86022371272
"PctProtSexActsSW","2030","intervention",1,3,NA
"PctProtSexActsSW","2030","intervention",2,0,1771.63985100408
"PctProtSexActsSW","2030","intervention",2,0.5,1771.19753032043
"PctProtSexActsSW","2030","intervention",2,1,1770.70548777792
"PctProtSexActsSW","2030","intervention",2,1.5,1770.15305048455
"PctProtSexActsSW","2030","intervention",2,2,1769.5332809282
"PctProtSexActsSW","2030","intervention",2,2.5,1768.84306667821
"PctProtSexActsSW","2030","intervention",2,3,NA
"PctSexActsSW","2030","baseline",1,0,723.153119549259
"PctSexActsSW","2030","baseline",1,0.5,723.153119549259
"PctSexActsSW","2030","baseline",1,1,723.153119549259
"PctSexActsSW","2030","baseline",1,1.5,723.153119549259
"PctSexActsSW","2030","baseline",1,2,723.153119549259
"PctSexActsSW","2030","baseline",1,2.5,723.153119549259
"PctSexActsSW","2030","baseline",1,3,723.153119549259
"PctSexActsSW","2030","baseline",2,0,752.267392366399
