"indicator","intervention_year","scenario","parameter_set","test_reduction","cumulative"
"SWsexActs","2025","intervention",1,60,6498332000
"SWsexActs","2025","intervention",1,70,6485369000
"SWsexActs","2025","intervention",1,80,6471019000
"SWsexActs","2025","intervention",1,90,6455497000
"SWsexActs","2025","intervention",1,100,6439027000
"SWsexActs","2025","intervention",2,0,6551956000
"SWsexActs","2025","intervention",2,10,6546371000
"SWsexActs","2025","intervention",2,20,6540207000
"SWsexActs","2025","intervention",2,30,6533366000
"SWsexActs","2025","intervention",2,40,6525811000
"SWsexActs","2025","intervention",2,50,6517517000
"SWsexActs","2025","intervention",2,60,6508395000
"SWsexActs","2025","intervention",2,70,6498475000
"SWsexActs","2025","intervention",2,80,6487832000
"SWsexActs","2025","intervention",2,90,6476622000
"SWsexActs","2025","intervention",2,100,6464926000
"SWsexActsProt","2025","baseline",1,0,5319894100
"SWsexActsProt","2025","baseline",1,10,5319894100
"SWsexActsProt","2025","baseline",1,20,5319894100
"SWsexActsProt","2025","baseline",1,30,5319894100
"SWsexActsProt","2025","baseline",1,40,5319894100
"SWsexActsProt","2025","baseline",1,50,5319894100
"SWsexActsProt","2025","baseline",1,60,5319894100
"SWsexActsProt","2025","baseline",1,70,5319894100
"SWsexActsProt","2025","baseline",1,80,5319894100
"SWsexActsProt","2025","baseline",1,90,5319894100
"SWsexActsProt","2025","baseline",1,100,5319894100
"SWsexActsProt","2025","baseline",2,0,5277344400
"SWsexActsProt","2025","baseline",2,10,5277344400
"SWsexActsProt","2025","baseline",2,20,5277344400
"SWsexActsProt","2025","baseline",2,30,5277344400
"SWsexActsProt","2025","baseline",2,40,5277344400
"SWsexActsProt","2025","baseline",2,50,5277344400
"SWsexActsProt","2025","baseline",2,60,5277344400
"SWsexActsProt","2025","baseline",2,70,5277344400
"SWsexActsProt","2025","baseline",2,80,5277344400
"SWsexActsProt","2025","baseline",2,90,5277344400
"SWsexActsProt","2025","baseline",2,100,5277344400
"SWsexActsProt","2025","intervention",1,0,5319894100
"SWsexActsProt","2025","intervention",1,10,5314879100
"SWsexActsProt","2025","intervention",1,20,5309184100
"SWsexActsProt","2025","intervention",1,30,5302687100
"SWsexActsProt","2025","intervention",1,40,5295314100
"SWsexActsProt","2025","intervention",1,50,5287004100
"SWsexActsProt","2025","intervention",1,60,5277600100
"SWsexActsProt","2025","intervention",1,70,5267069100
"SWsexActsProt","2025","intervention",1,80,5255420100
"SWsexActsProt","2025","intervention",1,90,5242810100
"SWsexActsProt","2025","intervention",1,100,5229433100
"SWsexActsProt","2025","intervention",2,0,5277344400
"SWsexActsProt","2025","intervention",2,10,5272849200
"SWsexActsProt","2025","intervention",2,20,5267885000
"SWsexActsProt","2025","intervention",2,30,5262374800
"SWsexActsProt","2025","intervention",2,40,5256287600
"SWsexActsProt","2025","intervention",2,50,5249608300
"SWsexActsProt","2025","intervention",2,60,5242261100
"SWsexActsProt","2025","intervention",2,70,5234267900
"SWsexActsProt","2025","intervention",2,80,5225695700
"SWsexActsProt","2025","intervention",2,90,5216669400
"SWsexActsProt","2025","intervention",2,100,5207245200
"TotalAIDSdeathsadult","2025","baseline",1,0,1554865.3
"TotalAIDSdeathsadult","2025","baseline",1,10,1554865.3
"TotalAIDSdeathsadult","2025","baseline",1,20,1554865.3
"TotalAIDSdeathsadult","2025","baseline",1,30,1554865.3
"TotalAIDSdeathsadult","2025","baseline",1,40,1554865.3
"TotalAIDSdeathsadult","2025","baseline",1,50,1554865.3
"TotalAIDSdeathsadult","2025","baseline",1,60,1554865.3
"TotalAIDSdeathsadult","2025","baseline",1,70,1554865.3
"TotalAIDSdeathsadult","2025","baseline",1,80,1554865.3
"TotalAIDSdeathsadult","2025","baseline",1,90,1554865.3
"TotalAIDSdeathsadult","2025","baseline",1,100,1554865.3
"TotalAIDSdeathsadult","2025","baseline",2,0,1536180.5
"TotalAIDSdeathsadult","2025","baseline",2,10,1536180.5
"TotalAIDSdeathsadult","2025","baseline",2,20,1536180.5
"TotalAIDSdeathsadult","2025","baseline",2,30,1536180.5
"TotalAIDSdeathsadult","2025","baseline",2,40,1536180.5
"TotalAIDSdeathsadult","2025","baseline",2,50,1536180.5
"TotalAIDSdeathsadult","2025","baseline",2,60,1536180.5
"TotalAIDSdeathsadult","2025","baseline",2,70,1536180.5
"TotalAIDSdeathsadult","2025","baseline",2,80,1536180.5
"TotalAIDSdeathsadult","2025","baseline",2,90,1536180.5
"TotalAIDSdeathsadult","2025","baseline",2,100,1536180.5
"TotalAIDSdeathsadult","2025","intervention",1,0,1554865.3
"TotalAIDSdeathsadult","2025","intervention",1,10,1593807
"TotalAIDSdeathsadult","2025","intervention",1,20,1637895.2
"TotalAIDSdeathsadult","2025","intervention",1,30,1688205.8
"TotalAIDSdeathsadult","2025","intervention",1,40,1745479.7
"TotalAIDSdeathsadult","2025","intervention",1,50,1810478.7
"TotalAIDSdeathsadult","2025","intervention",1,60,1884631.5
"TotalAIDSdeathsadult","2025","intervention",1,70,1968533.1
"TotalAIDSdeathsadult","2025","intervention",1,80,2062422.1
"TotalAIDSdeathsadult","2025","intervention",1,90,2165059.6
"TotalAIDSdeathsadult","2025","intervention",1,100,2274659.3
"TotalAIDSdeathsadult","2025","intervention",2,0,1536180.5
"TotalAIDSdeathsadult","2025","intervention",2,10,1569838
"TotalAIDSdeathsadult","2025","intervention",2,20,1607267.1
"TotalAIDSdeathsadult","2025","intervention",2,30,1649173
"TotalAIDSdeathsadult","2025","intervention",2,40,1695901.4
"TotalAIDSdeathsadult","2025","intervention",2,50,1747720.8
"TotalAIDSdeathsadult","2025","intervention",2,60,1805275.3
"TotalAIDSdeathsadult","2025","intervention",2,70,1868395.3
"TotalAIDSdeathsadult","2025","intervention",2,80,1936567.7
"TotalAIDSdeathsadult","2025","intervention",2,90,2008366.4
"TotalAIDSdeathsadult","2025","intervention",2,100,2082521.7
"TotalHIVtests","2025","baseline",1,0,1022984200
"TotalHIVtests","2025","baseline",1,10,1022984200
"TotalHIVtests","2025","baseline",1,20,1022984200
"TotalHIVtests","2025","baseline",1,30,1022984200
"TotalHIVtests","2025","baseline",1,40,1022984200
"TotalHIVtests","2025","baseline",1,50,1022984200
"TotalHIVtests","2025","baseline",1,60,1022984200
"TotalHIVtests","2025","baseline",1,70,1022984200
"TotalHIVtests","2025","baseline",1,80,1022984200
"TotalHIVtests","2025","baseline",1,90,1022984200
"TotalHIVtests","2025","baseline",1,100,1022984200
"TotalHIVtests","2025","baseline",2,0,835584000
"TotalHIVtests","2025","baseline",2,10,835584000
"TotalHIVtests","2025","baseline",2,20,835584000
"TotalHIVtests","2025","baseline",2,30,835584000
"TotalHIVtests","2025","baseline",2,40,835584000
"TotalHIVtests","2025","baseline",2,50,835584000
"TotalHIVtests","2025","baseline",2,60,835584000
"TotalHIVtests","2025","baseline",2,70,835584000
"TotalHIVtests","2025","baseline",2,80,835584000
"TotalHIVtests","2025","baseline",2,90,835584000
"TotalHIVtests","2025","baseline",2,100,835584000
"TotalHIVtests","2025","intervention",1,0,1022984200
"TotalHIVtests","2025","intervention",1,10,899242900
"TotalHIVtests","2025","intervention",1,20,784993100
"TotalHIVtests","2025","intervention",1,30,679455800
"TotalHIVtests","2025","intervention",1,40,583058200
"TotalHIVtests","2025","intervention",1,50,496069470
"TotalHIVtests","2025","intervention",1,60,417891540
"TotalHIVtests","2025","intervention",1,70,348812020
"TotalHIVtests","2025","intervention",1,80,288758300
"TotalHIVtests","2025","intervention",1,90,237726680
"TotalHIVtests","2025","intervention",1,100,195024600
"TotalHIVtests","2025","intervention",2,0,835584000
"TotalHIVtests","2025","intervention",2,10,737764700
"TotalHIVtests","2025","intervention",2,20,647686100
"TotalHIVtests","2025","intervention",2,30,564717000
"TotalHIVtests","2025","intervention",2,40,489165110
"TotalHIVtests","2025","intervention",2,50,421203900
"TotalHIVtests","2025","intervention",2,60,360312420
"TotalHIVtests","2025","intervention",2,70,306631690
"TotalHIVtests","2025","intervention",2,80,259978710
"TotalHIVtests","2025","intervention",2,90,220155040
"TotalHIVtests","2025","intervention",2,100,186315150
"TotProtSexActs","2025","baseline",1,0,9622606000
"TotProtSexActs","2025","baseline",1,10,9622606000
"TotProtSexActs","2025","baseline",1,20,9622606000
"TotProtSexActs","2025","baseline",1,30,9622606000
"TotProtSexActs","2025","baseline",1,40,9622606000
"TotProtSexActs","2025","baseline",1,50,9622606000
"TotProtSexActs","2025","baseline",1,60,9622606000
"TotProtSexActs","2025","baseline",1,70,9622606000
"TotProtSexActs","2025","baseline",1,80,9622606000
"TotProtSexActs","2025","baseline",1,90,9622606000
"TotProtSexActs","2025","baseline",1,100,9622606000
"TotProtSexActs","2025","baseline",2,0,9211375000
"TotProtSexActs","2025","baseline",2,10,9211375000
"TotProtSexActs","2025","baseline",2,20,9211375000
"TotProtSexActs","2025","baseline",2,30,9211375000
"TotProtSexActs","2025","baseline",2,40,9211375000
"TotProtSexActs","2025","baseline",2,50,9211375000
"TotProtSexActs","2025","baseline",2,60,9211375000
"TotProtSexActs","2025","baseline",2,70,9211375000
"TotProtSexActs","2025","baseline",2,80,9211375000
"TotProtSexActs","2025","baseline",2,90,9211375000
"TotProtSexActs","2025","baseline",2,100,9211375000
"TotProtSexActs","2025","intervention",1,0,9622606000
"TotProtSexActs","2025","intervention",1,10,9617245000
"TotProtSexActs","2025","intervention",1,20,9611128000
"TotProtSexActs","2025","intervention",1,30,9604117000
"TotProtSexActs","2025","intervention",1,40,9596109000
"TotProtSexActs","2025","intervention",1,50,9587020000
"TotProtSexActs","2025","intervention",1,60,9576660000
"TotProtSexActs","2025","intervention",1,70,9564945000
"TotProtSexActs","2025","intervention",1,80,9551861000
"TotProtSexActs","2025","intervention",1,90,9537553000
"TotProtSexActs","2025","intervention",1,100,9522212000
"TotProtSexActs","2025","intervention",2,0,9211375000
"TotProtSexActs","2025","intervention",2,10,9206530000
"TotProtSexActs","2025","intervention",2,20,9201154000
"TotProtSexActs","2025","intervention",2,30,9195162000
"TotProtSexActs","2025","intervention",2,40,9188509000
"TotProtSexActs","2025","intervention",2,50,9181156000
"TotProtSexActs","2025","intervention",2,60,9173009000
"TotProtSexActs","2025","intervention",2,70,9164094000
"TotProtSexActs","2025","intervention",2,80,9154447000
"TotProtSexActs","2025","intervention",2,90,9144203000
"TotProtSexActs","2025","intervention",2,100,9133437000
"TotSexActs","2025","baseline",1,0,27982010000
"TotSexActs","2025","baseline",1,10,27982010000
"TotSexActs","2025","baseline",1,20,27982010000
"TotSexActs","2025","baseline",1,30,27982010000
"TotSexActs","2025","baseline",1,40,27982010000
"TotSexActs","2025","baseline",1,50,27982010000
"TotSexActs","2025","baseline",1,60,27982010000
"TotSexActs","2025","baseline",1,70,27982010000
"TotSexActs","2025","baseline",1,80,27982010000
"TotSexActs","2025","baseline",1,90,27982010000
"TotSexActs","2025","baseline",1,100,27982010000
"TotSexActs","2025","baseline",2,0,26908453000
"TotSexActs","2025","baseline",2,10,26908453000
"TotSexActs","2025","baseline",2,20,26908453000
"TotSexActs","2025","baseline",2,30,26908453000
"TotSexActs","2025","baseline",2,40,26908453000
"TotSexActs","2025","baseline",2,50,26908453000
