"indicator","intervention_year","scenario","parameter_set","test_reduction","cumulative"
"CondomUsage","2025","baseline",1,0,1407.01397390938
"CondomUsage","2025","baseline",1,10,1407.01397390938
"CondomUsage","2025","baseline",1,20,1407.01397390938
"CondomUsage","2025","baseline",1,30,1407.01397390938
"CondomUsage","2025","baseline",1,40,1407.01397390938
"CondomUsage","2025","baseline",1,50,1407.01397390938
"CondomUsage","2025","baseline",1,60,1407.01397390938
"CondomUsage","2025","baseline",1,70,1407.01397390938
"CondomUsage","2025","baseline",1,80,1407.01397390938
"CondomUsage","2025","baseline",1,90,1407.01397390938
"CondomUsage","2025","baseline",1,100,1407.01397390938
"CondomUsage","2025","baseline",2,0,1400.66240327893
"CondomUsage","2025","baseline",2,10,1400.66240327893
"CondomUsage","2025","baseline",2,20,1400.66240327893
"CondomUsage","2025","baseline",2,30,1400.66240327893
"CondomUsage","2025","baseline",2,40,1400.66240327893
"CondomUsage","2025","baseline",2,50,1400.66240327893
"CondomUsage","2025","baseline",2,60,1400.66240327893
"CondomUsage","2025","baseline",2,70,1400.66240327893
"CondomUsage","2025","baseline",2,80,1400.66240327893
"CondomUsage","2025","baseline",2,90,1400.66240327893
"CondomUsage","2025","baseline",2,100,1400.66240327893
"CondomUsage","2025","intervention",1,0,1407.01397390938
"CondomUsage","2025","intervention",1,10,1406.74043114829
"CondomUsage","2025","intervention",1,20,1406.43077475835
"CondomUsage","2025","intervention",1,30,1406.08072554254
"CondomUsage","2025","intervention",1,40,1405.68687282653
"CondomUsage","2025","intervention",1,50,1405.24968315347
"CondomUsage","2025","intervention",1,60,1404.76354878743
"CondomUsage","2025","intervention",1,70,1404.22718060079
"CondomUsage","2025","intervention",1,80,1403.64520468866
"CondomUsage","2025","intervention",1,90,1403.02704962854
"CondomUsage","2025","intervention",1,100,1402.38245832681
"CondomUsage","2025","intervention",2,0,1400.66240327893
"CondomUsage","2025","intervention",2,10,1400.40800167296
"CondomUsage","2025","intervention",2,20,1400.12980329003
"CondomUsage","2025","intervention",2,30,1399.82599707838
"CondomUsage","2025","intervention",2,40,1399.49545463709
"CondomUsage","2025","intervention",2,50,1399.13837382221
"CondomUsage","2025","intervention",2,60,1398.75154819574
"CondomUsage","2025","intervention",2,70,1398.33953153588
"CondomUsage","2025","intervention",2,80,1397.90320941387
"CondomUsage","2025","intervention",2,90,1397.44805043182
"CondomUsage","2025","intervention",2,100,1396.97519089192
"FSWCondomUsage","2025","baseline",1,0,3329.80113815718
"FSWCondomUsage","2025","baseline",1,10,3329.80113815718
"FSWCondomUsage","2025","baseline",1,20,3329.80113815718
"FSWCondomUsage","2025","baseline",1,30,3329.80113815718
"FSWCondomUsage","2025","baseline",1,40,3329.80113815718
"FSWCondomUsage","2025","baseline",1,50,3329.80113815718
"FSWCondomUsage","2025","baseline",1,60,3329.80113815718
"FSWCondomUsage","2025","baseline",1,70,3329.80113815718
"FSWCondomUsage","2025","baseline",1,80,3329.80113815718
"FSWCondomUsage","2025","baseline",1,90,3329.80113815718
"FSWCondomUsage","2025","baseline",1,100,3329.80113815718
"FSWCondomUsage","2025","baseline",2,0,3302.38974563226
"FSWCondomUsage","2025","baseline",2,10,3302.38974563226
"FSWCondomUsage","2025","baseline",2,20,3302.38974563226
"FSWCondomUsage","2025","baseline",2,30,3302.38974563226
"FSWCondomUsage","2025","baseline",2,40,3302.38974563226
"FSWCondomUsage","2025","baseline",2,50,3302.38974563226
"FSWCondomUsage","2025","baseline",2,60,3302.38974563226
"FSWCondomUsage","2025","baseline",2,70,3302.38974563226
"FSWCondomUsage","2025","baseline",2,80,3302.38974563226
"FSWCondomUsage","2025","baseline",2,90,3302.38974563226
"FSWCondomUsage","2025","baseline",2,100,3302.38974563226
"FSWCondomUsage","2025","intervention",1,0,3329.80113815718
"FSWCondomUsage","2025","intervention",1,10,3329.79959252
"FSWCondomUsage","2025","intervention",1,20,3329.80214343286
"FSWCondomUsage","2025","intervention",1,30,3329.80106112865
"FSWCondomUsage","2025","intervention",1,40,3329.8003748282
"FSWCondomUsage","2025","intervention",1,50,3329.80321378191
"FSWCondomUsage","2025","intervention",1,60,3329.8026425814
"FSWCondomUsage","2025","intervention",1,70,3329.80026528139
"FSWCondomUsage","2025","intervention",1,80,3329.80341742882
"FSWCondomUsage","2025","intervention",1,90,3329.80115401579
"FSWCondomUsage","2025","intervention",1,100,3329.80015355139
"FSWCondomUsage","2025","intervention",2,0,3302.38974563226
"FSWCondomUsage","2025","intervention",2,10,3302.39145917232
"FSWCondomUsage","2025","intervention",2,20,3302.39220571784
"FSWCondomUsage","2025","intervention",2,30,3302.39214360438
"FSWCondomUsage","2025","intervention",2,40,3302.3909842831
"FSWCondomUsage","2025","intervention",2,50,3302.3915063119
"FSWCondomUsage","2025","intervention",2,60,3302.39197378423
"FSWCondomUsage","2025","intervention",2,70,3302.38964655709
"FSWCondomUsage","2025","intervention",2,80,3302.38995926808
"FSWCondomUsage","2025","intervention",2,90,3302.39217456989
"FSWCondomUsage","2025","intervention",2,100,3302.38938816772
"NewAdultHIV","2025","baseline",1,0,3576715.9
"NewAdultHIV","2025","baseline",1,10,3576715.9
"NewAdultHIV","2025","baseline",1,20,3576715.9
"NewAdultHIV","2025","baseline",1,30,3576715.9
"NewAdultHIV","2025","baseline",1,40,3576715.9
"NewAdultHIV","2025","baseline",1,50,3576715.9
"NewAdultHIV","2025","baseline",1,60,3576715.9
"NewAdultHIV","2025","baseline",1,70,3576715.9
"NewAdultHIV","2025","baseline",1,80,3576715.9
"NewAdultHIV","2025","baseline",1,90,3576715.9
"NewAdultHIV","2025","baseline",1,100,3576715.9
"NewAdultHIV","2025","baseline",2,0,3407774.9
"NewAdultHIV","2025","baseline",2,10,3407774.9
"NewAdultHIV","2025","baseline",2,20,3407774.9
"NewAdultHIV","2025","baseline",2,30,3407774.9
"NewAdultHIV","2025","baseline",2,40,3407774.9
"NewAdultHIV","2025","baseline",2,50,3407774.9
"NewAdultHIV","2025","baseline",2,60,3407774.9
"NewAdultHIV","2025","baseline",2,70,3407774.9
"NewAdultHIV","2025","baseline",2,80,3407774.9
"NewAdultHIV","2025","baseline",2,90,3407774.9
"NewAdultHIV","2025","baseline",2,100,3407774.9
"NewAdultHIV","2025","intervention",1,0,3576715.9
"NewAdultHIV","2025","intervention",1,10,3705681.9
"NewAdultHIV","2025","intervention",1,20,3849900.4
"NewAdultHIV","2025","intervention",1,30,4011852.4
"NewAdultHIV","2025","intervention",1,40,4192641.1
"NewAdultHIV","2025","intervention",1,50,4393227.2
"NewAdultHIV","2025","intervention",1,60,4616353.9
"NewAdultHIV","2025","intervention",1,70,4861967.9
"NewAdultHIV","2025","intervention",1,80,5128982.2
"NewAdultHIV","2025","intervention",1,90,5412575.6
"NewAdultHIV","2025","intervention",1,100,5707701
"NewAdultHIV","2025","intervention",2,0,3407774.9
"NewAdultHIV","2025","intervention",2,10,3524393.2
"NewAdultHIV","2025","intervention",2,20,3652250.4
"NewAdultHIV","2025","intervention",2,30,3793098.9
"NewAdultHIV","2025","intervention",2,40,3947366.8
"NewAdultHIV","2025","intervention",2,50,4115220
"NewAdultHIV","2025","intervention",2,60,4298010.7
"NewAdultHIV","2025","intervention",2,70,4494576.5
"NewAdultHIV","2025","intervention",2,80,4702999.3
"NewAdultHIV","2025","intervention",2,90,4919259.9
"NewAdultHIV","2025","intervention",2,100,5140924.8
"NonFSWCondomUsage","2025","baseline",1,0,822.861452178193
"NonFSWCondomUsage","2025","baseline",1,10,822.861452178193
"NonFSWCondomUsage","2025","baseline",1,20,822.861452178193
"NonFSWCondomUsage","2025","baseline",1,30,822.861452178193
"NonFSWCondomUsage","2025","baseline",1,40,822.861452178193
"NonFSWCondomUsage","2025","baseline",1,50,822.861452178193
"NonFSWCondomUsage","2025","baseline",1,60,822.861452178193
"NonFSWCondomUsage","2025","baseline",1,70,822.861452178193
"NonFSWCondomUsage","2025","baseline",1,80,822.861452178193
"NonFSWCondomUsage","2025","baseline",1,90,822.861452178193
"NonFSWCondomUsage","2025","baseline",1,100,822.861452178193
"NonFSWCondomUsage","2025","baseline",2,0,792.160496988285
"NonFSWCondomUsage","2025","baseline",2,10,792.160496988285
"NonFSWCondomUsage","2025","baseline",2,20,792.160496988285
"NonFSWCondomUsage","2025","baseline",2,30,792.160496988285
"NonFSWCondomUsage","2025","baseline",2,40,792.160496988285
"NonFSWCondomUsage","2025","baseline",2,50,792.160496988285
"NonFSWCondomUsage","2025","baseline",2,60,792.160496988285
"NonFSWCondomUsage","2025","baseline",2,70,792.160496988285
"NonFSWCondomUsage","2025","baseline",2,80,792.160496988285
"NonFSWCondomUsage","2025","baseline",2,90,792.160496988285
"NonFSWCondomUsage","2025","baseline",2,100,792.160496988285
"NonFSWCondomUsage","2025","intervention",1,0,822.861452178193
"NonFSWCondomUsage","2025","intervention",1,10,822.940616922268
"NonFSWCondomUsage","2025","intervention",1,20,823.02783830417
"NonFSWCondomUsage","2025","intervention",1,30,823.126562662642
"NonFSWCondomUsage","2025","intervention",1,40,823.236125492599
"NonFSWCondomUsage","2025","intervention",1,50,823.35845721243
"NonFSWCondomUsage","2025","intervention",1,60,823.496930668833
"NonFSWCondomUsage","2025","intervention",1,70,823.648386993982
"NonFSWCondomUsage","2025","intervention",1,80,823.813688199506
"NonFSWCondomUsage","2025","intervention",1,90,823.99049435672
"NonFSWCondomUsage","2025","intervention",1,100,824.173842545827
"NonFSWCondomUsage","2025","intervention",2,0,792.160496988285
"NonFSWCondomUsage","2025","intervention",2,10,792.226056748114
"NonFSWCondomUsage","2025","intervention",2,20,792.297749467225
"NonFSWCondomUsage","2025","intervention",2,30,792.378270209142
"NonFSWCondomUsage","2025","intervention",2,40,792.467428682682
"NonFSWCondomUsage","2025","intervention",2,50,792.563937586931
"NonFSWCondomUsage","2025","intervention",2,60,792.66874017852
"NonFSWCondomUsage","2025","intervention",2,70,792.784434168474
"NonFSWCondomUsage","2025","intervention",2,80,792.90439064309
"NonFSWCondomUsage","2025","intervention",2,90,793.0259141343
"NonFSWCondomUsage","2025","intervention",2,100,793.148453987468
"PctProtSexActsSW","2025","baseline",1,0,2257.98716665194
"PctProtSexActsSW","2025","baseline",1,10,2257.98716665194
"PctProtSexActsSW","2025","baseline",1,20,2257.98716665194
"PctProtSexActsSW","2025","baseline",1,30,2257.98716665194
"PctProtSexActsSW","2025","baseline",1,40,2257.98716665194
"PctProtSexActsSW","2025","baseline",1,50,2257.98716665194
"PctProtSexActsSW","2025","baseline",1,60,2257.98716665194
"PctProtSexActsSW","2025","baseline",1,70,2257.98716665194
"PctProtSexActsSW","2025","baseline",1,80,2257.98716665194
"PctProtSexActsSW","2025","baseline",1,90,2257.98716665194
"PctProtSexActsSW","2025","baseline",1,100,2257.98716665194
"PctProtSexActsSW","2025","baseline",2,0,2339.87897108663
"PctProtSexActsSW","2025","baseline",2,10,2339.87897108663
"PctProtSexActsSW","2025","baseline",2,20,2339.87897108663
"PctProtSexActsSW","2025","baseline",2,30,2339.87897108663
"PctProtSexActsSW","2025","baseline",2,40,2339.87897108663
"PctProtSexActsSW","2025","baseline",2,50,2339.87897108663
"PctProtSexActsSW","2025","baseline",2,60,2339.87897108663
"PctProtSexActsSW","2025","baseline",2,70,2339.87897108663
"PctProtSexActsSW","2025","baseline",2,80,2339.87897108663
"PctProtSexActsSW","2025","baseline",2,90,2339.87897108663
"PctProtSexActsSW","2025","baseline",2,100,2339.87897108663
"PctProtSexActsSW","2025","intervention",1,0,2257.98716665194
"PctProtSexActsSW","2025","intervention",1,10,2257.14418461072
"PctProtSexActsSW","2025","intervention",1,20,2256.19780984684
"PctProtSexActsSW","2025","intervention",1,30,2255.12999916155
"PctProtSexActsSW","2025","intervention",1,40,2253.93524960108
"PctProtSexActsSW","2025","intervention",1,50,2252.60825716016
"PctProtSexActsSW","2025","intervention",1,60,2251.12860363649
"PctProtSexActsSW","2025","intervention",1,70,2249.50216913434
"PctProtSexActsSW","2025","intervention",1,80,2247.73465107122
"PctProtSexActsSW","2025","intervention",1,90,2245.85566046174
"PctProtSexActsSW","2025","intervention",1,100,2243.89876102561
"PctProtSexActsSW","2025","intervention",2,0,2339.87897108663
"PctProtSexActsSW","2025","intervention",2,10,2339.14368581485
"PctProtSexActsSW","2025","intervention",2,20,2338.34198750855
"PctProtSexActsSW","2025","intervention",2,30,2337.46169779358
"PctProtSexActsSW","2025","intervention",2,40,2336.50178996261
"PctProtSexActsSW","2025","intervention",2,50,2335.46551762707
"PctProtSexActsSW","2025","intervention",2,60,2334.34440443213
"PctProtSexActsSW","2025","intervention",2,70,2333.14064206373
"PctProtSexActsSW","2025","intervention",2,80,2331.87430281062
"PctProtSexActsSW","2025","intervention",2,90,2330.56440889832
"PctProtSexActsSW","2025","intervention",2,100,2329.21595145216
"PctSexActsSW","2025","baseline",1,0,955.654610877751
"PctSexActsSW","2025","baseline",1,10,955.654610877751
"PctSexActsSW","2025","baseline",1,20,955.654610877751
"PctSexActsSW","2025","baseline",1,30,955.654610877751
"PctSexActsSW","2025","baseline",1,40,955.654610877751
"PctSexActsSW","2025","baseline",1,50,955.654610877751
"PctSexActsSW","2025","baseline",1,60,955.654610877751
"PctSexActsSW","2025","baseline",1,70,955.654610877751
"PctSexActsSW","2025","baseline",1,80,955.654610877751
"PctSexActsSW","2025","baseline",1,90,955.654610877751
"PctSexActsSW","2025","baseline",1,100,955.654610877751
"PctSexActsSW","2025","baseline",2,0,994.187379831773
"PctSexActsSW","2025","baseline",2,10,994.187379831773
"PctSexActsSW","2025","baseline",2,20,994.187379831773
"PctSexActsSW","2025","baseline",2,30,994.187379831773
"PctSexActsSW","2025","baseline",2,40,994.187379831773
"PctSexActsSW","2025","baseline",2,50,994.187379831773
"PctSexActsSW","2025","baseline",2,60,994.187379831773
"PctSexActsSW","2025","baseline",2,70,994.187379831773
"PctSexActsSW","2025","baseline",2,80,994.187379831773
"PctSexActsSW","2025","baseline",2,90,994.187379831773
"PctSexActsSW","2025","baseline",2,100,994.187379831773
"PctSexActsSW","2025","intervention",1,0,955.654610877751
"PctSexActsSW","2025","intervention",1,10,955.109825013791
"PctSexActsSW","2025","intervention",1,20,954.49450363471
"PctSexActsSW","2025","intervention",1,30,953.799791477747
"PctSexActsSW","2025","intervention",1,40,953.019936219863
"PctSexActsSW","2025","intervention",1,50,952.151810753562
"PctSexActsSW","2025","intervention",1,60,951.184817959828
"PctSexActsSW","2025","intervention",1,70,950.119840265187
"PctSexActsSW","2025","intervention",1,80,948.960704423524
"PctSexActsSW","2025","intervention",1,90,947.729956544607
"PctSexActsSW","2025","intervention",1,100,946.446946641133
"PctSexActsSW","2025","intervention",2,0,994.187379831773
"PctSexActsSW","2025","intervention",2,10,993.691061172537
"PctSexActsSW","2025","intervention",2,20,993.149012607818
"PctSexActsSW","2025","intervention",2,30,992.554437286227
"PctSexActsSW","2025","intervention",2,40,991.906078444357
"PctSexActsSW","2025","intervention",2,50,991.204531633834
"PctSexActsSW","2025","intervention",2,60,990.444384978196
"PctSexActsSW","2025","intervention",2,70,989.630532901748
"PctSexActsSW","2025","intervention",2,80,988.770780812417
"PctSexActsSW","2025","intervention",2,90,987.877545200903
"PctSexActsSW","2025","intervention",2,100,986.955590820991
"SWsexActs","2025","baseline",1,0,6550411000
"SWsexActs","2025","baseline",1,10,6550411000
"SWsexActs","2025","baseline",1,20,6550411000
"SWsexActs","2025","baseline",1,30,6550411000
"SWsexActs","2025","baseline",1,40,6550411000
"SWsexActs","2025","baseline",1,50,6550411000
"SWsexActs","2025","baseline",1,60,6550411000
"SWsexActs","2025","baseline",1,70,6550411000
"SWsexActs","2025","baseline",1,80,6550411000
"SWsexActs","2025","baseline",1,90,6550411000
"SWsexActs","2025","baseline",1,100,6550411000
"SWsexActs","2025","baseline",2,0,6551956000
"SWsexActs","2025","baseline",2,10,6551956000
"SWsexActs","2025","baseline",2,20,6551956000
"SWsexActs","2025","baseline",2,30,6551956000
"SWsexActs","2025","baseline",2,40,6551956000
"SWsexActs","2025","baseline",2,50,6551956000
"SWsexActs","2025","baseline",2,60,6551956000
"SWsexActs","2025","baseline",2,70,6551956000
"SWsexActs","2025","baseline",2,80,6551956000
"SWsexActs","2025","baseline",2,90,6551956000
"SWsexActs","2025","baseline",2,100,6551956000
"SWsexActs","2025","intervention",1,0,6550411000
"SWsexActs","2025","intervention",1,10,6544239000
"SWsexActs","2025","intervention",1,20,6537223000
"SWsexActs","2025","intervention",1,30,6529224000
"SWsexActs","2025","intervention",1,40,6520147000
"SWsexActs","2025","intervention",1,50,6509909000
