"years","TotalHIVtests_baseline","TotalHIVtests_2025","TotalHIVtests_2030","TotalHIVtests_2035","TotalHIVtests_2040","TotalHIVtests_2045","TotalHIVtests_2050","TotalHIVtests_2055","TotalHIVtests_2060","TotalHIVtests_2065","TotalNewHIV_baseline","TotalNewHIV_2025","TotalNewHIV_2030","TotalNewHIV_2035","TotalNewHIV_2040","TotalNewHIV_2045","TotalNewHIV_2050","TotalNewHIV_2055","TotalNewHIV_2060","TotalNewHIV_2065","LYlostAIDS_baseline","LYlostAIDS_2025","LYlostAIDS_2030","LYlostAIDS_2035","LYlostAIDS_2040","LYlostAIDS_2045","LYlostAIDS_2050","LYlostAIDS_2055","LYlostAIDS_2060","LYlostAIDS_2065","AIDSdeathsAdultM_baseline","AIDSdeathsAdultM_2025","AIDSdeathsAdultM_2030","AIDSdeathsAdultM_2035","AIDSdeathsAdultM_2040","AIDSdeathsAdultM_2045","AIDSdeathsAdultM_2050","AIDSdeathsAdultM_2055","AIDSdeathsAdultM_2060","AIDSdeathsAdultM_2065","AIDSdeathsAdultF_baseline","AIDSdeathsAdultF_2025","AIDSdeathsAdultF_2030","AIDSdeathsAdultF_2035","AIDSdeathsAdultF_2040","AIDSdeathsAdultF_2045","AIDSdeathsAdultF_2050","AIDSdeathsAdultF_2055","AIDSdeathsAdultF_2060","AIDSdeathsAdultF_2065","DiagnosedHIV_M_baseline","DiagnosedHIV_M_2025","DiagnosedHIV_M_2030","DiagnosedHIV_M_2035","DiagnosedHIV_M_2040","DiagnosedHIV_M_2045","DiagnosedHIV_M_2050","DiagnosedHIV_M_2055","DiagnosedHIV_M_2060","DiagnosedHIV_M_2065","DiagnosedHIV_F_baseline","DiagnosedHIV_F_2025","DiagnosedHIV_F_2030","DiagnosedHIV_F_2035","DiagnosedHIV_F_2040","DiagnosedHIV_F_2045","DiagnosedHIV_F_2050","DiagnosedHIV_F_2055","DiagnosedHIV_F_2060","DiagnosedHIV_F_2065","Number1stHIVtestsPos_baseline","Number1stHIVtestsPos_2025","Number1stHIVtestsPos_2030","Number1stHIVtestsPos_2035","Number1stHIVtestsPos_2040","Number1stHIVtestsPos_2045","Number1stHIVtestsPos_2050","Number1stHIVtestsPos_2055","Number1stHIVtestsPos_2060","Number1stHIVtestsPos_2065","StartingARTtot_baseline","StartingARTtot_2025","StartingARTtot_2030","StartingARTtot_2035","StartingARTtot_2040","StartingARTtot_2045","StartingARTtot_2050","StartingARTtot_2055","StartingARTtot_2060","StartingARTtot_2065","Prop1stHIVtestsPos_baseline","Prop1stHIVtestsPos_2025","Prop1stHIVtestsPos_2030","Prop1stHIVtestsPos_2035","Prop1stHIVtestsPos_2040","Prop1stHIVtestsPos_2045","Prop1stHIVtestsPos_2050","Prop1stHIVtestsPos_2055","Prop1stHIVtestsPos_2060","Prop1stHIVtestsPos_2065","NewDiagnosesPregnancy_baseline","NewDiagnosesPregnancy_2025","NewDiagnosesPregnancy_2030","NewDiagnosesPregnancy_2035","NewDiagnosesPregnancy_2040","NewDiagnosesPregnancy_2045","NewDiagnosesPregnancy_2050","NewDiagnosesPregnancy_2055","NewDiagnosesPregnancy_2060","NewDiagnosesPregnancy_2065","TotalART15F_baseline","TotalART15F_2025","TotalART15F_2030","TotalART15F_2035","TotalART15F_2040","TotalART15F_2045","TotalART15F_2050","TotalART15F_2055","TotalART15F_2060","TotalART15F_2065","TotalART15M_baseline","TotalART15M_2025","TotalART15M_2030","TotalART15M_2035","TotalART15M_2040","TotalART15M_2045","TotalART15M_2050","TotalART15M_2055","TotalART15M_2060","TotalART15M_2065","RediagnosesPregnancy_baseline","RediagnosesPregnancy_2025","RediagnosesPregnancy_2030","RediagnosesPregnancy_2035","RediagnosesPregnancy_2040","RediagnosesPregnancy_2045","RediagnosesPregnancy_2050","RediagnosesPregnancy_2055","RediagnosesPregnancy_2060","RediagnosesPregnancy_2065","TotANCtests_baseline","TotANCtests_2025","TotANCtests_2030","TotANCtests_2035","TotANCtests_2040","TotANCtests_2045","TotANCtests_2050","TotANCtests_2055","TotANCtests_2060","TotANCtests_2065","TotalAIDSdeathsAdult_baseline","TotalAIDSdeathsAdult_2025","TotalAIDSdeathsAdult_2030","TotalAIDSdeathsAdult_2035","TotalAIDSdeathsAdult_2040","TotalAIDSdeathsAdult_2045","TotalAIDSdeathsAdult_2050","TotalAIDSdeathsAdult_2055","TotalAIDSdeathsAdult_2060","TotalAIDSdeathsAdult_2065","TotalARTAdult_baseline","TotalARTAdult_2025","TotalARTAdult_2030","TotalARTAdult_2035","TotalARTAdult_2040","TotalARTAdult_2045","TotalARTAdult_2050","TotalARTAdult_2055","TotalARTAdult_2060","TotalARTAdult_2065","TotalDiagnosedHIV_baseline","TotalDiagnosedHIV_2025","TotalDiagnosedHIV_2030","TotalDiagnosedHIV_2035","TotalDiagnosedHIV_2040","TotalDiagnosedHIV_2045","TotalDiagnosedHIV_2050","TotalDiagnosedHIV_2055","TotalDiagnosedHIV_2060","TotalDiagnosedHIV_2065","ANCTestPositivity_baseline","ANCTestPositivity_2025","ANCTestPositivity_2030","ANCTestPositivity_2035","ANCTestPositivity_2040","ANCTestPositivity_2045","ANCTestPositivity_2050","ANCTestPositivity_2055","ANCTestPositivity_2060","ANCTestPositivity_2065","ARTinitiationRatio_baseline","ARTinitiationRatio_2025","ARTinitiationRatio_2030","ARTinitiationRatio_2035","ARTinitiationRatio_2040","ARTinitiationRatio_2045","ARTinitiationRatio_2050","ARTinitiationRatio_2055","ARTinitiationRatio_2060","ARTinitiationRatio_2065","TotalARTRatio_baseline","TotalARTRatio_2025","TotalARTRatio_2030","TotalARTRatio_2035","TotalARTRatio_2040","TotalARTRatio_2045","TotalARTRatio_2050","TotalARTRatio_2055","TotalARTRatio_2060","TotalARTRatio_2065","TotalTestPositivity_baseline","TotalTestPositivity_2025","TotalTestPositivity_2030","TotalTestPositivity_2035","TotalTestPositivity_2040","TotalTestPositivity_2045","TotalTestPositivity_2050","TotalTestPositivity_2055","TotalTestPositivity_2060","TotalTestPositivity_2065"
2050,23051850,4660065,4707615,4756395,4792945,4801525,4778735,23051800,23051800,23051750,73264.2,136332.5,1578475,24542.05,24888.65,2002500,5139630,72841.85,74612.85,0.003257565,922451,136332.5,1578475,24542.05,24888.65,2002500,5139630,72841.85,74612.85,0.003257565,18116.4,136332.5,1578475,24542.05,24888.65,2002500,5139630,72841.85,74612.85,0.003257565,20199.9,136332.5,1578475,24542.05,24888.65,2002500,5139630,72841.85,74612.85,0.003257565,2061375,136332.5,1578475,24542.05,24888.65,2002500,5139630,72841.85,74612.85,0.003257565,5139625,136332.5,1578475,24542.05,24888.65,2002500,5139630,72841.85,74612.85,0.003257565,72841.75,136332.5,1578475,24542.05,24888.65,2002500,5139630,72841.85,74612.85,0.003257565,74612.7,136332.5,1578475,24542.05,24888.65,2002500,5139630,72841.85,74612.85,0.003257565,0.003257535,136332.5,1578475,24542.05,24888.65,2002500,5139630,72841.85,74612.85,0.003257565,4176.91,136332.5,1578475,24542.05,24888.65,2002500,5139630,72841.85,74612.85,0.003257565,4275905,136332.5,1578475,24542.05,24888.65,2002500,5139630,72841.85,74612.85,0.003257565,1498160,136332.5,1578475,24542.05,24888.65,2002500,5139630,72841.85,74612.85,0.003257565,11232.75,136332.5,1578475,24542.05,24888.65,2002500,5139630,72841.85,74612.85,0.003257565,1982535,136332.5,1578475,24542.05,24888.65,2002500,5139630,72841.85,74612.85,0.003257565,38316.3,272665,3156950,49084.1,49777.3,4005000,10279260,145683.7,149225.7,0.00651513,5774065,272665,3156950,49084.1,49777.3,4005000,10279260,145683.7,149225.7,0.00651513,7201000,272665,3156950,49084.1,49777.3,4005000,10279260,145683.7,149225.7,0.00651513,0.210685309464902,100,100,100,100,100,100,100,100,100,1.02431229343062,1,1,1,1,1,1,1,1,1,0.801842105263158,1,1,1,1,1,1,1,1,1,0.315990907454282,2.92554932173693,33.5302483316924,0.5159800647339,0.519276770336401,41.7054998151629,107.55210322397,0.315992026653016,0.323674723882734,1.41315301441322e-08
2051,23197600,4685045,4732040,4781435,4821085,4836510,4813970,23197600,23197600,23197500,70750.9,134410,1551435,24284.75,24819.35,1948295,5044900,70324.9,71916.7,0.00312617,890728,134410,1551435,24284.75,24819.35,1948295,5044900,70324.9,71916.7,0.00312617,17716.65,134410,1551435,24284.75,24819.35,1948295,5044900,70324.9,71916.7,0.00312617,19936.45,134410,1551435,24284.75,24819.35,1948295,5044900,70324.9,71916.7,0.00312617,2011095,134410,1551435,24284.75,24819.35,1948295,5044900,70324.9,71916.7,0.00312617,5073555,134410,1551435,24284.75,24819.35,1948295,5044900,70324.9,71916.7,0.00312617,70324.85,134410,1551435,24284.75,24819.35,1948295,5044900,70324.9,71916.7,0.00312617,71916.5,134410,1551435,24284.75,24819.35,1948295,5044900,70324.9,71916.7,0.00312617,0.003126145,134410,1551435,24284.75,24819.35,1948295,5044900,70324.9,71916.7,0.00312617,3927.13,134410,1551435,24284.75,24819.35,1948295,5044900,70324.9,71916.7,0.00312617,4222430,134410,1551435,24284.75,24819.35,1948295,5044900,70324.9,71916.7,0.00312617,1462110,134410,1551435,24284.75,24819.35,1948295,5044900,70324.9,71916.7,0.00312617,10453.7,134410,1551435,24284.75,24819.35,1948295,5044900,70324.9,71916.7,0.00312617,1980115,134410,1551435,24284.75,24819.35,1948295,5044900,70324.9,71916.7,0.00312617,37653.1,268820,3102870,48569.5,49638.7,3896590,10089800,140649.8,143833.4,0.00625234,5684540,268820,3102870,48569.5,49638.7,3896590,10089800,140649.8,143833.4,0.00625234,7084650,268820,3102870,48569.5,49638.7,3896590,10089800,140649.8,143833.4,0.00625234,0.198328379917328,100,100,100,100,100,100,100,100,100,1.02263282467008,1,1,1,1,1,1,1,1,1,0.802374146923278,1,1,1,1,1,1,1,1,1,0.303155714384247,2.86891588021033,32.7857541356371,0.507896687919003,0.514808388568133,40.2830760196919,104.797080164604,0.303155929923785,0.310017846673794,1.34763228796206e-08
2052,23339800,4709315,4755810,4805540,4847750,4868975,4854800,23339750,23339750,23339700,68328.2,132557.5,1524285,24003.95,24699.4,1894910,4952025,67901.3,69327.7,0.003000955,859485,132557.5,1524285,24003.95,24699.4,1894910,4952025,67901.3,69327.7,0.003000955,17306.1,132557.5,1524285,24003.95,24699.4,1894910,4952025,67901.3,69327.7,0.003000955,19655.55,132557.5,1524285,24003.95,24699.4,1894910,4952025,67901.3,69327.7,0.003000955,1959780,132557.5,1524285,24003.95,24699.4,1894910,4952025,67901.3,69327.7,0.003000955,5003095,132557.5,1524285,24003.95,24699.4,1894910,4952025,67901.3,69327.7,0.003000955,67901.25,132557.5,1524285,24003.95,24699.4,1894910,4952025,67901.3,69327.7,0.003000955,69327.55,132557.5,1524285,24003.95,24699.4,1894910,4952025,67901.3,69327.7,0.003000955,0.003000925,132557.5,1524285,24003.95,24699.4,1894910,4952025,67901.3,69327.7,0.003000955,3695.765,132557.5,1524285,24003.95,24699.4,1894910,4952025,67901.3,69327.7,0.003000955,4165160,132557.5,1524285,24003.95,24699.4,1894910,4952025,67901.3,69327.7,0.003000955,1425220,132557.5,1524285,24003.95,24699.4,1894910,4952025,67901.3,69327.7,0.003000955,9734.805,132557.5,1524285,24003.95,24699.4,1894910,4952025,67901.3,69327.7,0.003000955,1977590,132557.5,1524285,24003.95,24699.4,1894910,4952025,67901.3,69327.7,0.003000955,36961.65,265115,3048570,48007.9,49398.8,3789820,9904050,135802.6,138655.4,0.00600191,5590380,265115,3048570,48007.9,49398.8,3789820,9904050,135802.6,138655.4,0.00600191,6962875,265115,3048570,48007.9,49398.8,3789820,9904050,135802.6,138655.4,0.00600191,0.186882265788156,100,100,100,100,100,100,100,100,100,1.02100550431693,1,1,1,1,1,1,1,1,1,0.802883866219055,1,1,1,1,1,1,1,1,1,0.290924729432129,2.8147936589504,32.0510070839668,0.499505778747029,0.509502346449384,38.9180474329813,102.002657164044,0.290925566897675,0.297037029102711,1.2857727391526e-08
2053,23478600,4733075,4779090,4828950,4873235,4899370,4893530,23478550,23478550,23478500,65991.85,130775,1497135,23703.35,24538.1,1842160,4860695,65566.05,66840.1,0.002881485,828761,130775,1497135,23703.35,24538.1,1842160,4860695,65566.05,66840.1,0.002881485,16885.7,130775,1497135,23703.35,24538.1,1842160,4860695,65566.05,66840.1,0.002881485,19357.5,130775,1497135,23703.35,24538.1,1842160,4860695,65566.05,66840.1,0.002881485,1907550,130775,1497135,23703.35,24538.1,1842160,4860695,65566.05,66840.1,0.002881485,4928375,130775,1497135,23703.35,24538.1,1842160,4860695,65566.05,66840.1,0.002881485,65565.95,130775,1497135,23703.35,24538.1,1842160,4860695,65566.05,66840.1,0.002881485,66839.9,130775,1497135,23703.35,24538.1,1842160,4860695,65566.05,66840.1,0.002881485,0.00288146,130775,1497135,23703.35,24538.1,1842160,4860695,65566.05,66840.1,0.002881485,3482.015,130775,1497135,23703.35,24538.1,1842160,4860695,65566.05,66840.1,0.002881485,4104205,130775,1497135,23703.35,24538.1,1842160,4860695,65566.05,66840.1,0.002881485,1387590,130775,1497135,23703.35,24538.1,1842160,4860695,65566.05,66840.1,0.002881485,9074.52,130775,1497135,23703.35,24538.1,1842160,4860695,65566.05,66840.1,0.002881485,1975130,130775,1497135,23703.35,24538.1,1842160,4860695,65566.05,66840.1,0.002881485,36243.2,261550,2994270,47406.7,49076.2,3684320,9721390,131132.1,133680.2,0.00576297,5491795,261550,2994270,47406.7,49076.2,3684320,9721390,131132.1,133680.2,0.00576297,6835925,261550,2994270,47406.7,49076.2,3684320,9721390,131132.1,133680.2,0.00576297,0.176292952868925,100,100,100,100,100,100,100,100,100,1.01943005477691,1,1,1,1,1,1,1,1,1,0.80337262330994,1,1,1,1,1,1,1,1,1,0.279258345897967,2.76300291037011,31.3267797844359,0.490859296534443,0.503527943963302,37.599936318343,99.3290119811261,0.279259366528171,0.284685808961797,1.22728666652469e-08
2054,23614100,4756425,4801930,4851755,4897685,4927990,4929905,23614050,23614050,23614000,63737.65,129060,1470100,23386.25,24342.55,1789925,4770250,63314.5,64448.4,0.00276742,798594.5,129060,1470100,23386.25,24342.55,1789925,4770250,63314.5,64448.4,0.00276742,16456.35,129060,1470100,23386.25,24342.55,1789925,4770250,63314.5,64448.4,0.00276742,19042.8,129060,1470100,23386.25,24342.55,1789925,4770250,63314.5,64448.4,0.00276742,1854525,129060,1470100,23386.25,24342.55,1789925,4770250,63314.5,64448.4,0.00276742,4849520,129060,1470100,23386.25,24342.55,1789925,4770250,63314.5,64448.4,0.00276742,63314.4,129060,1470100,23386.25,24342.55,1789925,4770250,63314.5,64448.4,0.00276742,64448.2,129060,1470100,23386.25,24342.55,1789925,4770250,63314.5,64448.4,0.00276742,0.002767395,129060,1470100,23386.25,24342.55,1789925,4770250,63314.5,64448.4,0.00276742,3284.875,129060,1470100,23386.25,24342.55,1789925,4770250,63314.5,64448.4,0.00276742,4039685,129060,1470100,23386.25,24342.55,1789925,4770250,63314.5,64448.4,0.00276742,1349320,129060,1470100,23386.25,24342.55,1789925,4770250,63314.5,64448.4,0.00276742,8470.72,129060,1470100,23386.25,24342.55,1789925,4770250,63314.5,64448.4,0.00276742,1972830,129060,1470100,23386.25,24342.55,1789925,4770250,63314.5,64448.4,0.00276742,35499.15,258120,2940200,46772.5,48685.1,3579850,9540500,126629,128896.8,0.00553484,5389005,258120,2940200,46772.5,48685.1,3579850,9540500,126629,128896.8,0.00553484,6704045,258120,2940200,46772.5,48685.1,3579850,9540500,126629,128896.8,0.00553484,0.166505730346761,100,100,100,100,100,100,100,100,100,1.0179074586508,1,1,1,1,1,1,1,1,1,0.803843798781184,1,1,1,1,1,1,1,1,1,0.268121164897244,2.71338242482537,30.6147736430977,0.482016301317771,0.497021552018964,36.3216037370206,96.761499460943,0.268122156089277,0.272923958406118,1.1719403743542e-08
2055,23746150,4779350,4824260,4873895,4921105,4954970,4963825,4945570,23746150,23746100,61561.35,127411,1443280,23055.45,24118.35,1738130,4680020,24137.85,62147.4,0.00265843,769020.5,127411,1443280,23055.45,24118.35,1738130,4680020,24137.85,62147.4,0.00265843,16019.1,127411,1443280,23055.45,24118.35,1738130,4680020,24137.85,62147.4,0.00265843,18712.1,127411,1443280,23055.45,24118.35,1738130,4680020,24137.85,62147.4,0.00265843,1800855,127411,1443280,23055.45,24118.35,1738130,4680020,24137.85,62147.4,0.00265843,4766665,127411,1443280,23055.45,24118.35,1738130,4680020,24137.85,62147.4,0.00265843,61141.95,127411,1443280,23055.45,24118.35,1738130,4680020,24137.85,62147.4,0.00265843,62147.25,127411,1443280,23055.45,24118.35,1738130,4680020,24137.85,62147.4,0.00265843,0.002658405,127411,1443280,23055.45,24118.35,1738130,4680020,24137.85,62147.4,0.00265843,3103.115,127411,1443280,23055.45,24118.35,1738130,4680020,24137.85,62147.4,0.00265843,3971725,127411,1443280,23055.45,24118.35,1738130,4680020,24137.85,62147.4,0.00265843,1310510,127411,1443280,23055.45,24118.35,1738130,4680020,24137.85,62147.4,0.00265843,7919.935,127411,1443280,23055.45,24118.35,1738130,4680020,24137.85,62147.4,0.00265843,1970695,127411,1443280,23055.45,24118.35,1738130,4680020,24137.85,62147.4,0.00265843,34731.2,254822,2886560,46110.9,48236.7,3476260,9360040,48275.7,124294.8,0.00531686,5282235,254822,2886560,46110.9,48236.7,3476260,9360040,48275.7,124294.8,0.00531686,6567520,254822,2886560,46110.9,48236.7,3476260,9360040,48275.7,124294.8,0.00531686,0.157462976259644,100,100,100,100,100,100,100,100,100,1.01644206637178,1,1,1,1,1,1,1,1,1,0.804296751285112,1,1,1,1,1,1,1,1,1,0.257481528584634,2.66586460501951,29.9171271863457,0.473039529985771,0.490100292515604,35.0785171252298,94.2825341344628,0.488070131450975,0.261715688648476,1.11952278479413e-08
2056,23874500,4801765,4845915,4895295,4943460,4980390,4995290,4977505,23874450,23874400,59458.9,125823,1416755,22713.5,23870,1686765,4589370,29052.75,59932.35,0.002554235,740071.5,125823,1416755,22713.5,23870,1686765,4589370,29052.75,59932.35,0.002554235,15575.1,125823,1416755,22713.5,23870,1686765,4589370,29052.75,59932.35,0.002554235,18365.9,125823,1416755,22713.5,23870,1686765,4589370,29052.75,59932.35,0.002554235,1746675,125823,1416755,22713.5,23870,1686765,4589370,29052.75,59932.35,0.002554235,4679955,125823,1416755,22713.5,23870,1686765,4589370,29052.75,59932.35,0.002554235,59044.35,125823,1416755,22713.5,23870,1686765,4589370,29052.75,59932.35,0.002554235,59932.15,125823,1416755,22713.5,23870,1686765,4589370,29052.75,59932.35,0.002554235,0.002554215,125823,1416755,22713.5,23870,1686765,4589370,29052.75,59932.35,0.002554235,2935.58,125823,1416755,22713.5,23870,1686765,4589370,29052.75,59932.35,0.002554235,3900435,125823,1416755,22713.5,23870,1686765,4589370,29052.75,59932.35,0.002554235,1271265,125823,1416755,22713.5,23870,1686765,4589370,29052.75,59932.35,0.002554235,7418.94,125823,1416755,22713.5,23870,1686765,4589370,29052.75,59932.35,0.002554235,1968750,125823,1416755,22713.5,23870,1686765,4589370,29052.75,59932.35,0.002554235,33941,251646,2833510,45427,47740,3373530,9178740,58105.5,119864.7,0.00510847,5171700,251646,2833510,45427,47740,3373530,9178740,58105.5,119864.7,0.00510847,6426630,251646,2833510,45427,47740,3373530,9178740,58105.5,119864.7,0.00510847,0.149108825396825,100,100,100,100,100,100,100,100,100,1.01503615502584,1,1,1,1,1,1,1,1,1,0.804729695034567,1,1,1,1,1,1,1,1,1,0.247311357305912,2.62034897584534,29.2360679046166,0.463986337902006,0.482860182948785,33.868130809033,91.8739452564316,0.583680980732315,0.251031332658972,1.06986353583755e-08
2057,23998750,4823530,4866705,4915825,4964695,5004230,5024350,5013730,23998750,23998650,57426.4,124293.5,1390610,22362.7,23600.9,1635845,4497810,34071.7,57798.6,0.00245458,711777,124293.5,1390610,22362.7,23600.9,1635845,4497810,34071.7,57798.6,0.00245458,15125.5,124293.5,1390610,22362.7,23600.9,1635845,4497810,34071.7,57798.6,0.00245458,18005.05,124293.5,1390610,22362.7,23600.9,1635845,4497810,34071.7,57798.6,0.00245458,1692115,124293.5,1390610,22362.7,23600.9,1635845,4497810,34071.7,57798.6,0.00245458,4589555,124293.5,1390610,22362.7,23600.9,1635845,4497810,34071.7,57798.6,0.00245458,57017.45,124293.5,1390610,22362.7,23600.9,1635845,4497810,34071.7,57798.6,0.00245458,57798.45,124293.5,1390610,22362.7,23600.9,1635845,4497810,34071.7,57798.6,0.00245458,0.00245456,124293.5,1390610,22362.7,23600.9,1635845,4497810,34071.7,57798.6,0.00245458,2781.055,124293.5,1390610,22362.7,23600.9,1635845,4497810,34071.7,57798.6,0.00245458,3825970,124293.5,1390610,22362.7,23600.9,1635845,4497810,34071.7,57798.6,0.00245458,1231695,124293.5,1390610,22362.7,23600.9,1635845,4497810,34071.7,57798.6,0.00245458,6964.26,124293.5,1390610,22362.7,23600.9,1635845,4497810,34071.7,57798.6,0.00245458,1967015,124293.5,1390610,22362.7,23600.9,1635845,4497810,34071.7,57798.6,0.00245458,33130.55,248587,2781220,44725.4,47201.8,3271690,8995620,68143.4,115597.2,0.00490916,5057665,248587,2781220,44725.4,47201.8,3271690,8995620,68143.4,115597.2,0.00490916,6281670,248587,2781220,44725.4,47201.8,3271690,8995620,68143.4,115597.2,0.00490916,0.141384534434155,100,100,100,100,100,100,100,100,100,1.01369756100983,1,1,1,1,1,1,1,1,1,0.805146561344356,1,1,1,1,1,1,1,1,1,0.237585082556383,2.57681614916876,28.5739530133838,0.454912451114513,0.475374620193184,32.6892448988156,89.5202364484958,0.679567906528672,0.240840043752279,1.02279919912162e-08
2058,24118400,4844455,4886455,4935295,4984660,5026410,5051035,5047610,24118350,24118300,55460.1,122817.5,1364910,22005.15,23313.7,1585415,4405000,38464.25,55741.85,0.002359225,684163,122817.5,1364910,22005.15,23313.7,1585415,4405000,38464.25,55741.85,0.002359225,14671.65,122817.5,1364910,22005.15,23313.7,1585415,4405000,38464.25,55741.85,0.002359225,17630.35,122817.5,1364910,22005.15,23313.7,1585415,4405000,38464.25,55741.85,0.002359225,1637340,122817.5,1364910,22005.15,23313.7,1585415,4405000,38464.25,55741.85,0.002359225,4495645,122817.5,1364910,22005.15,23313.7,1585415,4405000,38464.25,55741.85,0.002359225,55057.35,122817.5,1364910,22005.15,23313.7,1585415,4405000,38464.25,55741.85,0.002359225,55741.7,122817.5,1364910,22005.15,23313.7,1585415,4405000,38464.25,55741.85,0.002359225,0.0023592,122817.5,1364910,22005.15,23313.7,1585415,4405000,38464.25,55741.85,0.002359225,2638.165,122817.5,1364910,22005.15,23313.7,1585415,4405000,38464.25,55741.85,0.002359225,3748475,122817.5,1364910,22005.15,23313.7,1585415,4405000,38464.25,55741.85,0.002359225,1191915,122817.5,1364910,22005.15,23313.7,1585415,4405000,38464.25,55741.85,0.002359225,6551.1,122817.5,1364910,22005.15,23313.7,1585415,4405000,38464.25,55741.85,0.002359225,1965385,122817.5,1364910,22005.15,23313.7,1585415,4405000,38464.25,55741.85,0.002359225,32302,245635,2729820,44010.3,46627.4,3170830,8810000,76928.5,111483.7,0.00471845,4940390,245635,2729820,44010.3,46627.4,3170830,8810000,76928.5,111483.7,0.00471845,6132985,245635,2729820,44010.3,46627.4,3170830,8810000,76928.5,111483.7,0.00471845,0.134231461011456,100,100,100,100,100,100,100,100,100,1.01242976641629,1,1,1,1,1,1,1,1,1,0.80554411921764,1,1,1,1,1,1,1,1,1,0.228279446397771,2.53521809986882,27.9325195873082,0.445873043050111,0.467708931000309,31.5416967577257,87.209849070537,0.762028960240589,0.231118007658069,9.78188761231098e-09
2059,24232950,4864325,4905030,4953515,5003200,5046800,5075340,5078675,24232950,24232900,53556.55,121390,1339710,21643,23010.7,1535570,4310740,42070.05,53757.95,0.002267935,657251,121390,1339710,21643,23010.7,1535570,4310740,42070.05,53757.95,0.002267935,14214.8,121390,1339710,21643,23010.7,1535570,4310740,42070.05,53757.95,0.002267935,17242.7,121390,1339710,21643,23010.7,1535570,4310740,42070.05,53757.95,0.002267935,1582500,121390,1339710,21643,23010.7,1535570,4310740,42070.05,53757.95,0.002267935,4398415,121390,1339710,21643,23010.7,1535570,4310740,42070.05,53757.95,0.002267935,53160.4,121390,1339710,21643,23010.7,1535570,4310740,42070.05,53757.95,0.002267935,53757.8,121390,1339710,21643,23010.7,1535570,4310740,42070.05,53757.95,0.002267935,0.002267915,121390,1339710,21643,23010.7,1535570,4310740,42070.05,53757.95,0.002267935,2505.595,121390,1339710,21643,23010.7,1535570,4310740,42070.05,53757.95,0.002267935,3668115,121390,1339710,21643,23010.7,1535570,4310740,42070.05,53757.95,0.002267935,1152045,121390,1339710,21643,23010.7,1535570,4310740,42070.05,53757.95,0.002267935,6174.39,121390,1339710,21643,23010.7,1535570,4310740,42070.05,53757.95,0.002267935,1963770,121390,1339710,21643,23010.7,1535570,4310740,42070.05,53757.95,0.002267935,31457.5,242780,2679420,43286,46021.4,3071140,8621480,84140.1,107515.9,0.00453587,4820160,242780,2679420,43286,46021.4,3071140,8621480,84140.1,107515.9,0.00453587,5980915,242780,2679420,43286,46021.4,3071140,8621480,84140.1,107515.9,0.00453587,0.127591062089756,100,100,100,100,100,100,100,100,100,1.011237688204,1,1,1,1,1,1,1,1,1,0.805923508359507,1,1,1,1,1,1,1,1,1,0.219372383469615,2.49551582182523,27.3129827952123,0.436922064433034,0.459919651423089,30.426606958865,84.9349994286097,0.828366650750442,0.221838240907525,9.35890875627762e-09
2060,24341900,4882935,4922270,4970305,5020140,5065270,5097240,5106695,5092185,24341800,51712.85,120006.5,1315065,21278,22693.85,1486410,4214940,44882.95,36672.35,0.002180525,631062,120006.5,1315065,21278,22693.85,1486410,4214940,44882.95,36672.35,0.002180525,13756.4,120006.5,1315065,21278,22693.85,1486410,4214940,44882.95,36672.35,0.002180525,16843.25,120006.5,1315065,21278,22693.85,1486410,4214940,44882.95,36672.35,0.002180525,1527755,120006.5,1315065,21278,22693.85,1486410,4214940,44882.95,36672.35,0.002180525,4298090,120006.5,1315065,21278,22693.85,1486410,4214940,44882.95,36672.35,0.002180525,51323.3,120006.5,1315065,21278,22693.85,1486410,4214940,44882.95,36672.35,0.002180525,51843,120006.5,1315065,21278,22693.85,1486410,4214940,44882.95,36672.35,0.002180525,0.002180505,120006.5,1315065,21278,22693.85,1486410,4214940,44882.95,36672.35,0.002180525,2382.275,120006.5,1315065,21278,22693.85,1486410,4214940,44882.95,36672.35,0.002180525,3585095,120006.5,1315065,21278,22693.85,1486410,4214940,44882.95,36672.35,0.002180525,1112210,120006.5,1315065,21278,22693.85,1486410,4214940,44882.95,36672.35,0.002180525,5829.95,120006.5,1315065,21278,22693.85,1486410,4214940,44882.95,36672.35,0.002180525,1962115,120006.5,1315065,21278,22693.85,1486410,4214940,44882.95,36672.35,0.002180525,30599.65,240013,2630130,42556,45387.7,2972820,8429880,89765.9,73344.7,0.00436105,4697305,240013,2630130,42556,45387.7,2972820,8429880,89765.9,73344.7,0.00436105,5825845,240013,2630130,42556,45387.7,2972820,8429880,89765.9,73344.7,0.00436105,0.121413627641601,100,100,100,100,100,100,100,100,100,1.01012600514776,1,1,1,1,1,1,1,1,1,0.806287328275984,1,1,1,1,1,1,1,1,1,0.21084344278795,2.45767146193836,26.7166368362564,0.428102500751966,0.45205611795687,29.3451286900797,82.6906325776303,0.878904066132792,0.720169239727151,8.95794476990198e-09
